jour;cl_age90;P;T;pop
;;sum;sum;sum
2020-12-26;49;1432;33620;8592886.15993014
2020-12-26;59;1381;31317;8792674.76801071
2020-12-26;69;969;23365;8004082.760304243
2020-12-26;79;605;13714;5695639.130797295
2020-12-26;89;453;7693;3245280.6081309738
2020-12-26;90;238;3230;912580.6062728533
2020-12-27;0;2128;47260;67114995.0
2020-12-27;9;59;1289;7763205.686272893
2020-12-27;19;147;3679;8336486.160537239
2020-12-27;29;306;8326;7476787.1878041085
2020-12-27;39;356;8613;8295371.931939545
2020-12-27;49;261;6438;8592886.15993014
2020-12-27;59;268;5848;8792674.76801071
2020-12-27;69;184;4735;8004082.760304243
2020-12-27;79;196;3617;5695639.130797295
2020-12-27;89;225;3098;3245280.6081309738
2020-12-27;90;123;1607;912580.6062728533
2020-12-28;0;22576;397652;67114995.0
2020-12-28;9;523;8290;7763205.686272893
2020-12-28;19;2250;35888;8336486.160537239
2020-12-28;29;3543;71390;7476787.1878041085
2020-12-28;39;3562;65538;8295371.931939545
2020-12-28;49;3303;55726;8592886.15993014
2020-12-28;59;3379;55905;8792674.76801071
2020-12-28;69;2419;45163;8004082.760304243
2020-12-28;79;1639;28160;5695639.130797295
2020-12-28;89;1247;19808;3245280.6081309738
2020-12-28;90;709;11707;912580.6062728533
2020-12-29;0;20034;366087;67114995.0
2020-12-29;9;522;6448;7763205.686272893
2020-12-29;19;2010;34818;8336486.160537239
2020-12-29;29;3074;73262;7476787.1878041085
2020-12-29;39;3044;57486;8295371.931939545
2020-12-29;49;2694;47598;8592886.15993014
2020-12-29;59;2684;48724;8792674.76801071
2020-12-29;69;2220;39339;8004082.760304243
2020-12-29;79;1497;25913;5695639.130797295
2020-12-29;89;1351;19518;3245280.6081309738
2020-12-29;90;932;12905;912580.6062728533
2020-12-30;0;19778;399741;67114995.0
2020-12-30;9;564;6911;7763205.686272893
2020-12-30;19;2262;41977;8336486.160537239
2020-12-30;29;3281;85250;7476787.1878041085
2020-12-30;39;2961;63138;8295371.931939545
2020-12-30;49;2698;51812;8592886.15993014
2020-12-30;59;2705;52406;8792674.76801071
2020-12-30;69;2071;40893;8004082.760304243
2020-12-30;79;1399;26411;5695639.130797295
2020-12-30;89;1176;19090;3245280.6081309738
2020-12-30;90;653;11776;912580.6062728533
2020-12-31;0;16137;337839;67114995.0
2020-12-31;9;450;6333;7763205.686272893
2020-12-31;19;1835;35797;8336486.160537239
2020-12-31;29;2649;70399;7476787.1878041085
2020-12-31;39;2562;55203;8295371.931939545
2020-12-31;49;2223;44889;8592886.15993014
2020-12-31;59;2233;44532;8792674.76801071
2020-12-31;69;1699;35133;8004082.760304243
2020-12-31;79;1139;23074;5695639.130797295
2020-12-31;89;896;14972;3245280.6081309738
2020-12-31;90;446;7429;912580.6062728533
2021-01-01;0;1594;32957;67114995.0
2021-01-01;9;40;813;7763205.686272893
2021-01-01;19;102;2529;8336486.160537239
2021-01-01;29;215;5810;7476787.1878041085
2021-01-01;39;229;5487;8295371.931939545
2021-01-01;49;206;4210;8592886.15993014
2021-01-01;59;175;3913;8792674.76801071
2021-01-01;69;184;3436;8004082.760304243
2021-01-01;79;162;2616;5695639.130797295
2021-01-01;89;177;2707;3245280.6081309738
2021-01-01;90;103;1423;912580.6062728533
2021-01-02;0;13803;229840;67114995.0
2021-01-02;9;463;5194;7763205.686272893
2021-01-02;19;1733;22429;8336486.160537239
2021-01-02;29;2289;40680;7476787.1878041085
2021-01-02;39;2283;37295;8295371.931939545
2021-01-02;49;2092;31654;8592886.15993014
2021-01-02;59;1920;32312;8792674.76801071
2021-01-02;69;1305;27108;8004082.760304243
2021-01-02;79;852;18435;5695639.130797295
2021-01-02;89;631;10688;3245280.6081309738
2021-01-02;90;235;4002;912580.6062728533
2021-01-03;0;2917;46567;67114995.0
2021-01-03;9;74;1212;7763205.686272893
2021-01-03;19;296;4382;8336486.160537239
2021-01-03;29;462;8315;7476787.1878041085
2021-01-03;39;450;7731;8295371.931939545
2021-01-03;49;389;5910;8592886.15993014
2021-01-03;59;345;5466;8792674.76801071
2021-01-03;69;231;4424;8004082.760304243
2021-01-03;79;223;3588;5695639.130797295
2021-01-03;89;287;3538;3245280.6081309738
2021-01-03;90;159;1984;912580.6062728533
2021-01-04;0;28814;428897;67114995.0
2021-01-04;9;826;8092;7763205.686272893
2021-01-04;19;3254;34437;8336486.160537239
2021-01-04;29;4828;72483;7476787.1878041085
2021-01-04;39;4752;67626;8295371.931939545
2021-01-04;49;4094;60600;8592886.15993014
2021-01-04;59;3985;62883;8792674.76801071
2021-01-04;69;2815;49747;8004082.760304243
2021-01-04;79;1909;35072;5695639.130797295
2021-01-04;89;1494;24351;3245280.6081309738
2021-01-04;90;851;13512;912580.6062728533
2021-01-05;0;23018;345209;67114995.0
2021-01-05;9;660;6028;7763205.686272893
2021-01-05;19;2740;29207;8336486.160537239
2021-01-05;29;3876;58215;7476787.1878041085
2021-01-05;39;3441;54152;8295371.931939545
2021-01-05;49;3112;47984;8592886.15993014
2021-01-05;59;3040;49285;8792674.76801071
2021-01-05;69;2320;38487;8004082.760304243
2021-01-05;79;1540;26823;5695639.130797295
2021-01-05;89;1405;21499;3245280.6081309738
2021-01-05;90;877;13446;912580.6062728533
2021-01-06;0;20373;314260;67114995.0
2021-01-06;9;640;6137;7763205.686272893
2021-01-06;19;2646;30737;8336486.160537239
2021-01-06;29;3487;56501;7476787.1878041085
2021-01-06;39;2861;48145;8295371.931939545
2021-01-06;49;2802;43300;8592886.15993014
2021-01-06;59;2653;44225;8792674.76801071
2021-01-06;69;1930;32821;8004082.760304243
2021-01-06;79;1346;21960;5695639.130797295
2021-01-06;89;1204;18489;3245280.6081309738
2021-01-06;90;796;11872;912580.6062728533
2021-01-07;0;19699;327815;67114995.0
2021-01-07;9;625;5772;7763205.686272893
2021-01-07;19;2392;31481;8336486.160537239
2021-01-07;29;3424;60308;7476787.1878041085
2021-01-07;39;2915;51876;8295371.931939545
2021-01-07;49;2663;46743;8592886.15993014
2021-01-07;59;2610;46993;8792674.76801071
2021-01-07;69;1964;32976;8004082.760304243
2021-01-07;79;1289;21694;5695639.130797295
2021-01-07;89;1132;18344;3245280.6081309738
2021-01-07;90;680;11559;912580.6062728533
2021-01-08;0;20467;351726;67114995.0
2021-01-08;9;678;7112;7763205.686272893
2021-01-08;19;2634;34445;8336486.160537239
2021-01-08;29;3387;62200;7476787.1878041085
2021-01-08;39;3117;54772;8295371.931939545
2021-01-08;49;2851;49084;8592886.15993014
2021-01-08;59;2677;50010;8792674.76801071
2021-01-08;69;2162;39724;8004082.760304243
2021-01-08;79;1347;27603;5695639.130797295
2021-01-08;89;1030;17778;3245280.6081309738
2021-01-08;90;579;8911;912580.6062728533
2021-01-09;0;11528;189427;67114995.0
2021-01-09;9;392;5170;7763205.686272893
2021-01-09;19;1496;20545;8336486.160537239
2021-01-09;29;1914;31697;7476787.1878041085
2021-01-09;39;1712;29549;8295371.931939545
2021-01-09;49;1689;26980;8592886.15993014
2021-01-09;59;1678;26992;8792674.76801071
2021-01-09;69;1086;21351;8004082.760304243
2021-01-09;79;716;15139;5695639.130797295
2021-01-09;89;594;8675;3245280.6081309738
2021-01-09;90;248;3297;912580.6062728533
2021-01-10;0;2673;42041;67114995.0
2021-01-10;9;79;1175;7763205.686272893
2021-01-10;19;227;3248;8336486.160537239
2021-01-10;29;406;7209;7476787.1878041085
2021-01-10;39;401;7093;8295371.931939545
2021-01-10;49;350;5240;8592886.15993014
2021-01-10;59;310;5066;8792674.76801071
2021-01-10;69;240;4237;8004082.760304243
2021-01-10;79;215;3555;5695639.130797295
2021-01-10;89;297;3403;3245280.6081309738
2021-01-10;90;148;1807;912580.6062728533
2021-01-11;0;27560;399658;67114995.0
2021-01-11;9;816;9044;7763205.686272893
2021-01-11;19;3139;38536;8336486.160537239
2021-01-11;29;4168;59012;7476787.1878041085
2021-01-11;39;4072;59920;8295371.931939545
2021-01-11;49;3952;56528;8592886.15993014
2021-01-11;59;3918;58158;8792674.76801071
2021-01-11;69;2728;45956;8004082.760304243
2021-01-11;79;1906;33893;5695639.130797295
2021-01-11;89;1748;24420;3245280.6081309738
2021-01-11;90;1105;14089;912580.6062728533
2021-01-12;0;21631;339836;67114995.0
2021-01-12;9;690;8135;7763205.686272893
2021-01-12;19;2580;35472;8336486.160537239
2021-01-12;29;3132;50316;7476787.1878041085
2021-01-12;39;3063;51557;8295371.931939545
2021-01-12;49;3086;48634;8592886.15993014
2021-01-12;59;2938;48810;8792674.76801071
2021-01-12;69;2110;36564;8004082.760304243
2021-01-12;79;1548;26162;5695639.130797295
2021-01-12;89;1484;20850;3245280.6081309738
2021-01-12;90;982;13240;912580.6062728533
2021-01-13;0;20814;314488;67114995.0
2021-01-13;9;682;8632;7763205.686272893
2021-01-13;19;2724;36543;8336486.160537239
2021-01-13;29;3129;49021;7476787.1878041085
2021-01-13;39;2943;47889;8295371.931939545
2021-01-13;49;2967;44544;8592886.15993014
2021-01-13;59;2847;44258;8792674.76801071
2021-01-13;69;1955;32417;8004082.760304243
2021-01-13;79;1336;22451;5695639.130797295
2021-01-13;89;1322;17890;3245280.6081309738
2021-01-13;90;904;10766;912580.6062728533
2021-01-14;0;21117;324240;67114995.0
2021-01-14;9;665;8142;7763205.686272893
2021-01-14;19;2521;36237;8336486.160537239
2021-01-14;29;3174;52755;7476787.1878041085
2021-01-14;39;3178;52510;8295371.931939545
2021-01-14;49;2984;46968;8592886.15993014
2021-01-14;59;2887;45257;8792674.76801071
2021-01-14;69;1975;31973;8004082.760304243
2021-01-14;79;1430;21750;5695639.130797295
2021-01-14;89;1323;17544;3245280.6081309738
2021-01-14;90;896;10926;912580.6062728533
2021-01-15;0;22264;352529;67114995.0
2021-01-15;9;909;10702;7763205.686272893
2021-01-15;19;3021;42465;8336486.160537239
2021-01-15;29;3262;54286;7476787.1878041085
2021-01-15;39;3262;55090;8295371.931939545
2021-01-15;49;3186;50340;8592886.15993014
2021-01-15;59;3175;48729;8792674.76801071
2021-01-15;69;2184;38400;8004082.760304243
2021-01-15;79;1443;26774;5695639.130797295
2021-01-15;89;1145;17247;3245280.6081309738
2021-01-15;90;671;8406;912580.6062728533
2021-01-16;0;12463;199281;67114995.0
2021-01-16;9;537;7148;7763205.686272893
2021-01-16;19;1727;23723;8336486.160537239
2021-01-16;29;1827;30536;7476787.1878041085
2021-01-16;39;1940;31333;8295371.931939545
2021-01-16;49;1870;28468;8592886.15993014
2021-01-16;59;1713;27814;8792674.76801071
2021-01-16;69;1187;22130;8004082.760304243
2021-01-16;79;807;15734;5695639.130797295
2021-01-16;89;584;8946;3245280.6081309738
2021-01-16;90;270;3420;912580.6062728533
2021-01-17;0;2982;44418;67114995.0
2021-01-17;9;96;1681;7763205.686272893
2021-01-17;19;268;3558;8336486.160537239
2021-01-17;29;427;7060;7476787.1878041085
2021-01-17;39;474;7373;8295371.931939545
2021-01-17;49;415;6039;8592886.15993014
2021-01-17;59;331;5230;8792674.76801071
2021-01-17;69;254;4577;8004082.760304243
2021-01-17;79;232;3706;5695639.130797295
2021-01-17;89;303;3430;3245280.6081309738
2021-01-17;90;182;1755;912580.6062728533
2021-01-18;0;30664;400558;67114995.0
2021-01-18;9;1199;12663;7763205.686272893
2021-01-18;19;3699;42428;8336486.160537239
2021-01-18;29;4265;55936;7476787.1878041085
2021-01-18;39;4447;60512;8295371.931939545
2021-01-18;49;4646;56905;8592886.15993014
2021-01-18;59;4347;55912;8792674.76801071
2021-01-18;69;3040;44684;8004082.760304243
2021-01-18;79;2050;32975;5695639.130797295
2021-01-18;89;1795;24168;3245280.6081309738
2021-01-18;90;1172;14285;912580.6062728533
2021-01-19;0;24051;338773;67114995.0
2021-01-19;9;868;11599;7763205.686272893
2021-01-19;19;3090;40336;8336486.160537239
2021-01-19;29;3357;48788;7476787.1878041085
2021-01-19;39;3372;52355;8295371.931939545
2021-01-19;49;3541;48102;8592886.15993014
2021-01-19;59;3378;45666;8792674.76801071
2021-01-19;69;2249;34527;8004082.760304243
2021-01-19;79;1631;24999;5695639.130797295
2021-01-19;89;1492;20016;3245280.6081309738
2021-01-19;90;1062;12267;912580.6062728533
2021-01-20;0;22683;322037;67114995.0
2021-01-20;9;984;12365;7763205.686272893
2021-01-20;19;3148;40029;8336486.160537239
2021-01-20;29;3289;49551;7476787.1878041085
2021-01-20;39;3220;51568;8295371.931939545
2021-01-20;49;3341;46377;8592886.15993014
2021-01-20;59;3104;43139;8792674.76801071
2021-01-20;69;2089;31005;8004082.760304243
2021-01-20;79;1414;21193;5695639.130797295
2021-01-20;89;1308;16863;3245280.6081309738
2021-01-20;90;757;9811;912580.6062728533
2021-01-21;0;23141;341605;67114995.0
2021-01-21;9;953;11644;7763205.686272893
2021-01-21;19;2912;44006;8336486.160537239
2021-01-21;29;3258;54618;7476787.1878041085
2021-01-21;39;3472;57118;8295371.931939545
2021-01-21;49;3362;49687;8592886.15993014
2021-01-21;59;3187;45420;8792674.76801071
2021-01-21;69;2270;31479;8004082.760304243
2021-01-21;79;1425;20515;5695639.130797295
2021-01-21;89;1414;16651;3245280.6081309738
2021-01-21;90;870;10328;912580.6062728533
2021-01-22;0;24322;384756;67114995.0
2021-01-22;9;1158;14694;7763205.686272893
2021-01-22;19;3479;51751;8336486.160537239
2021-01-22;29;3340;57726;7476787.1878041085
2021-01-22;39;3538;62231;8295371.931939545
2021-01-22;49;3497;55339;8592886.15993014
2021-01-22;59;3388;51293;8792674.76801071
2021-01-22;69;2401;38528;8004082.760304243
2021-01-22;79;1602;26712;5695639.130797295
2021-01-22;89;1250;17660;3245280.6081309738
2021-01-22;90;663;8732;912580.6062728533
2021-01-23;0;13560;202444;67114995.0
2021-01-23;9;635;8975;7763205.686272893
2021-01-23;19;1876;24957;8336486.160537239
2021-01-23;29;1926;31115;7476787.1878041085
2021-01-23;39;2058;33060;8295371.931939545
2021-01-23;49;2091;29791;8592886.15993014
2021-01-23;59;1872;27251;8792674.76801071
2021-01-23;69;1304;20930;8004082.760304243
2021-01-23;79;847;14492;5695639.130797295
2021-01-23;89;646;8671;3245280.6081309738
2021-01-23;90;305;3156;912580.6062728533
2021-01-24;0;2962;42531;67114995.0
2021-01-24;9;121;1987;7763205.686272893
2021-01-24;19;281;3643;8336486.160537239
2021-01-24;29;376;6449;7476787.1878041085
2021-01-24;39;424;6915;8295371.931939545
2021-01-24;49;436;5498;8592886.15993014
2021-01-24;59;356;4870;8792674.76801071
2021-01-24;69;257;4243;8004082.760304243
2021-01-24;79;255;3530;5695639.130797295
2021-01-24;89;292;3561;3245280.6081309738
2021-01-24;90;162;1823;912580.6062728533
2021-01-25;0;31688;434361;67114995.0
2021-01-25;9;1250;16421;7763205.686272893
2021-01-25;19;3984;51697;8336486.160537239
2021-01-25;29;4120;59424;7476787.1878041085
2021-01-25;39;4627;67759;8295371.931939545
2021-01-25;49;4865;61476;8592886.15993014
2021-01-25;59;4346;57928;8792674.76801071
2021-01-25;69;3139;46105;8004082.760304243
2021-01-25;79;2095;33566;5695639.130797295
2021-01-25;89;1987;25100;3245280.6081309738
2021-01-25;90;1268;14790;912580.6062728533
2021-01-26;0;23843;362879;67114995.0
2021-01-26;9;1027;14660;7763205.686272893
2021-01-26;19;3043;43882;8336486.160537239
2021-01-26;29;3361;52681;7476787.1878041085
2021-01-26;39;3383;57930;8295371.931939545
2021-01-26;49;3403;51308;8592886.15993014
2021-01-26;59;3279;47738;8792674.76801071
2021-01-26;69;2298;36332;8004082.760304243
2021-01-26;79;1646;25876;5695639.130797295
2021-01-26;89;1473;20053;3245280.6081309738
2021-01-26;90;916;12336;912580.6062728533
2021-01-27;0;22588;343165;67114995.0
2021-01-27;9;1071;14246;7763205.686272893
2021-01-27;19;3175;43155;8336486.160537239
2021-01-27;29;3217;53573;7476787.1878041085
2021-01-27;39;3379;56383;8295371.931939545
2021-01-27;49;3187;49097;8592886.15993014
2021-01-27;59;2937;44971;8792674.76801071
2021-01-27;69;2053;32602;8004082.760304243
2021-01-27;79;1495;21558;5695639.130797295
2021-01-27;89;1293;17068;3245280.6081309738
2021-01-27;90;772;10426;912580.6062728533
2021-01-28;0;23933;388266;67114995.0
2021-01-28;9;950;13170;7763205.686272893
2021-01-28;19;3082;54885;8336486.160537239
2021-01-28;29;3416;64263;7476787.1878041085
2021-01-28;39;3600;65082;8295371.931939545
2021-01-28;49;3461;55332;8592886.15993014
2021-01-28;59;3146;49797;8792674.76801071
2021-01-28;69;2324;34741;8004082.760304243
2021-01-28;79;1605;21831;5695639.130797295
2021-01-28;89;1399;17739;3245280.6081309738
2021-01-28;90;946;11330;912580.6062728533
2021-01-29;0;24806;417814;67114995.0
2021-01-29;9;1139;15447;7763205.686272893
2021-01-29;19;3520;59474;8336486.160537239
2021-01-29;29;3450;66716;7476787.1878041085
2021-01-29;39;3685;67716;8295371.931939545
2021-01-29;49;3607;58913;8592886.15993014
2021-01-29;59;3346;53728;8792674.76801071
2021-01-29;69;2409;40879;8004082.760304243
2021-01-29;79;1616;27591;5695639.130797295
2021-01-29;89;1319;18343;3245280.6081309738
2021-01-29;90;706;8897;912580.6062728533
2021-01-30;0;13753;217638;67114995.0
2021-01-30;9;604;9176;7763205.686272893
2021-01-30;19;1830;26446;8336486.160537239
2021-01-30;29;1943;35939;7476787.1878041085
2021-01-30;39;2111;36236;8295371.931939545
2021-01-30;49;2194;31626;8592886.15993014
2021-01-30;59;1882;28397;8792674.76801071
2021-01-30;69;1276;22298;8004082.760304243
2021-01-30;79;868;15229;5695639.130797295
2021-01-30;89;693;8825;3245280.6081309738
2021-01-30;90;349;3417;912580.6062728533
2021-01-31;0;3402;44525;67114995.0
2021-01-31;9;142;2075;7763205.686272893
2021-01-31;19;340;3948;8336486.160537239
2021-01-31;29;465;7308;7476787.1878041085
2021-01-31;39;502;7175;8295371.931939545
2021-01-31;49;494;5741;8592886.15993014
2021-01-31;59;410;5156;8792674.76801071
2021-01-31;69;290;4351;8004082.760304243
2021-01-31;79;248;3560;5695639.130797295
2021-01-31;89;337;3479;3245280.6081309738
2021-01-31;90;172;1719;912580.6062728533
2021-02-01;0;31926;445822;67114995.0
2021-02-01;9;1260;16691;7763205.686272893
2021-02-01;19;4043;54146;8336486.160537239
2021-02-01;29;4260;62055;7476787.1878041085
2021-02-01;39;4739;69351;8295371.931939545
2021-02-01;49;4902;63418;8592886.15993014
2021-02-01;59;4477;59337;8792674.76801071
2021-02-01;69;3136;47699;8004082.760304243
2021-02-01;79;2083;33615;5695639.130797295
2021-02-01;89;1850;24605;3245280.6081309738
2021-02-01;90;1153;14683;912580.6062728533
2021-02-02;0;24401;388028;67114995.0
2021-02-02;9;1005;15241;7763205.686272893
2021-02-02;19;3178;54385;8336486.160537239
2021-02-02;29;3395;54226;7476787.1878041085
2021-02-02;39;3435;60337;8295371.931939545
2021-02-02;49;3659;54594;8592886.15993014
2021-02-02;59;3364;50510;8792674.76801071
2021-02-02;69;2389;38126;8004082.760304243
2021-02-02;79;1650;26803;5695639.130797295
2021-02-02;89;1400;20820;3245280.6081309738
2021-02-02;90;910;12909;912580.6062728533
2021-02-03;0;22115;353329;67114995.0
2021-02-03;9;955;16069;7763205.686272893
2021-02-03;19;3141;46919;8336486.160537239
2021-02-03;29;3285;53007;7476787.1878041085
2021-02-03;39;3186;56305;8295371.931939545
2021-02-03;49;3254;50691;8592886.15993014
2021-02-03;59;2970;46215;8792674.76801071
2021-02-03;69;2084;33718;8004082.760304243
2021-02-03;79;1381;22123;5695639.130797295
2021-02-03;89;1204;17597;3245280.6081309738
2021-02-03;90;647;10577;912580.6062728533
2021-02-04;0;22183;381670;67114995.0
2021-02-04;9;936;15267;7763205.686272893
2021-02-04;19;2847;56723;8336486.160537239
2021-02-04;29;3284;59529;7476787.1878041085
2021-02-04;39;3281;62450;8295371.931939545
2021-02-04;49;3333;54282;8592886.15993014
2021-02-04;59;2958;48716;8792674.76801071
2021-02-04;69;2159;33598;8004082.760304243
2021-02-04;79;1376;21679;5695639.130797295
2021-02-04;89;1254;17796;3245280.6081309738
2021-02-04;90;740;11526;912580.6062728533
2021-02-05;0;23382;426817;67114995.0
2021-02-05;9;1092;18557;7763205.686272893
2021-02-05;19;3508;63751;8336486.160537239
2021-02-05;29;3422;65040;7476787.1878041085
2021-02-05;39;3414;67515;8295371.931939545
2021-02-05;49;3330;60793;8592886.15993014
2021-02-05;59;3121;54414;8792674.76801071
2021-02-05;69;2287;42077;8004082.760304243
2021-02-05;79;1493;27853;5695639.130797295
2021-02-05;89;1115;17911;3245280.6081309738
2021-02-05;90;594;8821;912580.6062728533
2021-02-06;0;13040;223844;67114995.0
2021-02-06;9;644;11686;7763205.686272893
2021-02-06;19;1873;30001;8336486.160537239
2021-02-06;29;1849;34234;7476787.1878041085
2021-02-06;39;2066;36054;8295371.931939545
2021-02-06;49;2057;32875;8592886.15993014
2021-02-06;59;1747;28683;8792674.76801071
2021-02-06;69;1258;22342;8004082.760304243
2021-02-06;79;754;15535;5695639.130797295
2021-02-06;89;551;8887;3245280.6081309738
2021-02-06;90;239;3502;912580.6062728533
2021-02-07;0;2877;43733;67114995.0
2021-02-07;9;133;2351;7763205.686272893
2021-02-07;19;291;3982;8336486.160537239
2021-02-07;29;392;6719;7476787.1878041085
2021-02-07;39;441;7021;8295371.931939545
2021-02-07;49;408;5620;8592886.15993014
2021-02-07;59;371;4949;8792674.76801071
2021-02-07;69;289;4316;8004082.760304243
2021-02-07;79;203;3654;5695639.130797295
2021-02-07;89;231;3458;3245280.6081309738
2021-02-07;90;117;1654;912580.6062728533
2021-02-08;0;28229;432874;67114995.0
2021-02-08;9;1187;19632;7763205.686272893
2021-02-08;19;3513;54235;8336486.160537239
2021-02-08;29;4011;59274;7476787.1878041085
2021-02-08;39;4271;66875;8295371.931939545
2021-02-08;49;4422;60871;8592886.15993014
2021-02-08;59;3960;56616;8792674.76801071
2021-02-08;69;2811;45264;8004082.760304243
2021-02-08;79;1743;32422;5695639.130797295
2021-02-08;89;1483;23749;3245280.6081309738
2021-02-08;90;813;13821;912580.6062728533
2021-02-09;0;22588;384162;67114995.0
2021-02-09;9;1039;18842;7763205.686272893
2021-02-09;19;2908;55168;8336486.160537239
2021-02-09;29;3304;53167;7476787.1878041085
2021-02-09;39;3492;58694;8295371.931939545
2021-02-09;49;3497;53375;8592886.15993014
2021-02-09;59;3044;48672;8792674.76801071
2021-02-09;69;2157;36994;8004082.760304243
2021-02-09;79;1373;25793;5695639.130797295
2021-02-09;89;1121;20459;3245280.6081309738
2021-02-09;90;648;12867;912580.6062728533
2021-02-10;0;20978;350717;67114995.0
2021-02-10;9;995;18212;7763205.686272893
2021-02-10;19;3051;49820;8336486.160537239
2021-02-10;29;3133;51695;7476787.1878041085
2021-02-10;39;3175;55183;8295371.931939545
2021-02-10;49;3103;50991;8592886.15993014
2021-02-10;59;2763;44525;8792674.76801071
2021-02-10;69;1985;32663;8004082.760304243
2021-02-10;79;1182;21033;5695639.130797295
2021-02-10;89;1006;16352;3245280.6081309738
2021-02-10;90;577;10126;912580.6062728533
2021-02-11;0;20294;368850;67114995.0
2021-02-11;9;935;17773;7763205.686272893
2021-02-11;19;2825;55545;8336486.160537239
2021-02-11;29;2945;57350;7476787.1878041085
2021-02-11;39;3138;59985;8295371.931939545
2021-02-11;49;2981;53811;8592886.15993014
2021-02-11;59;2736;46338;8792674.76801071
2021-02-11;69;1980;32033;8004082.760304243
2021-02-11;79;1196;20048;5695639.130797295
2021-02-11;89;960;15776;3245280.6081309738
2021-02-11;90;592;10063;912580.6062728533
2021-02-12;0;21520;408936;67114995.0
2021-02-12;9;1087;21812;7763205.686272893
2021-02-12;19;3077;62430;8336486.160537239
2021-02-12;29;3233;59969;7476787.1878041085
2021-02-12;39;3473;64830;8295371.931939545
2021-02-12;49;3201;61096;8592886.15993014
2021-02-12;59;2796;51558;8792674.76801071
2021-02-12;69;2068;38340;8004082.760304243
2021-02-12;79;1215;25075;5695639.130797295
2021-02-12;89;907;15793;3245280.6081309738
2021-02-12;90;459;7927;912580.6062728533
2021-02-13;0;12147;218718;67114995.0
2021-02-13;9;638;13192;7763205.686272893
2021-02-13;19;1766;32219;8336486.160537239
2021-02-13;29;1881;32306;7476787.1878041085
2021-02-13;39;1936;34230;8295371.931939545
2021-02-13;49;1840;33341;8592886.15993014
2021-02-13;59;1638;27648;8792674.76801071
2021-02-13;69;1124;20836;8004082.760304243
2021-02-13;79;622;13852;5695639.130797295
2021-02-13;89;502;8032;3245280.6081309738
2021-02-13;90;198;3015;912580.6062728533
2021-02-14;0;2874;43258;67114995.0
2021-02-14;9;112;2597;7763205.686272893
2021-02-14;19;282;4387;8336486.160537239
2021-02-14;29;410;6308;7476787.1878041085
2021-02-14;39;461;6833;8295371.931939545
2021-02-14;49;440;5620;8592886.15993014
2021-02-14;59;342;4647;8792674.76801071
2021-02-14;69;275;4174;8004082.760304243
2021-02-14;79;185;3493;5695639.130797295
2021-02-14;89;228;3394;3245280.6081309738
2021-02-14;90;138;1782;912580.6062728533
2021-02-15;0;28326;427613;67114995.0
2021-02-15;9;1237;20656;7763205.686272893
2021-02-15;19;3441;54140;8336486.160537239
2021-02-15;29;4133;57918;7476787.1878041085
2021-02-15;39;4584;65582;8295371.931939545
2021-02-15;49;4600;61809;8592886.15993014
2021-02-15;59;3910;55808;8792674.76801071
2021-02-15;69;2709;43801;8004082.760304243
2021-02-15;79;1703;31144;5695639.130797295
2021-02-15;89;1268;22896;3245280.6081309738
2021-02-15;90;720;13612;912580.6062728533
2021-02-16;0;22533;366250;67114995.0
2021-02-16;9;943;17148;7763205.686272893
2021-02-16;19;2876;48639;8336486.160537239
2021-02-16;29;3423;52498;7476787.1878041085
2021-02-16;39;3648;57113;8295371.931939545
2021-02-16;49;3448;52638;8592886.15993014
2021-02-16;59;3139;47286;8792674.76801071
2021-02-16;69;2025;35545;8004082.760304243
2021-02-16;79;1368;24634;5695639.130797295
2021-02-16;89;1052;18974;3245280.6081309738
2021-02-16;90;597;11650;912580.6062728533
2021-02-17;0;22442;343051;67114995.0
2021-02-17;9;928;16571;7763205.686272893
2021-02-17;19;3002;45262;8336486.160537239
2021-02-17;29;3616;52138;7476787.1878041085
2021-02-17;39;3587;54230;8295371.931939545
2021-02-17;49;3496;50728;8592886.15993014
2021-02-17;59;3034;44575;8792674.76801071
2021-02-17;69;2115;32675;8004082.760304243
2021-02-17;79;1246;21352;5695639.130797295
2021-02-17;89;941;15911;3245280.6081309738
2021-02-17;90;472;9537;912580.6062728533
2021-02-18;0;23352;367806;67114995.0
2021-02-18;9;938;16242;7763205.686272893
2021-02-18;19;3137;52412;8336486.160537239
2021-02-18;29;3735;58690;7476787.1878041085
2021-02-18;39;3706;59893;8295371.931939545
2021-02-18;49;3809;55288;8592886.15993014
2021-02-18;59;3115;47228;8792674.76801071
2021-02-18;69;2113;32812;8004082.760304243
2021-02-18;79;1316;20105;5695639.130797295
2021-02-18;89;986;15712;3245280.6081309738
2021-02-18;90;488;9334;912580.6062728533
2021-02-19;0;25367;410515;67114995.0
2021-02-19;9;1127;20138;7763205.686272893
2021-02-19;19;3511;58128;8336486.160537239
2021-02-19;29;4049;63389;7476787.1878041085
2021-02-19;39;4065;65491;8295371.931939545
2021-02-19;49;3871;61242;8592886.15993014
2021-02-19;59;3489;53486;8792674.76801071
2021-02-19;69;2443;39711;8004082.760304243
2021-02-19;79;1441;26049;5695639.130797295
2021-02-19;89;931;15563;3245280.6081309738
2021-02-19;90;433;7213;912580.6062728533
2021-02-20;0;14291;218116;67114995.0
2021-02-20;9;655;11348;7763205.686272893
2021-02-20;19;2022;30451;8336486.160537239
2021-02-20;29;2232;33398;7476787.1878041085
