jour;cl_age90;P;T;pop
;;sum;sum;sum
2020-09-05;9;187;6503;7763205.686272893
2020-09-05;19;545;10466;8336486.160537239
2020-09-05;29;1099;16927;7476787.1878041085
2020-09-05;39;583;13935;8295371.931939545
2020-09-05;49;533;12285;8592886.15993014
2020-09-05;59;440;11140;8792674.76801071
2020-09-05;69;253;8298;8004082.760304243
2020-09-05;79;146;6112;5695639.130797295
2020-09-05;89;114;4028;3245280.6081309738
2020-09-05;90;55;1625;912580.6062728533
2020-09-06;0;1398;27420;67114995.0
2020-09-06;9;49;2084;7763205.686272893
2020-09-06;19;189;2729;8336486.160537239
2020-09-06;29;382;5303;7476787.1878041085
2020-09-06;39;221;4134;8295371.931939545
2020-09-06;49;176;3376;8592886.15993014
2020-09-06;59;138;2956;8792674.76801071
2020-09-06;69;93;2294;8004082.760304243
2020-09-06;79;63;1838;5695639.130797295
2020-09-06;89;61;1743;3245280.6081309738
2020-09-06;90;26;954;912580.6062728533
2020-09-07;0;12107;240682;67114995.0
2020-09-07;9;550;18921;7763205.686272893
2020-09-07;19;1618;23123;8336486.160537239
2020-09-07;29;3299;43867;7476787.1878041085
2020-09-07;39;1970;39854;8295371.931939545
2020-09-07;49;1587;32713;8592886.15993014
2020-09-07;59;1411;30127;8792674.76801071
2020-09-07;69;813;22057;8004082.760304243
2020-09-07;79;448;15370;5695639.130797295
2020-09-07;89;255;9805;3245280.6081309738
2020-09-07;90;150;4760;912580.6062728533
2020-09-08;0;11522;238126;67114995.0
2020-09-08;9;567;23499;7763205.686272893
2020-09-08;19;1548;26134;8336486.160537239
2020-09-08;29;3288;43859;7476787.1878041085
2020-09-08;39;1840;40874;8295371.931939545
2020-09-08;49;1502;31591;8592886.15993014
2020-09-08;59;1358;27073;8792674.76801071
2020-09-08;69;741;19089;8004082.760304243
2020-09-08;79;340;12678;5695639.130797295
2020-09-08;89;225;8793;3245280.6081309738
2020-09-08;90;110;4441;912580.6062728533
2020-09-09;0;11177;233891;67114995.0
2020-09-09;9;502;21223;7763205.686272893
2020-09-09;19;1615;30035;8336486.160537239
2020-09-09;29;3136;43583;7476787.1878041085
2020-09-09;39;1704;40311;8295371.931939545
2020-09-09;49;1488;31083;8592886.15993014
2020-09-09;59;1267;26127;8792674.76801071
2020-09-09;69;696;17711;8004082.760304243
2020-09-09;79;394;11422;5695639.130797295
2020-09-09;89;228;8020;3245280.6081309738
2020-09-09;90;138;4284;912580.6062728533
2020-09-10;0;11890;247435;67114995.0
2020-09-10;9;550;23261;7763205.686272893
2020-09-10;19;1705;31571;8336486.160537239
2020-09-10;29;3187;45252;7476787.1878041085
2020-09-10;39;1907;42818;8295371.931939545
2020-09-10;49;1560;33465;8592886.15993014
2020-09-10;59;1356;27436;8792674.76801071
2020-09-10;69;787;18703;8004082.760304243
2020-09-10;79;401;11915;5695639.130797295
2020-09-10;89;268;8507;3245280.6081309738
2020-09-10;90;167;4430;912580.6062728533
2020-09-11;0;11108;256908;67114995.0
2020-09-11;9;560;25769;7763205.686272893
2020-09-11;19;1660;35224;8336486.160537239
2020-09-11;29;2728;42692;7476787.1878041085
2020-09-11;39;1739;41790;8295371.931939545
2020-09-11;49;1531;34644;8592886.15993014
2020-09-11;59;1338;28614;8792674.76801071
2020-09-11;69;749;20548;8004082.760304243
2020-09-11;79;425;14218;5695639.130797295
2020-09-11;89;250;9281;3245280.6081309738
2020-09-11;90;120;4026;912580.6062728533
2020-09-12;0;4399;100035;67114995.0
2020-09-12;9;174;9243;7763205.686272893
2020-09-12;19;640;14271;8336486.160537239
2020-09-12;29;1158;16431;7476787.1878041085
2020-09-12;39;623;15337;8295371.931939545
2020-09-12;49;594;13163;8592886.15993014
2020-09-12;59;502;11142;8792674.76801071
2020-09-12;69;291;8345;8004082.760304243
2020-09-12;79;208;6316;5695639.130797295
2020-09-12;89;136;4086;3245280.6081309738
2020-09-12;90;71;1672;912580.6062728533
2020-09-13;0;1531;28284;67114995.0
2020-09-13;9;72;2489;7763205.686272893
2020-09-13;19;178;3051;8336486.160537239
2020-09-13;29;389;4852;7476787.1878041085
2020-09-13;39;245;4366;8295371.931939545
2020-09-13;49;175;3341;8592886.15993014
2020-09-13;59;170;2877;8792674.76801071
2020-09-13;69;110;2312;8004082.760304243
2020-09-13;79;91;2005;5695639.130797295
2020-09-13;89;71;1985;3245280.6081309738
2020-09-13;90;29;999;912580.6062728533
2020-09-14;0;14539;271212;67114995.0
2020-09-14;9;560;22118;7763205.686272893
2020-09-14;19;2203;37545;8336486.160537239
2020-09-14;29;3655;45661;7476787.1878041085
2020-09-14;39;2251;43952;8295371.931939545
2020-09-14;49;1879;37028;8592886.15993014
2020-09-14;59;1798;30686;8792674.76801071
2020-09-14;69;990;22529;8004082.760304243
2020-09-14;79;567;15677;5695639.130797295
2020-09-14;89;382;10586;3245280.6081309738
2020-09-14;90;243;5310;912580.6062728533
2020-09-15;0;13374;261731;67114995.0
2020-09-15;9;557;21212;7763205.686272893
2020-09-15;19;1985;42338;8336486.160537239
2020-09-15;29;3506;45205;7476787.1878041085
2020-09-15;39;2053;43203;8295371.931939545
2020-09-15;49;1874;34682;8592886.15993014
2020-09-15;59;1560;28219;8792674.76801071
2020-09-15;69;891;19395;8004082.760304243
2020-09-15;79;476;12815;5695639.130797295
2020-09-15;89;319;9327;3245280.6081309738
2020-09-15;90;144;5241;912580.6062728533
2020-09-16;0;13275;243290;67114995.0
2020-09-16;9;488;18218;7763205.686272893
2020-09-16;19;2129;42699;8336486.160537239
2020-09-16;29;3503;43955;7476787.1878041085
2020-09-16;39;2057;39140;8295371.931939545
2020-09-16;49;1747;31992;8592886.15993014
2020-09-16;59;1452;25989;8792674.76801071
2020-09-16;69;967;18061;8004082.760304243
2020-09-16;79;494;11569;5695639.130797295
2020-09-16;89;293;7773;3245280.6081309738
2020-09-16;90;133;3810;912580.6062728533
2020-09-17;0;13498;239625;67114995.0
2020-09-17;9;481;15661;7763205.686272893
2020-09-17;19;2073;39365;8336486.160537239
2020-09-17;29;3619;43961;7476787.1878041085
2020-09-17;39;2098;38823;8295371.931939545
2020-09-17;49;1824;32607;8592886.15993014
2020-09-17;59;1490;26381;8792674.76801071
2020-09-17;69;893;17882;8004082.760304243
2020-09-17;79;512;11844;5695639.130797295
2020-09-17;89;320;8466;3245280.6081309738
2020-09-17;90;174;4540;912580.6062728533
2020-09-18;0;13068;239784;67114995.0
2020-09-18;9;485;15432;7763205.686272893
2020-09-18;19;2033;39847;8336486.160537239
2020-09-18;29;3445;41763;7476787.1878041085
2020-09-18;39;2103;36479;8295371.931939545
2020-09-18;49;1670;31570;8592886.15993014
2020-09-18;59;1475;26739;8792674.76801071
2020-09-18;69;893;19586;8004082.760304243
2020-09-18;79;491;13904;5695639.130797295
2020-09-18;89;314;9587;3245280.6081309738
2020-09-18;90;149;4782;912580.6062728533
2020-09-19;0;5099;92263;67114995.0
2020-09-19;9;129;4771;7763205.686272893
2020-09-19;19;829;14865;8336486.160537239
2020-09-19;29;1290;16325;7476787.1878041085
2020-09-19;39;749;13332;8295371.931939545
2020-09-19;49;711;11835;8592886.15993014
2020-09-19;59;614;10719;8792674.76801071
2020-09-19;69;369;8057;8004082.760304243
2020-09-19;79;207;6023;5695639.130797295
2020-09-19;89;144;4316;3245280.6081309738
2020-09-19;90;56;1990;912580.6062728533
2020-09-20;0;1751;28613;67114995.0
2020-09-20;9;47;1471;7763205.686272893
2020-09-20;19;218;3789;8336486.160537239
2020-09-20;29;518;5700;7476787.1878041085
2020-09-20;39;263;4045;8295371.931939545
2020-09-20;49;210;3297;8592886.15993014
2020-09-20;59;193;2927;8792674.76801071
2020-09-20;69;121;2457;8004082.760304243
2020-09-20;79;82;2048;5695639.130797295
2020-09-20;89;68;1971;3245280.6081309738
2020-09-20;90;30;899;912580.6062728533
2020-09-21;0;15459;239178;67114995.0
2020-09-21;9;454;10642;7763205.686272893
2020-09-21;19;2185;35355;8336486.160537239
2020-09-21;29;4037;43440;7476787.1878041085
2020-09-21;39;2428;36167;8295371.931939545
2020-09-21;49;2080;32093;8592886.15993014
2020-09-21;59;1854;29208;8792674.76801071
2020-09-21;69;1150;21605;8004082.760304243
2020-09-21;79;645;15243;5695639.130797295
2020-09-21;89;420;10172;3245280.6081309738
2020-09-21;90;193;5114;912580.6062728533
2020-09-22;0;14064;215917;67114995.0
2020-09-22;9;334;8119;7763205.686272893
2020-09-22;19;2057;35915;8336486.160537239
2020-09-22;29;3662;40670;7476787.1878041085
2020-09-22;39;2269;33142;8295371.931939545
2020-09-22;49;1860;28690;8592886.15993014
2020-09-22;59;1707;25481;8792674.76801071
2020-09-22;69;1061;18007;8004082.760304243
2020-09-22;79;555;12196;5695639.130797295
2020-09-22;89;348;8884;3245280.6081309738
2020-09-22;90;188;4688;912580.6062728533
2020-09-23;0;12861;198908;67114995.0
2020-09-23;9;267;7119;7763205.686272893
2020-09-23;19;1895;33229;8336486.160537239
2020-09-23;29;3539;39536;7476787.1878041085
2020-09-23;39;2038;29909;8295371.931939545
2020-09-23;49;1689;25945;8592886.15993014
2020-09-23;59;1565;23319;8792674.76801071
2020-09-23;69;895;16077;8004082.760304243
2020-09-23;79;518;11034;5695639.130797295
2020-09-23;89;301;8193;3245280.6081309738
2020-09-23;90;140;4425;912580.6062728533
2020-09-24;0;12586;200007;67114995.0
2020-09-24;9;291;5867;7763205.686272893
2020-09-24;19;1806;30556;8336486.160537239
2020-09-24;29;3331;40298;7476787.1878041085
2020-09-24;39;2010;30606;8295371.931939545
2020-09-24;49;1686;26653;8592886.15993014
2020-09-24;59;1565;24060;8792674.76801071
2020-09-24;69;940;17143;8004082.760304243
2020-09-24;79;507;11571;5695639.130797295
2020-09-24;89;315;8520;3245280.6081309738
2020-09-24;90;132;4663;912580.6062728533
2020-09-25;0;12140;206310;67114995.0
2020-09-25;9;281;5892;7763205.686272893
2020-09-25;19;1879;31599;8336486.160537239
2020-09-25;29;3203;38711;7476787.1878041085
2020-09-25;39;1826;30473;8295371.931939545
2020-09-25;49;1665;27550;8592886.15993014
2020-09-25;59;1423;25323;8792674.76801071
2020-09-25;69;897;18845;8004082.760304243
2020-09-25;79;541;13837;5695639.130797295
2020-09-25;89;288;9427;3245280.6081309738
2020-09-25;90;127;4575;912580.6062728533
2020-09-26;0;4703;82722;67114995.0
2020-09-26;9;131;2898;7763205.686272893
2020-09-26;19;734;11906;8336486.160537239
2020-09-26;29;1171;15454;7476787.1878041085
2020-09-26;39;713;11805;8295371.931939545
2020-09-26;49;598;10647;8592886.15993014
2020-09-26;59;610;10200;8792674.76801071
2020-09-26;69;350;7950;8004082.760304243
2020-09-26;79;209;6027;5695639.130797295
2020-09-26;89;136;4089;3245280.6081309738
2020-09-26;90;49;1708;912580.6062728533
2020-09-27;0;1348;22367;67114995.0
2020-09-27;9;40;882;7763205.686272893
2020-09-27;19;173;2189;8336486.160537239
2020-09-27;29;320;4051;7476787.1878041085
2020-09-27;39;187;3145;8295371.931939545
2020-09-27;49;175;2565;8592886.15993014
2020-09-27;59;150;2598;8792674.76801071
2020-09-27;69;103;2158;8004082.760304243
2020-09-27;79;95;1984;5695639.130797295
2020-09-27;89;79;1896;3245280.6081309738
2020-09-27;90;25;896;912580.6062728533
2020-09-28;0;13613;215601;67114995.0
2020-09-28;9;308;6022;7763205.686272893
2020-09-28;19;1901;28434;8336486.160537239
2020-09-28;29;3336;40067;7476787.1878041085
2020-09-28;39;2133;32144;8295371.931939545
2020-09-28;49;2006;28535;8592886.15993014
2020-09-28;59;1727;28016;8792674.76801071
2020-09-28;69;1039;21207;8004082.760304243
2020-09-28;79;658;15112;5695639.130797295
2020-09-28;89;335;10451;3245280.6081309738
2020-09-28;90;157;5468;912580.6062728533
2020-09-29;0;12661;193389;67114995.0
2020-09-29;9;229;4886;7763205.686272893
2020-09-29;19;1681;29049;8336486.160537239
2020-09-29;29;3287;37626;7476787.1878041085
2020-09-29;39;2037;29152;8295371.931939545
2020-09-29;49;1789;25454;8592886.15993014
2020-09-29;59;1625;23877;8792674.76801071
2020-09-29;69;951;17109;8004082.760304243
2020-09-29;79;572;11903;5695639.130797295
2020-09-29;89;317;9019;3245280.6081309738
2020-09-29;90;169;5246;912580.6062728533
2020-09-30;0;13168;184889;67114995.0
2020-09-30;9;271;4912;7763205.686272893
2020-09-30;19;1855;29300;8336486.160537239
2020-09-30;29;3419;36762;7476787.1878041085
2020-09-30;39;2045;27829;8295371.931939545
2020-09-30;49;1814;24070;8592886.15993014
2020-09-30;59;1630;22338;8792674.76801071
2020-09-30;69;974;15788;8004082.760304243
2020-09-30;79;563;10569;5695639.130797295
2020-09-30;89;375;8194;3245280.6081309738
2020-09-30;90;214;4975;912580.6062728533
2020-10-01;0;14457;188019;67114995.0
2020-10-01;9;318;4524;7763205.686272893
2020-10-01;19;2007;27367;8336486.160537239
2020-10-01;29;3571;38045;7476787.1878041085
2020-10-01;39;2391;29526;8295371.931939545
2020-10-01;49;2141;25232;8592886.15993014
2020-10-01;59;1840;22980;8792674.76801071
2020-10-01;69;1088;16597;8004082.760304243
2020-10-01;79;602;11066;5695639.130797295
2020-10-01;89;319;8102;3245280.6081309738
2020-10-01;90;168;4455;912580.6062728533
2020-10-02;0;16022;203115;67114995.0
2020-10-02;9;367;5190;7763205.686272893
2020-10-02;19;2213;28443;8336486.160537239
2020-10-02;29;3778;38394;7476787.1878041085
2020-10-02;39;2566;30201;8295371.931939545
2020-10-02;49;2337;27249;8592886.15993014
2020-10-02;59;2058;25431;8792674.76801071
2020-10-02;69;1287;19677;8004082.760304243
2020-10-02;79;726;14048;5695639.130797295
2020-10-02;89;442;9601;3245280.6081309738
2020-10-02;90;241;4773;912580.6062728533
2020-10-03;0;7120;87472;67114995.0
2020-10-03;9;172;2685;7763205.686272893
2020-10-03;19;981;12397;8336486.160537239
2020-10-03;29;1600;16076;7476787.1878041085
2020-10-03;39;1161;12424;8295371.931939545
2020-10-03;49;1008;11058;8592886.15993014
2020-10-03;59;945;10708;8792674.76801071
2020-10-03;69;583;9049;8004082.760304243
2020-10-03;79;343;6556;5695639.130797295
2020-10-03;89;215;4502;3245280.6081309738
2020-10-03;90;106;1974;912580.6062728533
2020-10-04;0;1938;24080;67114995.0
2020-10-04;9;54;984;7763205.686272893
2020-10-04;19;201;2241;8336486.160537239
2020-10-04;29;457;4224;7476787.1878041085
2020-10-04;39;289;3364;8295371.931939545
2020-10-04;49;267;2762;8592886.15993014
2020-10-04;59;245;2738;8792674.76801071
2020-10-04;69;171;2503;8004082.760304243
2020-10-04;79;116;2142;5695639.130797295
2020-10-04;89;92;2051;3245280.6081309738
2020-10-04;90;45;1060;912580.6062728533
2020-10-05;0;21212;232106;67114995.0
2020-10-05;9;502;6115;7763205.686272893
2020-10-05;19;2597;30365;8336486.160537239
2020-10-05;29;4726;42297;7476787.1878041085
2020-10-05;39;3519;34999;8295371.931939545
2020-10-05;49;3255;31780;8592886.15993014
2020-10-05;59;2926;30245;8792674.76801071
2020-10-05;69;1810;23759;8004082.760304243
2020-10-05;79;991;16329;5695639.130797295
2020-10-05;89;560;10698;3245280.6081309738
2020-10-05;90;313;5414;912580.6062728533
2020-10-06;0;19483;210430;67114995.0
2020-10-06;9;339;5305;7763205.686272893
2020-10-06;19;2529;31878;8336486.160537239
2020-10-06;29;4351;39311;7476787.1878041085
2020-10-06;39;3267;32410;8295371.931939545
2020-10-06;49;2857;28223;8592886.15993014
2020-10-06;59;2677;26002;8792674.76801071
2020-10-06;69;1659;19295;8004082.760304243
2020-10-06;79;888;12834;5695639.130797295
2020-10-06;89;611;9736;3245280.6081309738
2020-10-06;90;293;5345;912580.6062728533
2020-10-07;0;20472;206918;67114995.0
2020-10-07;9;474;5861;7763205.686272893
2020-10-07;19;2699;32687;8336486.160537239
2020-10-07;29;4667;40166;7476787.1878041085
2020-10-07;39;3344;32126;8295371.931939545
2020-10-07;49;3135;28043;8592886.15993014
2020-10-07;59;2748;25608;8792674.76801071
2020-10-07;69;1688;17951;8004082.760304243
2020-10-07;79;903;11205;5695639.130797295
2020-10-07;89;564;8607;3245280.6081309738
2020-10-07;90;239;4557;912580.6062728533
2020-10-08;0;22287;223143;67114995.0
2020-10-08;9;501;5542;7763205.686272893
2020-10-08;19;2869;32180;8336486.160537239
2020-10-08;29;4961;43539;7476787.1878041085
2020-10-08;39;3714;35774;8295371.931939545
2020-10-08;49;3446;31529;8592886.15993014
2020-10-08;59;3046;28141;8792674.76801071
2020-10-08;69;1866;19117;8004082.760304243
2020-10-08;79;1018;12505;5695639.130797295
2020-10-08;89;590;9331;3245280.6081309738
2020-10-08;90;260;5356;912580.6062728533
2020-10-09;0;23810;250478;67114995.0
2020-10-09;9;560;6769;7763205.686272893
2020-10-09;19;3203;36257;8336486.160537239
2020-10-09;29;4921;45869;7476787.1878041085
2020-10-09;39;3950;39003;8295371.931939545
2020-10-09;49;3675;35160;8592886.15993014
2020-10-09;59;3240;31609;8792674.76801071
2020-10-09;69;2030;22813;8004082.760304243
2020-10-09;79;1146;15977;5695639.130797295
2020-10-09;89;710;11192;3245280.6081309738
2020-10-09;90;371;5742;912580.6062728533
2020-10-10;0;11117;110172;67114995.0
2020-10-10;9;292;3781;7763205.686272893
2020-10-10;19;1495;16152;8336486.160537239
2020-10-10;29;2223;19242;7476787.1878041085
2020-10-10;39;1786;16546;8295371.931939545
2020-10-10;49;1745;14961;8592886.15993014
2020-10-10;59;1524;13871;8792674.76801071
2020-10-10;69;943;10790;8004082.760304243
2020-10-10;79;572;7596;5695639.130797295
2020-10-10;89;402;5030;3245280.6081309738
2020-10-10;90;132;2158;912580.6062728533
2020-10-11;0;3143;30461;67114995.0
2020-10-11;9;100;1273;7763205.686272893
2020-10-11;19;335;3137;8336486.160537239
2020-10-11;29;612;5277;7476787.1878041085
2020-10-11;39;543;4546;8295371.931939545
2020-10-11;49;433;3749;8592886.15993014
2020-10-11;59;366;3428;8792674.76801071
2020-10-11;69;276;3088;8004082.760304243
2020-10-11;79;181;2270;5695639.130797295
2020-10-11;89;169;2366;3245280.6081309738
2020-10-11;90;126;1305;912580.6062728533
2020-10-12;0;31406;288175;67114995.0
2020-10-12;9;753;7850;7763205.686272893
2020-10-12;19;3955;39268;8336486.160537239
2020-10-12;29;6006;49756;7476787.1878041085
2020-10-12;39;5101;44906;8295371.931939545
2020-10-12;49;4887;40614;8592886.15993014
2020-10-12;59;4485;37885;8792674.76801071
2020-10-12;69;2935;28226;8004082.760304243
2020-10-12;79;1649;19083;5695639.130797295
2020-10-12;89;1030;13082;3245280.6081309738
2020-10-12;90;595;7396;912580.6062728533
2020-10-13;0;28348;266324;67114995.0
2020-10-13;9;578;7077;7763205.686272893
2020-10-13;19;3545;41198;8336486.160537239
2020-10-13;29;5428;47675;7476787.1878041085
2020-10-13;39;4650;41947;8295371.931939545
2020-10-13;49;4444;37936;8592886.15993014
2020-10-13;59;4054;32645;8792674.76801071
2020-10-13;69;2683;23970;8004082.760304243
2020-10-13;79;1490;15306;5695639.130797295
2020-10-13;89;949;11536;3245280.6081309738
2020-10-13;90;514;6929;912580.6062728533
2020-10-14;0;28549;270047;67114995.0
2020-10-14;9;642;8641;7763205.686272893
2020-10-14;19;3864;45883;8336486.160537239
2020-10-14;29;5594;47965;7476787.1878041085
2020-10-14;39;4602;41950;8295371.931939545
2020-10-14;49;4549;39568;8592886.15993014
2020-10-14;59;3927;33202;8792674.76801071
2020-10-14;69;2576;21958;8004082.760304243
2020-10-14;79;1415;13594;5695639.130797295
2020-10-14;89;898;10649;3245280.6081309738
2020-10-14;90;470;6524;912580.6062728533
2020-10-15;0;31766;290655;67114995.0
2020-10-15;9;682;7927;7763205.686272893
2020-10-15;19;3898;44000;8336486.160537239
2020-10-15;29;6245;53170;7476787.1878041085
2020-10-15;39;5309;47417;8295371.931939545
2020-10-15;49;4966;43826;8592886.15993014
2020-10-15;59;4391;36751;8792674.76801071
2020-10-15;69;2887;23962;8004082.760304243
2020-10-15;79;1635;14688;5695639.130797295
2020-10-15;89;1102;11567;3245280.6081309738
2020-10-15;90;639;7236;912580.6062728533
2020-10-16;0;33249;311320;67114995.0
2020-10-16;9;686;9101;7763205.686272893
2020-10-16;19;4046;45154;8336486.160537239
2020-10-16;29;6399;55276;7476787.1878041085
2020-10-16;39;5503;50069;8295371.931939545
2020-10-16;49;5206;46501;8592886.15993014
2020-10-16;59;4714;39841;8792674.76801071
2020-10-16;69;3139;27295;8004082.760304243
2020-10-16;79;1815;17650;5695639.130797295
2020-10-16;89;1163;13075;3245280.6081309738
2020-10-16;90;562;7240;912580.6062728533
2020-10-17;0;15113;135430;67114995.0
2020-10-17;9;367;4962;7763205.686272893
2020-10-17;19;1779;20294;8336486.160537239
2020-10-17;29;2759;22860;7476787.1878041085
2020-10-17;39;2471;20847;8295371.931939545
2020-10-17;49;2349;19941;8592886.15993014
2020-10-17;59;2165;17409;8792674.76801071
2020-10-17;69;1505;12760;8004082.760304243
2020-10-17;79;852;8131;5695639.130797295
2020-10-17;89;603;5625;3245280.6081309738
2020-10-17;90;253;2542;912580.6062728533
2020-10-18;0;4602;37949;67114995.0
2020-10-18;9;133;1573;7763205.686272893
2020-10-18;19;445;4228;8336486.160537239
2020-10-18;29;839;6625;7476787.1878041085
2020-10-18;39;761;5889;8295371.931939545
2020-10-18;49;667;5101;8592886.15993014
2020-10-18;59;562;4415;8792674.76801071
2020-10-18;69;397;3451;8004082.760304243
2020-10-18;79;285;2618;5695639.130797295
2020-10-18;89;340;2564;3245280.6081309738
2020-10-18;90;172;1468;912580.6062728533
2020-10-19;0;44803;342100;67114995.0
2020-10-19;9;951;10097;7763205.686272893
2020-10-19;19;4788;42980;8336486.160537239
2020-10-19;29;8116;59003;7476787.1878041085
2020-10-19;39;7432;54348;8295371.931939545
2020-10-19;49;7046;50414;8592886.15993014
2020-10-19;59;6523;45559;8792674.76801071
2020-10-19;69;4400;32578;8004082.760304243
2020-10-19;79;2626;21541;5695639.130797295
2020-10-19;89;1821;15978;3245280.6081309738
2020-10-19;90;1089;9492;912580.6062728533
2020-10-20;0;43982;309965;67114995.0
2020-10-20;9;754;8180;7763205.686272893
2020-10-20;19;4275;35998;8336486.160537239
2020-10-20;29;8177;58099;7476787.1878041085
2020-10-20;39;7393;50688;8295371.931939545
2020-10-20;49;7042;46321;8592886.15993014
2020-10-20;59;6534;41586;8792674.76801071
2020-10-20;69;4287;28070;8004082.760304243
2020-10-20;79;2629;17564;5695639.130797295
2020-10-20;89;1836;14316;3245280.6081309738
2020-10-20;90;1029;9010;912580.6062728533
2020-10-21;0;46367;318311;67114995.0
2020-10-21;9;829;8436;7763205.686272893
2020-10-21;19;4320;37507;8336486.160537239
2020-10-21;29;8739;61533;7476787.1878041085
2020-10-21;39;7779;52323;8295371.931939545
2020-10-21;49;7472;48046;8592886.15993014
2020-10-21;59;6989;42806;8792674.76801071
2020-10-21;69;4490;27482;8004082.760304243
2020-10-21;79;2660;16902;5695639.130797295
2020-10-21;89;1958;14002;3245280.6081309738
2020-10-21;90;1114;9160;912580.6062728533
2020-10-22;0;50771;344100;67114995.0
2020-10-22;9;908;8689;7763205.686272893
2020-10-22;19;5029;38191;8336486.160537239
2020-10-22;29;9380;65814;7476787.1878041085
2020-10-22;39;8382;57387;8295371.931939545
2020-10-22;49;8228;52702;8592886.15993014
2020-10-22;59;7426;46656;8792674.76801071
2020-10-22;69;4984;30119;8004082.760304243
2020-10-22;79;2973;18384;5695639.130797295
2020-10-22;89;2114;15620;3245280.6081309738
2020-10-22;90;1326;10393;912580.6062728533
2020-10-23;0;54859;375006;67114995.0
2020-10-23;9;1076;9899;7763205.686272893
2020-10-23;19;5660;40483;8336486.160537239
2020-10-23;29;9763;69297;7476787.1878041085
2020-10-23;39;8977;62601;8295371.931939545
2020-10-23;49;8681;57258;8592886.15993014
2020-10-23;59;8140;51735;8792674.76801071
2020-10-23;69;5510;34512;8004082.760304243
2020-10-23;79;3358;22013;5695639.130797295
2020-10-23;89;2397;16713;3245280.6081309738
2020-10-23;90;1274;10372;912580.6062728533
2020-10-24;0;24990;160473;67114995.0
2020-10-24;9;522;4966;7763205.686272893
2020-10-24;19;2585;17838;8336486.160537239
2020-10-24;29;4518;29721;7476787.1878041085
2020-10-24;39;4154;26294;8295371.931939545
2020-10-24;49;3922;23718;8592886.15993014
2020-10-24;59;3773;21669;8792674.76801071
2020-10-24;69;2542;15466;8004082.760304243
2020-10-24;79;1431;9825;5695639.130797295
2020-10-24;89;1072;7204;3245280.6081309738
2020-10-24;90;458;3711;912580.6062728533
2020-10-25;0;7171;44221;67114995.0
2020-10-25;9;168;1554;7763205.686272893
2020-10-25;19;637;4048;8336486.160537239
2020-10-25;29;1280;7778;7476787.1878041085
2020-10-25;39;1163;7192;8295371.931939545
2020-10-25;49;1056;5960;8592886.15993014
2020-10-25;59;962;5357;8792674.76801071
2020-10-25;69;633;4175;8004082.760304243
2020-10-25;79;495;3010;5695639.130797295
2020-10-25;89;517;3259;3245280.6081309738
2020-10-25;90;258;1876;912580.6062728533
2020-10-26;0;68329;414384;67114995.0
2020-10-26;9;1289;10708;7763205.686272893
2020-10-26;19;6836;41882;8336486.160537239
2020-10-26;29;11623;73113;7476787.1878041085
2020-10-26;39;11156;67043;8295371.931939545
2020-10-26;49;11010;61457;8592886.15993014
2020-10-26;59;10252;58867;8792674.76801071
2020-10-26;69;7092;41956;8004082.760304243
2020-10-26;79;4316;26759;5695639.130797295
2020-10-26;89;3041;20004;3245280.6081309738
2020-10-26;90;1679;12442;912580.6062728533
2020-10-27;0;61074;372967;67114995.0
2020-10-27;9;1014;8634;7763205.686272893
2020-10-27;19;5862;35258;8336486.160537239
2020-10-27;29;10412;67949;7476787.1878041085
2020-10-27;39;10019;62223;8295371.931939545
2020-10-27;49;9872;55694;8592886.15993014
2020-10-27;59;9495;53016;8792674.76801071
2020-10-27;69;6485;37113;8004082.760304243
2020-10-27;79;4043;23450;5695639.130797295
2020-10-27;89;2548;17965;3245280.6081309738
2020-10-27;90;1264;11501;912580.6062728533
2020-10-28;0;56529;364703;67114995.0
2020-10-28;9;1101;8635;7763205.686272893
2020-10-28;19;5598;35124;8336486.160537239
2020-10-28;29;9411;66631;7476787.1878041085
2020-10-28;39;9268;60108;8295371.931939545
2020-10-28;49;8842;54276;8592886.15993014
2020-10-28;59;8627;51956;8792674.76801071
2020-10-28;69;5857;35597;8004082.760304243
2020-10-28;79;3695;21977;5695639.130797295
2020-10-28;89;2639;18191;3245280.6081309738
2020-10-28;90;1471;12079;912580.6062728533
2020-10-29;0;55818;373698;67114995.0
2020-10-29;9;1302;9608;7763205.686272893
2020-10-29;19;6061;36574;8336486.160537239
2020-10-29;29;9008;65902;7476787.1878041085
2020-10-29;39;8767;60810;8295371.931939545
2020-10-29;49;8725;55645;8592886.15993014
2020-10-29;59;8449;53700;8792674.76801071
2020-10-29;69;6031;36735;8004082.760304243
2020-10-29;79;3542;22598;5695639.130797295
2020-10-29;89;2506;18893;3245280.6081309738
2020-10-29;90;1403;13070;912580.6062728533
2020-10-30;0;58192;398168;67114995.0
2020-10-30;9;1696;11959;7763205.686272893
2020-10-30;19;7045;41361;8336486.160537239
2020-10-30;29;9000;66237;7476787.1878041085
2020-10-30;39;8811;63620;8295371.931939545
2020-10-30;49;9175;59609;8592886.15993014
2020-10-30;59;8639;56809;8792674.76801071
2020-10-30;69;6023;39820;8004082.760304243
2020-10-30;79;3853;25905;5695639.130797295
2020-10-30;89;2618;20176;3245280.6081309738
2020-10-30;90;1302;12502;912580.6062728533
2020-10-31;0;26118;170465;67114995.0
2020-10-31;9;702;5979;7763205.686272893
2020-10-31;19;3172;19066;8336486.160537239
2020-10-31;29;4173;28950;7476787.1878041085
