reg;jour;three_class;P;T;pop
;;;sum;sum;sum
Corse;2020-11-19;0-19;2;152;68555.0
Corse;2020-11-19;20-59;19;689;170160.0
Corse;2020-11-19;60+;3;299;105964.0
Corse;2020-11-19;whole;24;1141;344679.0
Corse;2020-11-20;0-19;4;103;68555.0
Corse;2020-11-20;20-59;17;660;170160.0
Corse;2020-11-20;60+;6;414;105964.0
Corse;2020-11-20;whole;27;1177;344679.0
Corse;2020-11-21;0-19;2;54;68555.0
Corse;2020-11-21;20-59;5;318;170160.0
Corse;2020-11-21;60+;4;243;105964.0
Corse;2020-11-21;whole;11;615;344679.0
Corse;2020-11-22;0-19;0;5;68555.0
Corse;2020-11-22;20-59;1;36;170160.0
Corse;2020-11-22;60+;0;68;105964.0
Corse;2020-11-22;whole;1;109;344679.0
Corse;2020-11-23;0-19;9;135;68555.0
Corse;2020-11-23;20-59;24;780;170160.0
Corse;2020-11-23;60+;11;478;105964.0
Corse;2020-11-23;whole;44;1393;344679.0
Corse;2020-11-24;0-19;1;138;68555.0
Corse;2020-11-24;20-59;5;639;170160.0
Corse;2020-11-24;60+;2;363;105964.0
Corse;2020-11-24;whole;8;1141;344679.0
Corse;2020-11-25;0-19;2;122;68555.0
Corse;2020-11-25;20-59;8;493;170160.0
Corse;2020-11-25;60+;4;272;105964.0
Corse;2020-11-25;whole;14;889;344679.0
Corse;2020-11-26;0-19;3;101;68555.0
Corse;2020-11-26;20-59;8;500;170160.0
Corse;2020-11-26;60+;5;271;105964.0
Corse;2020-11-26;whole;16;872;344679.0
Corse;2020-11-27;0-19;4;114;68555.0
Corse;2020-11-27;20-59;8;587;170160.0
Corse;2020-11-27;60+;6;386;105964.0
Corse;2020-11-27;whole;18;1089;344679.0
Corse;2020-11-28;0-19;2;58;68555.0
Corse;2020-11-28;20-59;8;320;170160.0
Corse;2020-11-28;60+;3;235;105964.0
Corse;2020-11-28;whole;14;614;344679.0
Corse;2020-11-29;0-19;0;17;68555.0
Corse;2020-11-29;20-59;1;67;170160.0
Corse;2020-11-29;60+;1;72;105964.0
Corse;2020-11-29;whole;2;156;344679.0
Corse;2020-11-30;0-19;3;121;68555.0
Corse;2020-11-30;20-59;13;775;170160.0
Corse;2020-11-30;60+;8;446;105964.0
Corse;2020-11-30;whole;24;1343;344679.0
Corse;2020-12-01;0-19;4;112;68555.0
Corse;2020-12-01;20-59;13;542;170160.0
Corse;2020-12-01;60+;1;315;105964.0
Corse;2020-12-01;whole;18;971;344679.0
Corse;2020-12-02;0-19;2;118;68555.0
Corse;2020-12-02;20-59;8;428;170160.0
Corse;2020-12-02;60+;4;263;105964.0
Corse;2020-12-02;whole;14;810;344679.0
Corse;2020-12-03;0-19;3;89;68555.0
Corse;2020-12-03;20-59;7;503;170160.0
Corse;2020-12-03;60+;7;326;105964.0
Corse;2020-12-03;whole;17;918;344679.0
Corse;2020-12-04;0-19;2;129;68555.0
Corse;2020-12-04;20-59;12;538;170160.0
Corse;2020-12-04;60+;16;397;105964.0
Corse;2020-12-04;whole;30;1064;344679.0
Corse;2020-12-05;0-19;1;40;68555.0
Corse;2020-12-05;20-59;3;330;170160.0
Corse;2020-12-05;60+;1;237;105964.0
Corse;2020-12-05;whole;5;607;344679.0
Corse;2020-12-06;0-19;0;14;68555.0
Corse;2020-12-06;20-59;1;77;170160.0
Corse;2020-12-06;60+;0;48;105964.0
Corse;2020-12-06;whole;1;139;344679.0
Corse;2020-12-07;0-19;1;121;68555.0
Corse;2020-12-07;20-59;5;647;170160.0
Corse;2020-12-07;60+;5;453;105964.0
Corse;2020-12-07;whole;11;1224;344679.0
Corse;2020-12-08;0-19;2;87;68555.0
Corse;2020-12-08;20-59;6;621;170160.0
Corse;2020-12-08;60+;7;361;105964.0
Corse;2020-12-08;whole;15;1070;344679.0
Corse;2020-12-09;0-19;1;103;68555.0
Corse;2020-12-09;20-59;12;515;170160.0
Corse;2020-12-09;60+;4;304;105964.0
Corse;2020-12-09;whole;17;922;344679.0
Corse;2020-12-10;0-19;0;100;68555.0
Corse;2020-12-10;20-59;3;519;170160.0
Corse;2020-12-10;60+;4;278;105964.0
Corse;2020-12-10;whole;7;901;344679.0
Corse;2020-12-11;0-19;3;106;68555.0
Corse;2020-12-11;20-59;8;669;170160.0
Corse;2020-12-11;60+;8;496;105964.0
Corse;2020-12-11;whole;19;1271;344679.0
Corse;2020-12-12;0-19;0;45;68555.0
Corse;2020-12-12;20-59;4;393;170160.0
Corse;2020-12-12;60+;3;207;105964.0
Corse;2020-12-12;whole;7;646;344679.0
Corse;2020-12-13;0-19;0;6;68555.0
Corse;2020-12-13;20-59;0;61;170160.0
Corse;2020-12-13;60+;0;46;105964.0
Corse;2020-12-13;whole;0;113;344679.0
Corse;2020-12-14;0-19;1;132;68555.0
Corse;2020-12-14;20-59;7;915;170160.0
Corse;2020-12-14;60+;3;628;105964.0
Corse;2020-12-14;whole;11;1676;344679.0
Corse;2020-12-15;0-19;3;131;68555.0
Corse;2020-12-15;20-59;13;942;170160.0
Corse;2020-12-15;60+;4;498;105964.0
Corse;2020-12-15;whole;20;1571;344679.0
Corse;2020-12-16;0-19;0;302;68555.0
Corse;2020-12-16;20-59;10;1433;170160.0
Corse;2020-12-16;60+;2;489;105964.0
Corse;2020-12-16;whole;12;2225;344679.0
Corse;2020-12-17;0-19;1;287;68555.0
Corse;2020-12-17;20-59;7;1749;170160.0
Corse;2020-12-17;60+;1;624;105964.0
Corse;2020-12-17;whole;9;2661;344679.0
Corse;2020-12-18;0-19;0;378;68555.0
Corse;2020-12-18;20-59;7;1955;170160.0
Corse;2020-12-18;60+;8;803;105964.0
Corse;2020-12-18;whole;15;3137;344679.0
Corse;2020-12-19;0-19;1;240;68555.0
Corse;2020-12-19;20-59;7;1298;170160.0
Corse;2020-12-19;60+;6;453;105964.0
Corse;2020-12-19;whole;14;1992;344679.0
Corse;2020-12-20;0-19;0;43;68555.0
Corse;2020-12-20;20-59;4;314;170160.0
Corse;2020-12-20;60+;2;140;105964.0
Corse;2020-12-20;whole;6;497;344679.0
Corse;2020-12-21;0-19;0;442;68555.0
Corse;2020-12-21;20-59;21;2543;170160.0
Corse;2020-12-21;60+;11;1109;105964.0
Corse;2020-12-21;whole;32;4094;344679.0
Corse;2020-12-22;0-19;1;407;68555.0
Corse;2020-12-22;20-59;9;2500;170160.0
Corse;2020-12-22;60+;6;1001;105964.0
Corse;2020-12-22;whole;16;3909;344679.0
Corse;2020-12-23;0-19;1;476;68555.0
Corse;2020-12-23;20-59;19;2629;170160.0
Corse;2020-12-23;60+;4;863;105964.0
Corse;2020-12-23;whole;24;3968;344679.0
Corse;2020-12-24;0-19;1;426;68555.0
Corse;2020-12-24;20-59;16;2610;170160.0
Corse;2020-12-24;60+;11;759;105964.0
Corse;2020-12-24;whole;28;3796;344679.0
Corse;2020-12-25;0-19;1;30;68555.0
Corse;2020-12-25;20-59;2;173;170160.0
Corse;2020-12-25;60+;0;85;105964.0
Corse;2020-12-25;whole;3;288;344679.0
Corse;2020-12-26;0-19;6;412;68555.0
Corse;2020-12-26;20-59;22;2489;170160.0
Corse;2020-12-26;60+;14;802;105964.0
Corse;2020-12-26;whole;42;3704;344679.0
Corse;2020-12-27;0-19;0;36;68555.0
Corse;2020-12-27;20-59;2;260;170160.0
Corse;2020-12-27;60+;2;120;105964.0
Corse;2020-12-27;whole;4;416;344679.0
Corse;2020-12-28;0-19;6;479;68555.0
Corse;2020-12-28;20-59;30;2640;170160.0
Corse;2020-12-28;60+;14;992;105964.0
Corse;2020-12-28;whole;50;4113;344679.0
Corse;2020-12-29;0-19;6;302;68555.0
Corse;2020-12-29;20-59;21;1576;170160.0
Corse;2020-12-29;60+;14;505;105964.0
Corse;2020-12-29;whole;41;2384;344679.0
Corse;2020-12-30;0-19;8;431;68555.0
Corse;2020-12-30;20-59;30;1792;170160.0
Corse;2020-12-30;60+;10;581;105964.0
Corse;2020-12-30;whole;48;2808;344679.0
Corse;2020-12-31;0-19;4;644;68555.0
Corse;2020-12-31;20-59;25;2803;170160.0
Corse;2020-12-31;60+;12;723;105964.0
Corse;2020-12-31;whole;41;4170;344679.0
Corse;2021-01-01;0-19;0;42;68555.0
Corse;2021-01-01;20-59;1;208;170160.0
Corse;2021-01-01;60+;1;85;105964.0
Corse;2021-01-01;whole;2;335;344679.0
Corse;2021-01-02;0-19;5;432;68555.0
Corse;2021-01-02;20-59;27;2614;170160.0
Corse;2021-01-02;60+;9;814;105964.0
Corse;2021-01-02;whole;41;3860;344679.0
Corse;2021-01-03;0-19;0;41;68555.0
Corse;2021-01-03;20-59;3;234;170160.0
Corse;2021-01-03;60+;3;117;105964.0
Corse;2021-01-03;whole;6;392;344679.0
Corse;2021-01-04;0-19;13;238;68555.0
Corse;2021-01-04;20-59;43;1980;170160.0
Corse;2021-01-04;60+;17;977;105964.0
Corse;2021-01-04;whole;73;3195;344679.0
Corse;2021-01-05;0-19;7;155;68555.0
Corse;2021-01-05;20-59;27;1294;170160.0
Corse;2021-01-05;60+;9;601;105964.0
Corse;2021-01-05;whole;43;2053;344679.0
Corse;2021-01-06;0-19;6;156;68555.0
Corse;2021-01-06;20-59;44;1298;170160.0
Corse;2021-01-06;60+;10;576;105964.0
Corse;2021-01-06;whole;60;2030;344679.0
Corse;2021-01-07;0-19;6;172;68555.0
Corse;2021-01-07;20-59;16;1212;170160.0
Corse;2021-01-07;60+;8;538;105964.0
Corse;2021-01-07;whole;30;1925;344679.0
Corse;2021-01-08;0-19;4;194;68555.0
Corse;2021-01-08;20-59;26;1548;170160.0
Corse;2021-01-08;60+;13;751;105964.0
Corse;2021-01-08;whole;43;2496;344679.0
Corse;2021-01-09;0-19;2;89;68555.0
Corse;2021-01-09;20-59;18;983;170160.0
Corse;2021-01-09;60+;6;460;105964.0
Corse;2021-01-09;whole;26;1532;344679.0
Corse;2021-01-10;0-19;0;21;68555.0
Corse;2021-01-10;20-59;5;189;170160.0
Corse;2021-01-10;60+;4;122;105964.0
Corse;2021-01-10;whole;9;332;344679.0
Corse;2021-01-11;0-19;12;231;68555.0
Corse;2021-01-11;20-59;36;1836;170160.0
Corse;2021-01-11;60+;18;983;105964.0
Corse;2021-01-11;whole;66;3050;344679.0
Corse;2021-01-12;0-19;9;198;68555.0
Corse;2021-01-12;20-59;40;1548;170160.0
Corse;2021-01-12;60+;12;727;105964.0
Corse;2021-01-12;whole;61;2474;344679.0
Corse;2021-01-13;0-19;11;262;68555.0
Corse;2021-01-13;20-59;23;1427;170160.0
Corse;2021-01-13;60+;19;707;105964.0
Corse;2021-01-13;whole;53;2399;344679.0
Corse;2021-01-14;0-19;5;233;68555.0
Corse;2021-01-14;20-59;24;1394;170160.0
Corse;2021-01-14;60+;16;549;105964.0
Corse;2021-01-14;whole;45;2181;344679.0
Corse;2021-01-15;0-19;9;340;68555.0
Corse;2021-01-15;20-59;23;1534;170160.0
Corse;2021-01-15;60+;13;724;105964.0
Corse;2021-01-15;whole;45;2599;344679.0
Corse;2021-01-16;0-19;0;142;68555.0
Corse;2021-01-16;20-59;13;1017;170160.0
Corse;2021-01-16;60+;4;420;105964.0
Corse;2021-01-16;whole;17;1579;344679.0
Corse;2021-01-17;0-19;0;19;68555.0
Corse;2021-01-17;20-59;2;175;170160.0
Corse;2021-01-17;60+;4;78;105964.0
Corse;2021-01-17;whole;6;272;344679.0
Corse;2021-01-18;0-19;4;235;68555.0
Corse;2021-01-18;20-59;38;1701;170160.0
Corse;2021-01-18;60+;31;913;105964.0
Corse;2021-01-18;whole;73;2850;344679.0
Corse;2021-01-19;0-19;8;176;68555.0
Corse;2021-01-19;20-59;29;1530;170160.0
Corse;2021-01-19;60+;19;791;105964.0
Corse;2021-01-19;whole;56;2500;344679.0
Corse;2021-01-20;0-19;6;202;68555.0
Corse;2021-01-20;20-59;14;1265;170160.0
Corse;2021-01-20;60+;19;647;105964.0
Corse;2021-01-20;whole;39;2117;344679.0
Corse;2021-01-21;0-19;9;216;68555.0
Corse;2021-01-21;20-59;32;1290;170160.0
Corse;2021-01-21;60+;23;544;105964.0
Corse;2021-01-21;whole;64;2052;344679.0
Corse;2021-01-22;0-19;11;217;68555.0
Corse;2021-01-22;20-59;32;1613;170160.0
Corse;2021-01-22;60+;23;674;105964.0
Corse;2021-01-22;whole;66;2505;344679.0
Corse;2021-01-23;0-19;1;126;68555.0
Corse;2021-01-23;20-59;30;1046;170160.0
Corse;2021-01-23;60+;11;407;105964.0
Corse;2021-01-23;whole;42;1579;344679.0
Corse;2021-01-24;0-19;2;18;68555.0
Corse;2021-01-24;20-59;7;175;170160.0
Corse;2021-01-24;60+;5;97;105964.0
Corse;2021-01-24;whole;14;290;344679.0
Corse;2021-01-25;0-19;12;209;68555.0
Corse;2021-01-25;20-59;60;1984;170160.0
Corse;2021-01-25;60+;46;975;105964.0
Corse;2021-01-25;whole;118;3172;344679.0
Corse;2021-01-26;0-19;7;209;68555.0
Corse;2021-01-26;20-59;47;1533;170160.0
Corse;2021-01-26;60+;29;773;105964.0
Corse;2021-01-26;whole;84;2518;344679.0
Corse;2021-01-27;0-19;8;251;68555.0
Corse;2021-01-27;20-59;26;1513;170160.0
Corse;2021-01-27;60+;13;622;105964.0
Corse;2021-01-27;whole;47;2387;344679.0
Corse;2021-01-28;0-19;2;193;68555.0
Corse;2021-01-28;20-59;22;1571;170160.0
Corse;2021-01-28;60+;23;589;105964.0
Corse;2021-01-28;whole;47;2355;344679.0
Corse;2021-01-29;0-19;4;330;68555.0
Corse;2021-01-29;20-59;31;1909;170160.0
Corse;2021-01-29;60+;19;811;105964.0
Corse;2021-01-29;whole;54;3050;344679.0
Corse;2021-01-30;0-19;2;108;68555.0
Corse;2021-01-30;20-59;17;1057;170160.0
Corse;2021-01-30;60+;11;404;105964.0
Corse;2021-01-30;whole;30;1569;344679.0
Corse;2021-01-31;0-19;0;27;68555.0
Corse;2021-01-31;20-59;1;217;170160.0
Corse;2021-01-31;60+;3;89;105964.0
Corse;2021-01-31;whole;4;333;344679.0
Corse;2021-02-01;0-19;7;248;68555.0
Corse;2021-02-01;20-59;51;1807;170160.0
Corse;2021-02-01;60+;34;931;105964.0
Corse;2021-02-01;whole;92;2986;344679.0
Corse;2021-02-02;0-19;4;453;68555.0
Corse;2021-02-02;20-59;40;1545;170160.0
Corse;2021-02-02;60+;29;746;105964.0
Corse;2021-02-02;whole;73;2745;344679.0
Corse;2021-02-03;0-19;5;191;68555.0
Corse;2021-02-03;20-59;35;1289;170160.0
Corse;2021-02-03;60+;18;590;105964.0
Corse;2021-02-03;whole;58;2070;344679.0
Corse;2021-02-04;0-19;4;245;68555.0
Corse;2021-02-04;20-59;34;1729;170160.0
Corse;2021-02-04;60+;17;562;105964.0
Corse;2021-02-04;whole;55;2536;344679.0
Corse;2021-02-05;0-19;10;383;68555.0
Corse;2021-02-05;20-59;41;1947;170160.0
Corse;2021-02-05;60+;23;779;105964.0
Corse;2021-02-05;whole;74;3109;344679.0
Corse;2021-02-06;0-19;9;151;68555.0
Corse;2021-02-06;20-59;19;1095;170160.0
Corse;2021-02-06;60+;6;440;105964.0
Corse;2021-02-06;whole;34;1688;344679.0
Corse;2021-02-07;0-19;1;20;68555.0
Corse;2021-02-07;20-59;8;161;170160.0
Corse;2021-02-07;60+;0;67;105964.0
Corse;2021-02-07;whole;9;248;344679.0
Corse;2021-02-08;0-19;7;251;68555.0
Corse;2021-02-08;20-59;40;1771;170160.0
Corse;2021-02-08;60+;26;903;105964.0
Corse;2021-02-08;whole;73;2928;344679.0
Corse;2021-02-09;0-19;3;298;68555.0
Corse;2021-02-09;20-59;27;1475;170160.0
Corse;2021-02-09;60+;17;666;105964.0
Corse;2021-02-09;whole;47;2440;344679.0
Corse;2021-02-10;0-19;10;379;68555.0
Corse;2021-02-10;20-59;36;1555;170160.0
Corse;2021-02-10;60+;19;550;105964.0
Corse;2021-02-10;whole;66;2485;344679.0
Corse;2021-02-11;0-19;10;437;68555.0
Corse;2021-02-11;20-59;34;1622;170160.0
Corse;2021-02-11;60+;18;525;105964.0
Corse;2021-02-11;whole;62;2584;344679.0
Corse;2021-02-12;0-19;7;450;68555.0
Corse;2021-02-12;20-59;35;1950;170160.0
Corse;2021-02-12;60+;11;578;105964.0
Corse;2021-02-12;whole;53;2979;344679.0
Corse;2021-02-13;0-19;3;187;68555.0
Corse;2021-02-13;20-59;20;939;170160.0
Corse;2021-02-13;60+;4;381;105964.0
Corse;2021-02-13;whole;27;1507;344679.0
Corse;2021-02-14;0-19;0;25;68555.0
Corse;2021-02-14;20-59;2;186;170160.0
Corse;2021-02-14;60+;3;87;105964.0
Corse;2021-02-14;whole;5;298;344679.0
Corse;2021-02-15;0-19;4;311;68555.0
Corse;2021-02-15;20-59;38;1783;170160.0
Corse;2021-02-15;60+;25;844;105964.0
Corse;2021-02-15;whole;67;2940;344679.0
Corse;2021-02-16;0-19;6;274;68555.0
Corse;2021-02-16;20-59;31;1725;170160.0
Corse;2021-02-16;60+;17;624;105964.0
Corse;2021-02-16;whole;54;2624;344679.0
Corse;2021-02-17;0-19;7;312;68555.0
Corse;2021-02-17;20-59;32;1460;170160.0
Corse;2021-02-17;60+;11;540;105964.0
Corse;2021-02-17;whole;50;2317;344679.0
Corse;2021-02-18;0-19;9;312;68555.0
Corse;2021-02-18;20-59;47;1486;170160.0
Corse;2021-02-18;60+;22;487;105964.0
Corse;2021-02-18;whole;78;2286;344679.0
Corse;2021-02-19;0-19;13;420;68555.0
Corse;2021-02-19;20-59;42;2003;170160.0
Corse;2021-02-19;60+;17;616;105964.0
Corse;2021-02-19;whole;72;3042;344679.0
Corse;2021-02-20;0-19;11;220;68555.0
Corse;2021-02-20;20-59;29;1027;170160.0
Corse;2021-02-20;60+;5;388;105964.0
Corse;2021-02-20;whole;45;1636;344679.0
Corse;2021-02-21;0-19;0;21;68555.0
Corse;2021-02-21;20-59;5;171;170160.0
Corse;2021-02-21;60+;5;99;105964.0
Corse;2021-02-21;whole;10;291;344679.0
Corse;2021-02-22;0-19;17;290;68555.0
Corse;2021-02-22;20-59;79;2079;170160.0
Corse;2021-02-22;60+;39;917;105964.0
Corse;2021-02-22;whole;135;3288;344679.0
Corse;2021-02-23;0-19;11;245;68555.0
Corse;2021-02-23;20-59;53;1543;170160.0
Corse;2021-02-23;60+;19;695;105964.0
Corse;2021-02-23;whole;83;2484;344679.0
Corse;2021-02-24;0-19;12;359;68555.0
Corse;2021-02-24;20-59;54;1768;170160.0
Corse;2021-02-24;60+;17;673;105964.0
Corse;2021-02-24;whole;83;2800;344679.0
Corse;2021-02-25;0-19;13;423;68555.0
Corse;2021-02-25;20-59;42;1733;170160.0
Corse;2021-02-25;60+;18;544;105964.0
Corse;2021-02-25;whole;73;2701;344679.0
Corse;2021-02-26;0-19;21;445;68555.0
Corse;2021-02-26;20-59;36;2099;170160.0
Corse;2021-02-26;60+;22;764;105964.0
Corse;2021-02-26;whole;79;3309;344679.0
Corse;2021-02-27;0-19;2;162;68555.0
Corse;2021-02-27;20-59;21;1022;170160.0
Corse;2021-02-27;60+;5;415;105964.0
Corse;2021-02-27;whole;28;1601;344679.0
Corse;2021-02-28;0-19;0;21;68555.0
Corse;2021-02-28;20-59;5;154;170160.0
Corse;2021-02-28;60+;1;82;105964.0
Corse;2021-02-28;whole;6;257;344679.0
Corse;2021-03-01;0-19;12;241;68555.0
Corse;2021-03-01;20-59;63;1862;170160.0
Corse;2021-03-01;60+;29;985;105964.0
Corse;2021-03-01;whole;104;3090;344679.0
Corse;2021-03-02;0-19;15;187;68555.0
Corse;2021-03-02;20-59;58;1440;170160.0
Corse;2021-03-02;60+;30;616;105964.0
Corse;2021-03-02;whole;103;2243;344679.0
Corse;2021-03-03;0-19;7;310;68555.0
Corse;2021-03-03;20-59;49;1608;170160.0
Corse;2021-03-03;60+;19;646;105964.0
Corse;2021-03-03;whole;75;2564;344679.0
Corse;2021-03-04;0-19;11;391;68555.0
Corse;2021-03-04;20-59;64;1538;170160.0
Corse;2021-03-04;60+;23;711;105964.0
Corse;2021-03-04;whole;98;2640;344679.0
Corse;2021-03-05;0-19;29;423;68555.0
Corse;2021-03-05;20-59;52;2080;170160.0
Corse;2021-03-05;60+;19;791;105964.0
Corse;2021-03-05;whole;100;3294;344679.0
Corse;2021-03-06;0-19;7;176;68555.0
Corse;2021-03-06;20-59;28;1084;170160.0
Corse;2021-03-06;60+;9;458;105964.0
Corse;2021-03-06;whole;44;1719;344679.0
Corse;2021-03-07;0-19;1;20;68555.0
Corse;2021-03-07;20-59;4;117;170160.0
Corse;2021-03-07;60+;1;76;105964.0
Corse;2021-03-07;whole;6;213;344679.0
Corse;2021-03-08;0-19;17;471;68555.0
Corse;2021-03-08;20-59;63;2217;170160.0
Corse;2021-03-08;60+;39;999;105964.0
Corse;2021-03-08;whole;119;3687;344679.0
Corse;2021-03-09;0-19;16;549;68555.0
Corse;2021-03-09;20-59;61;1649;170160.0
Corse;2021-03-09;60+;23;844;105964.0
Corse;2021-03-09;whole;100;3042;344679.0
Corse;2021-03-10;0-19;13;647;68555.0
Corse;2021-03-10;20-59;58;1893;170160.0
Corse;2021-03-10;60+;25;707;105964.0
Corse;2021-03-10;whole;96;3247;344679.0
Corse;2021-03-11;0-19;20;984;68555.0
Corse;2021-03-11;20-59;48;2021;170160.0
Corse;2021-03-11;60+;23;748;105964.0
Corse;2021-03-11;whole;91;3754;344679.0
Corse;2021-03-12;0-19;15;673;68555.0
Corse;2021-03-12;20-59;51;2335;170160.0
Corse;2021-03-12;60+;24;785;105964.0
Corse;2021-03-12;whole;90;3797;344679.0
Corse;2021-03-13;0-19;9;203;68555.0
Corse;2021-03-13;20-59;26;1065;170160.0
Corse;2021-03-13;60+;14;432;105964.0
Corse;2021-03-13;whole;49;1700;344679.0
Corse;2021-03-14;0-19;0;35;68555.0
Corse;2021-03-14;20-59;3;142;170160.0
Corse;2021-03-14;60+;2;99;105964.0
Corse;2021-03-14;whole;5;276;344679.0
Corse;2021-03-15;0-19;17;605;68555.0
Corse;2021-03-15;20-59;66;2084;170160.0
Corse;2021-03-15;60+;31;1078;105964.0
Corse;2021-03-15;whole;114;3773;344679.0
Corse;2021-03-16;0-19;19;787;68555.0
Corse;2021-03-16;20-59;42;1635;170160.0
Corse;2021-03-16;60+;12;684;105964.0
Corse;2021-03-16;whole;73;3107;344679.0
Corse;2021-03-17;0-19;15;382;68555.0
Corse;2021-03-17;20-59;32;1671;170160.0
Corse;2021-03-17;60+;19;781;105964.0
Corse;2021-03-17;whole;67;2836;344679.0
Corse;2021-03-18;0-19;9;399;68555.0
Corse;2021-03-18;20-59;35;1557;170160.0
Corse;2021-03-18;60+;26;667;105964.0
Corse;2021-03-18;whole;70;2627;344679.0
Corse;2021-03-19;0-19;20;449;68555.0
Corse;2021-03-19;20-59;50;2108;170160.0
Corse;2021-03-19;60+;21;739;105964.0
Corse;2021-03-19;whole;91;3297;344679.0
Corse;2021-03-20;0-19;9;218;68555.0
Corse;2021-03-20;20-59;29;1036;170160.0
Corse;2021-03-20;60+;6;407;105964.0
Corse;2021-03-20;whole;44;1662;344679.0
Corse;2021-03-21;0-19;1;22;68555.0
Corse;2021-03-21;20-59;2;120;170160.0
Corse;2021-03-21;60+;1;100;105964.0
Corse;2021-03-21;whole;4;242;344679.0
Corse;2021-03-22;0-19;17;549;68555.0
Corse;2021-03-22;20-59;71;2111;170160.0
Corse;2021-03-22;60+;42;1009;105964.0
Corse;2021-03-22;whole;130;3671;344679.0
Corse;2021-03-23;0-19;18;645;68555.0
Corse;2021-03-23;20-59;41;1743;170160.0
Corse;2021-03-23;60+;26;737;105964.0
Corse;2021-03-23;whole;85;3126;344679.0
Corse;2021-03-24;0-19;7;531;68555.0
Corse;2021-03-24;20-59;42;1781;170160.0
Corse;2021-03-24;60+;23;790;105964.0
Corse;2021-03-24;whole;72;3105;344679.0
Corse;2021-03-25;0-19;10;411;68555.0
Corse;2021-03-25;20-59;50;1621;170160.0
Corse;2021-03-25;60+;34;666;105964.0
Corse;2021-03-25;whole;94;2699;344679.0
Corse;2021-03-26;0-19;10;403;68555.0
Corse;2021-03-26;20-59;63;2089;170160.0
Corse;2021-03-26;60+;20;772;105964.0
Corse;2021-03-26;whole;93;3265;344679.0
Corse;2021-03-27;0-19;7;166;68555.0
Corse;2021-03-27;20-59;25;1048;170160.0
Corse;2021-03-27;60+;10;427;105964.0
Corse;2021-03-27;whole;42;1641;344679.0
Grand Est;2020-05-13;0-19;10;254;1258123.0
Grand Est;2020-05-13;20-59;73;2230;2740790.0
Grand Est;2020-05-13;60+;68;1778;1512834.0
Grand Est;2020-05-13;whole;151;4280;5511747.0
Grand Est;2020-05-14;0-19;1;334;1258123.0
Grand Est;2020-05-14;20-59;51;2472;2740790.0
Grand Est;2020-05-14;60+;57;1782;1512834.0
Grand Est;2020-05-14;whole;110;4627;5511747.0
Grand Est;2020-05-15;0-19;7;415;1258123.0
Grand Est;2020-05-15;20-59;58;2581;2740790.0
Grand Est;2020-05-15;60+;83;2008;1512834.0
Grand Est;2020-05-15;whole;150;5018;5511747.0
Grand Est;2020-05-16;0-19;1;115;1258123.0
Grand Est;2020-05-16;20-59;11;731;2740790.0
Grand Est;2020-05-16;60+;27;613;1512834.0
Grand Est;2020-05-16;whole;39;1459;5511747.0
Grand Est;2020-05-17;0-19;0;33;1258123.0
Grand Est;2020-05-17;20-59;3;135;2740790.0
Grand Est;2020-05-17;60+;3;226;1512834.0
Grand Est;2020-05-17;whole;6;394;5511747.0
Grand Est;2020-05-18;0-19;12;428;1258123.0
Grand Est;2020-05-18;20-59;73;2749;2740790.0
Grand Est;2020-05-18;60+;80;1908;1512834.0
Grand Est;2020-05-18;whole;165;5086;5511747.0
Grand Est;2020-05-19;0-19;11;413;1258123.0
Grand Est;2020-05-19;20-59;61;3117;2740790.0
Grand Est;2020-05-19;60+;68;1998;1512834.0
Grand Est;2020-05-19;whole;140;5529;5511747.0
Grand Est;2020-05-20;0-19;20;512;1258123.0
Grand Est;2020-05-20;20-59;87;3397;2740790.0
Grand Est;2020-05-20;60+;88;2006;1512834.0
Grand Est;2020-05-20;whole;195;5916;5511747.0
Grand Est;2020-05-21;0-19;0;56;1258123.0
Grand Est;2020-05-21;20-59;6;350;2740790.0
Grand Est;2020-05-21;60+;16;388;1512834.0
Grand Est;2020-05-21;whole;22;794;5511747.0
Grand Est;2020-05-22;0-19;9;483;1258123.0
Grand Est;2020-05-22;20-59;54;2703;2740790.0
Grand Est;2020-05-22;60+;27;1959;1512834.0
Grand Est;2020-05-22;whole;90;5145;5511747.0
Grand Est;2020-05-23;0-19;1;179;1258123.0
Grand Est;2020-05-23;20-59;6;946;2740790.0
Grand Est;2020-05-23;60+;14;737;1512834.0
Grand Est;2020-05-23;whole;21;1862;5511747.0
Grand Est;2020-05-24;0-19;2;54;1258123.0
Grand Est;2020-05-24;20-59;2;166;2740790.0
Grand Est;2020-05-24;60+;3;251;1512834.0
Grand Est;2020-05-24;whole;7;471;5511747.0
Grand Est;2020-05-25;0-19;5;476;1258123.0
Grand Est;2020-05-25;20-59;41;2686;2740790.0
Grand Est;2020-05-25;60+;47;1944;1512834.0
Grand Est;2020-05-25;whole;93;5106;5511747.0
Grand Est;2020-05-26;0-19;7;483;1258123.0
Grand Est;2020-05-26;20-59;35;2752;2740790.0
Grand Est;2020-05-26;60+;49;1845;1512834.0
Grand Est;2020-05-26;whole;91;5081;5511747.0
Grand Est;2020-05-27;0-19;2;454;1258123.0
Grand Est;2020-05-27;20-59;37;2184;2740790.0
Grand Est;2020-05-27;60+;21;1581;1512834.0
Grand Est;2020-05-27;whole;60;4219;5511747.0
Grand Est;2020-05-28;0-19;6;418;1258123.0
