reg;jour;three_class;P;T;pop
;;;sum;sum;sum
Hauts-de-France;2020-10-22;whole;5577;35411;5962662.0
Hauts-de-France;2020-10-23;0-19;853;6145;1525538.0
Hauts-de-France;2020-10-23;20-59;3872;25337;2966038.0
Hauts-de-France;2020-10-23;60+;1404;7747;1471086.0
Hauts-de-France;2020-10-23;whole;6129;39239;5962662.0
Hauts-de-France;2020-10-24;0-19;495;3338;1525538.0
Hauts-de-France;2020-10-24;20-59;2168;13576;2966038.0
Hauts-de-France;2020-10-24;60+;683;3600;1471086.0
Hauts-de-France;2020-10-24;whole;3347;20520;5962662.0
Hauts-de-France;2020-10-25;0-19;265;1358;1525538.0
Hauts-de-France;2020-10-25;20-59;993;5443;2966038.0
Hauts-de-France;2020-10-25;60+;236;1461;1471086.0
Hauts-de-France;2020-10-25;whole;1494;8264;5962662.0
Hauts-de-France;2020-10-26;0-19;1066;6747;1525538.0
Hauts-de-France;2020-10-26;20-59;4690;27550;2966038.0
Hauts-de-France;2020-10-26;60+;1578;9575;1471086.0
Hauts-de-France;2020-10-26;whole;7335;43882;5962662.0
Hauts-de-France;2020-10-27;0-19;787;5597;1525538.0
Hauts-de-France;2020-10-27;20-59;4014;25489;2966038.0
Hauts-de-France;2020-10-27;60+;1476;8549;1471086.0
Hauts-de-France;2020-10-27;whole;6279;39640;5962662.0
Hauts-de-France;2020-10-28;0-19;811;5644;1525538.0
Hauts-de-France;2020-10-28;20-59;3749;24564;2966038.0
Hauts-de-France;2020-10-28;60+;1407;8819;1471086.0
Hauts-de-France;2020-10-28;whole;5968;39039;5962662.0
Hauts-de-France;2020-10-29;0-19;955;6466;1525538.0
Hauts-de-France;2020-10-29;20-59;3806;25358;2966038.0
Hauts-de-France;2020-10-29;60+;1359;8357;1471086.0
Hauts-de-France;2020-10-29;whole;6124;40209;5962662.0
Hauts-de-France;2020-10-30;0-19;1100;7144;1525538.0
Hauts-de-France;2020-10-30;20-59;3674;26205;2966038.0
Hauts-de-France;2020-10-30;60+;1361;8910;1471086.0
Hauts-de-France;2020-10-30;whole;6137;42275;5962662.0
Hauts-de-France;2020-10-31;0-19;562;3720;1525538.0
Hauts-de-France;2020-10-31;20-59;2098;13563;2966038.0
Hauts-de-France;2020-10-31;60+;704;4085;1471086.0
Hauts-de-France;2020-10-31;whole;3365;21376;5962662.0
Hauts-de-France;2020-11-01;0-19;246;1663;1525538.0
Hauts-de-France;2020-11-01;20-59;852;5222;2966038.0
Hauts-de-France;2020-11-01;60+;206;1332;1471086.0
Hauts-de-France;2020-11-01;whole;1304;8220;5962662.0
Hauts-de-France;2020-11-02;0-19;1268;7723;1525538.0
Hauts-de-France;2020-11-02;20-59;4390;27012;2966038.0
Hauts-de-France;2020-11-02;60+;1787;9929;1471086.0
Hauts-de-France;2020-11-02;whole;7445;44674;5962662.0
Hauts-de-France;2020-11-03;0-19;928;6767;1525538.0
Hauts-de-France;2020-11-03;20-59;3515;23873;2966038.0
Hauts-de-France;2020-11-03;60+;1485;9408;1471086.0
Hauts-de-France;2020-11-03;whole;5929;40056;5962662.0
Hauts-de-France;2020-11-04;0-19;866;6805;1525538.0
Hauts-de-France;2020-11-04;20-59;2914;22123;2966038.0
Hauts-de-France;2020-11-04;60+;1256;8388;1471086.0
Hauts-de-France;2020-11-04;whole;5037;37333;5962662.0
Hauts-de-France;2020-11-05;0-19;827;6846;1525538.0
Hauts-de-France;2020-11-05;20-59;2768;23211;2966038.0
Hauts-de-France;2020-11-05;60+;1177;8941;1471086.0
Hauts-de-France;2020-11-05;whole;4772;39008;5962662.0
Hauts-de-France;2020-11-06;0-19;901;7409;1525538.0
Hauts-de-France;2020-11-06;20-59;2507;23573;2966038.0
Hauts-de-France;2020-11-06;60+;1129;9224;1471086.0
Hauts-de-France;2020-11-06;whole;4538;40221;5962662.0
Hauts-de-France;2020-11-07;0-19;433;4032;1525538.0
Hauts-de-France;2020-11-07;20-59;1280;11397;2966038.0
Hauts-de-France;2020-11-07;60+;529;3625;1471086.0
Hauts-de-France;2020-11-07;whole;2242;19055;5962662.0
Hauts-de-France;2020-11-08;0-19;102;901;1525538.0
Hauts-de-France;2020-11-08;20-59;355;2627;2966038.0
Hauts-de-France;2020-11-08;60+;114;843;1471086.0
Hauts-de-France;2020-11-08;whole;571;4373;5962662.0
Hauts-de-France;2020-11-09;0-19;769;7134;1525538.0
Hauts-de-France;2020-11-09;20-59;2593;21804;2966038.0
Hauts-de-France;2020-11-09;60+;1188;9569;1471086.0
Hauts-de-France;2020-11-09;whole;4553;38516;5962662.0
Hauts-de-France;2020-11-10;0-19;610;6822;1525538.0
Hauts-de-France;2020-11-10;20-59;1983;19793;2966038.0
Hauts-de-France;2020-11-10;60+;1004;8622;1471086.0
Hauts-de-France;2020-11-10;whole;3597;35240;5962662.0
Hauts-de-France;2020-11-11;0-19;138;1295;1525538.0
Hauts-de-France;2020-11-11;20-59;456;3865;2966038.0
Hauts-de-France;2020-11-11;60+;171;1276;1471086.0
Hauts-de-France;2020-11-11;whole;765;6438;5962662.0
Hauts-de-France;2020-11-12;0-19;725;6920;1525538.0
Hauts-de-France;2020-11-12;20-59;2110;20711;2966038.0
Hauts-de-France;2020-11-12;60+;933;8527;1471086.0
Hauts-de-France;2020-11-12;whole;3769;36164;5962662.0
Hauts-de-France;2020-11-13;0-19;582;6197;1525538.0
Hauts-de-France;2020-11-13;20-59;1734;17453;2966038.0
Hauts-de-France;2020-11-13;60+;827;7596;1471086.0
Hauts-de-France;2020-11-13;whole;3143;31248;5962662.0
Hauts-de-France;2020-11-14;0-19;304;2994;1525538.0
Hauts-de-France;2020-11-14;20-59;819;8042;2966038.0
Hauts-de-France;2020-11-14;60+;299;2907;1471086.0
Hauts-de-France;2020-11-14;whole;1422;13947;5962662.0
Hauts-de-France;2020-11-15;0-19;64;544;1525538.0
Hauts-de-France;2020-11-15;20-59;169;1477;2966038.0
Hauts-de-France;2020-11-15;60+;81;680;1471086.0
Hauts-de-France;2020-11-15;whole;314;2702;5962662.0
Hauts-de-France;2020-11-16;0-19;608;5413;1525538.0
Hauts-de-France;2020-11-16;20-59;1657;16310;2966038.0
Hauts-de-France;2020-11-16;60+;838;8226;1471086.0
Hauts-de-France;2020-11-16;whole;3104;29956;5962662.0
Hauts-de-France;2020-11-17;0-19;378;4657;1525538.0
Hauts-de-France;2020-11-17;20-59;1123;13396;2966038.0
Hauts-de-France;2020-11-17;60+;582;5920;1471086.0
Hauts-de-France;2020-11-17;whole;2084;23978;5962662.0
Hauts-de-France;2020-11-18;0-19;301;4292;1525538.0
Hauts-de-France;2020-11-18;20-59;982;11421;2966038.0
Hauts-de-France;2020-11-18;60+;505;5186;1471086.0
Hauts-de-France;2020-11-18;whole;1788;20904;5962662.0
Hauts-de-France;2020-11-19;0-19;330;4200;1525538.0
Hauts-de-France;2020-11-19;20-59;934;12551;2966038.0
Hauts-de-France;2020-11-19;60+;454;5012;1471086.0
Hauts-de-France;2020-11-19;whole;1720;21771;5962662.0
Hauts-de-France;2020-11-20;0-19;335;4490;1525538.0
Hauts-de-France;2020-11-20;20-59;934;12822;2966038.0
Hauts-de-France;2020-11-20;60+;472;6098;1471086.0
Hauts-de-France;2020-11-20;whole;1741;23416;5962662.0
Hauts-de-France;2020-11-21;0-19;177;2220;1525538.0
Hauts-de-France;2020-11-21;20-59;454;6406;2966038.0
Hauts-de-France;2020-11-21;60+;197;2543;1471086.0
Hauts-de-France;2020-11-21;whole;828;11170;5962662.0
Hauts-de-France;2020-11-22;0-19;40;467;1525538.0
Hauts-de-France;2020-11-22;20-59;139;1474;2966038.0
Hauts-de-France;2020-11-22;60+;60;738;1471086.0
Hauts-de-France;2020-11-22;whole;239;2681;5962662.0
Hauts-de-France;2020-11-23;0-19;283;3728;1525538.0
Hauts-de-France;2020-11-23;20-59;942;12564;2966038.0
Hauts-de-France;2020-11-23;60+;457;6782;1471086.0
Hauts-de-France;2020-11-23;whole;1682;23077;5962662.0
Hauts-de-France;2020-11-24;0-19;222;3363;1525538.0
Hauts-de-France;2020-11-24;20-59;695;10366;2966038.0
Hauts-de-France;2020-11-24;60+;392;4911;1471086.0
Hauts-de-France;2020-11-24;whole;1309;18642;5962662.0
Hauts-de-France;2020-11-25;0-19;225;3391;1525538.0
Hauts-de-France;2020-11-25;20-59;615;9829;2966038.0
Hauts-de-France;2020-11-25;60+;336;4827;1471086.0
Hauts-de-France;2020-11-25;whole;1176;18054;5962662.0
Hauts-de-France;2020-11-26;0-19;195;3173;1525538.0
Hauts-de-France;2020-11-26;20-59;720;10895;2966038.0
Hauts-de-France;2020-11-26;60+;383;5157;1471086.0
Hauts-de-France;2020-11-26;whole;1298;19231;5962662.0
Hauts-de-France;2020-11-27;0-19;206;3390;1525538.0
Hauts-de-France;2020-11-27;20-59;672;11523;2966038.0
Hauts-de-France;2020-11-27;60+;346;5259;1471086.0
Hauts-de-France;2020-11-27;whole;1225;20179;5962662.0
Hauts-de-France;2020-11-28;0-19;126;1774;1525538.0
Hauts-de-France;2020-11-28;20-59;347;5441;2966038.0
Hauts-de-France;2020-11-28;60+;158;2475;1471086.0
Hauts-de-France;2020-11-28;whole;631;9691;5962662.0
Hauts-de-France;2020-11-29;0-19;32;324;1525538.0
Hauts-de-France;2020-11-29;20-59;106;1187;2966038.0
Hauts-de-France;2020-11-29;60+;38;741;1471086.0
Hauts-de-France;2020-11-29;whole;176;2254;5962662.0
Hauts-de-France;2020-11-30;0-19;215;2815;1525538.0
Hauts-de-France;2020-11-30;20-59;808;10760;2966038.0
Hauts-de-France;2020-11-30;60+;396;6109;1471086.0
Hauts-de-France;2020-11-30;whole;1419;19689;5962662.0
Hauts-de-France;2020-12-01;0-19;164;2652;1525538.0
Hauts-de-France;2020-12-01;20-59;630;9684;2966038.0
Hauts-de-France;2020-12-01;60+;403;4948;1471086.0
Hauts-de-France;2020-12-01;whole;1198;17290;5962662.0
Hauts-de-France;2020-12-02;0-19;176;2549;1525538.0
Hauts-de-France;2020-12-02;20-59;573;8734;2966038.0
Hauts-de-France;2020-12-02;60+;320;4278;1471086.0
Hauts-de-France;2020-12-02;whole;1069;15572;5962662.0
Hauts-de-France;2020-12-03;0-19;190;2538;1525538.0
Hauts-de-France;2020-12-03;20-59;696;10029;2966038.0
Hauts-de-France;2020-12-03;60+;326;4530;1471086.0
Hauts-de-France;2020-12-03;whole;1212;17101;5962662.0
Hauts-de-France;2020-12-04;0-19;185;2761;1525538.0
Hauts-de-France;2020-12-04;20-59;656;11029;2966038.0
Hauts-de-France;2020-12-04;60+;324;5423;1471086.0
Hauts-de-France;2020-12-04;whole;1165;19214;5962662.0
Hauts-de-France;2020-12-05;0-19;82;1528;1525538.0
Hauts-de-France;2020-12-05;20-59;368;5409;2966038.0
Hauts-de-France;2020-12-05;60+;160;2686;1471086.0
Hauts-de-France;2020-12-05;whole;610;9624;5962662.0
Hauts-de-France;2020-12-06;0-19;29;298;1525538.0
Hauts-de-France;2020-12-06;20-59;93;1208;2966038.0
Hauts-de-France;2020-12-06;60+;103;880;1471086.0
Hauts-de-France;2020-12-06;whole;225;2386;5962662.0
Hauts-de-France;2020-12-07;0-19;223;2806;1525538.0
Hauts-de-France;2020-12-07;20-59;828;11474;2966038.0
Hauts-de-France;2020-12-07;60+;476;6388;1471086.0
Hauts-de-France;2020-12-07;whole;1528;20677;5962662.0
Hauts-de-France;2020-12-08;0-19;182;2831;1525538.0
Hauts-de-France;2020-12-08;20-59;647;10248;2966038.0
Hauts-de-France;2020-12-08;60+;397;5554;1471086.0
Hauts-de-France;2020-12-08;whole;1226;18640;5962662.0
Hauts-de-France;2020-12-09;0-19;185;2730;1525538.0
Hauts-de-France;2020-12-09;20-59;613;9782;2966038.0
Hauts-de-France;2020-12-09;60+;344;4792;1471086.0
Hauts-de-France;2020-12-09;whole;1143;17320;5962662.0
Hauts-de-France;2020-12-10;0-19;181;2803;1525538.0
Hauts-de-France;2020-12-10;20-59;755;10963;2966038.0
Hauts-de-France;2020-12-10;60+;366;4691;1471086.0
Hauts-de-France;2020-12-10;whole;1302;18465;5962662.0
Hauts-de-France;2020-12-11;0-19;235;3290;1525538.0
Hauts-de-France;2020-12-11;20-59;764;12117;2966038.0
Hauts-de-France;2020-12-11;60+;357;5936;1471086.0
Hauts-de-France;2020-12-11;whole;1356;21352;5962662.0
Hauts-de-France;2020-12-12;0-19;102;1794;1525538.0
Hauts-de-France;2020-12-12;20-59;460;6716;2966038.0
Hauts-de-France;2020-12-12;60+;189;3209;1471086.0
Hauts-de-France;2020-12-12;whole;751;11719;5962662.0
Hauts-de-France;2020-12-13;0-19;19;404;1525538.0
Hauts-de-France;2020-12-13;20-59;89;1689;2966038.0
Hauts-de-France;2020-12-13;60+;50;859;1471086.0
Hauts-de-France;2020-12-13;whole;158;2952;5962662.0
Hauts-de-France;2020-12-14;0-19;243;3721;1525538.0
Hauts-de-France;2020-12-14;20-59;975;14321;2966038.0
Hauts-de-France;2020-12-14;60+;524;8029;1471086.0
Hauts-de-France;2020-12-14;whole;1742;26075;5962662.0
Hauts-de-France;2020-12-15;0-19;193;3446;1525538.0
Hauts-de-France;2020-12-15;20-59;765;13621;2966038.0
Hauts-de-France;2020-12-15;60+;416;6667;1471086.0
Hauts-de-France;2020-12-15;whole;1375;23740;5962662.0
Hauts-de-France;2020-12-16;0-19;192;3996;1525538.0
Hauts-de-France;2020-12-16;20-59;764;14309;2966038.0
Hauts-de-France;2020-12-16;60+;400;6166;1471086.0
Hauts-de-France;2020-12-16;whole;1356;24476;5962662.0
Hauts-de-France;2020-12-17;0-19;193;3785;1525538.0
Hauts-de-France;2020-12-17;20-59;795;17088;2966038.0
Hauts-de-France;2020-12-17;60+;431;7086;1471086.0
Hauts-de-France;2020-12-17;whole;1420;27974;5962662.0
Hauts-de-France;2020-12-18;0-19;238;4930;1525538.0
Hauts-de-France;2020-12-18;20-59;842;20326;2966038.0
Hauts-de-France;2020-12-18;60+;491;8390;1471086.0
Hauts-de-France;2020-12-18;whole;1572;33657;5962662.0
Hauts-de-France;2020-12-19;0-19;113;3768;1525538.0
Hauts-de-France;2020-12-19;20-59;533;13749;2966038.0
Hauts-de-France;2020-12-19;60+;211;4396;1471086.0
Hauts-de-France;2020-12-19;whole;857;21917;5962662.0
Hauts-de-France;2020-12-20;0-19;24;922;1525538.0
Hauts-de-France;2020-12-20;20-59;137;4018;2966038.0
Hauts-de-France;2020-12-20;60+;72;1103;1471086.0
Hauts-de-France;2020-12-20;whole;233;6045;5962662.0
Hauts-de-France;2020-12-21;0-19;239;6924;1525538.0
Hauts-de-France;2020-12-21;20-59;1103;30678;2966038.0
Hauts-de-France;2020-12-21;60+;539;12495;1471086.0
Hauts-de-France;2020-12-21;whole;1881;50111;5962662.0
Hauts-de-France;2020-12-22;0-19;207;8195;1525538.0
Hauts-de-France;2020-12-22;20-59;961;36360;2966038.0
Hauts-de-France;2020-12-22;60+;559;13427;1471086.0
Hauts-de-France;2020-12-22;whole;1727;58000;5962662.0
Hauts-de-France;2020-12-23;0-19;207;7958;1525538.0
Hauts-de-France;2020-12-23;20-59;832;36038;2966038.0
Hauts-de-France;2020-12-23;60+;398;12049;1471086.0
Hauts-de-France;2020-12-23;whole;1437;56057;5962662.0
Hauts-de-France;2020-12-24;0-19;134;4631;1525538.0
Hauts-de-France;2020-12-24;20-59;610;23086;2966038.0
Hauts-de-France;2020-12-24;60+;305;7097;1471086.0
Hauts-de-France;2020-12-24;whole;1049;34818;5962662.0
Hauts-de-France;2020-12-25;0-19;9;337;1525538.0
Hauts-de-France;2020-12-25;20-59;58;1894;2966038.0
Hauts-de-France;2020-12-25;60+;44;657;1471086.0
Hauts-de-France;2020-12-25;whole;111;2888;5962662.0
Hauts-de-France;2020-12-26;0-19;125;2389;1525538.0
Hauts-de-France;2020-12-26;20-59;503;11463;2966038.0
Hauts-de-France;2020-12-26;60+;235;3942;1471086.0
Hauts-de-France;2020-12-26;whole;863;17800;5962662.0
Hauts-de-France;2020-12-27;0-19;22;441;1525538.0
Hauts-de-France;2020-12-27;20-59;106;2478;2966038.0
Hauts-de-France;2020-12-27;60+;52;941;1471086.0
Hauts-de-France;2020-12-27;whole;181;3861;5962662.0
Hauts-de-France;2020-12-28;0-19;235;3645;1525538.0
Hauts-de-France;2020-12-28;20-59;1181;18480;2966038.0
Hauts-de-France;2020-12-28;60+;483;7906;1471086.0
Hauts-de-France;2020-12-28;whole;1899;30033;5962662.0
Hauts-de-France;2020-12-29;0-19;231;3866;1525538.0
Hauts-de-France;2020-12-29;20-59;1032;18460;2966038.0
Hauts-de-France;2020-12-29;60+;495;7239;1471086.0
Hauts-de-France;2020-12-29;whole;1759;29568;5962662.0
Hauts-de-France;2020-12-30;0-19;244;4650;1525538.0
Hauts-de-France;2020-12-30;20-59;927;21018;2966038.0
Hauts-de-France;2020-12-30;60+;431;7522;1471086.0
Hauts-de-France;2020-12-30;whole;1602;33191;5962662.0
Hauts-de-France;2020-12-31;0-19;176;3445;1525538.0
Hauts-de-France;2020-12-31;20-59;707;15347;2966038.0
Hauts-de-France;2020-12-31;60+;357;5506;1471086.0
Hauts-de-France;2020-12-31;whole;1240;24309;5962662.0
Hauts-de-France;2021-01-01;0-19;17;311;1525538.0
Hauts-de-France;2021-01-01;20-59;74;1493;2966038.0
Hauts-de-France;2021-01-01;60+;39;678;1471086.0
Hauts-de-France;2021-01-01;whole;130;2482;5962662.0
Hauts-de-France;2021-01-02;0-19;208;2920;1525538.0
Hauts-de-France;2021-01-02;20-59;805;12533;2966038.0
Hauts-de-France;2021-01-02;60+;289;5175;1471086.0
Hauts-de-France;2021-01-02;whole;1302;20633;5962662.0
Hauts-de-France;2021-01-03;0-19;37;484;1525538.0
Hauts-de-France;2021-01-03;20-59;169;2362;2966038.0
Hauts-de-France;2021-01-03;60+;55;1019;1471086.0
Hauts-de-France;2021-01-03;whole;261;3866;5962662.0
Hauts-de-France;2021-01-04;0-19;302;4185;1525538.0
Hauts-de-France;2021-01-04;20-59;1381;21310;2966038.0
Hauts-de-France;2021-01-04;60+;564;10285;1471086.0
Hauts-de-France;2021-01-04;whole;2247;35786;5962662.0
Hauts-de-France;2021-01-05;0-19;274;3307;1525538.0
Hauts-de-France;2021-01-05;20-59;1109;17408;2966038.0
Hauts-de-France;2021-01-05;60+;508;8138;1471086.0
Hauts-de-France;2021-01-05;whole;1893;28859;5962662.0
Hauts-de-France;2021-01-06;0-19;294;3462;1525538.0
Hauts-de-France;2021-01-06;20-59;1001;15419;2966038.0
Hauts-de-France;2021-01-06;60+;459;7195;1471086.0
Hauts-de-France;2021-01-06;whole;1754;26080;5962662.0
Hauts-de-France;2021-01-07;0-19;272;3547;1525538.0
Hauts-de-France;2021-01-07;20-59;972;17399;2966038.0
Hauts-de-France;2021-01-07;60+;467;7581;1471086.0
Hauts-de-France;2021-01-07;whole;1711;28529;5962662.0
Hauts-de-France;2021-01-08;0-19;298;4001;1525538.0
Hauts-de-France;2021-01-08;20-59;1010;18396;2966038.0
Hauts-de-France;2021-01-08;60+;442;7844;1471086.0
Hauts-de-France;2021-01-08;whole;1750;30246;5962662.0
Hauts-de-France;2021-01-09;0-19;205;2623;1525538.0
Hauts-de-France;2021-01-09;20-59;698;10051;2966038.0
Hauts-de-France;2021-01-09;60+;296;4105;1471086.0
Hauts-de-France;2021-01-09;whole;1200;16781;5962662.0
Hauts-de-France;2021-01-10;0-19;34;470;1525538.0
Hauts-de-France;2021-01-10;20-59;147;1969;2966038.0
Hauts-de-France;2021-01-10;60+;68;899;1471086.0
Hauts-de-France;2021-01-10;whole;249;3340;5962662.0
Hauts-de-France;2021-01-11;0-19;371;5269;1525538.0
Hauts-de-France;2021-01-11;20-59;1380;20897;2966038.0
Hauts-de-France;2021-01-11;60+;699;10942;1471086.0
Hauts-de-France;2021-01-11;whole;2450;37116;5962662.0
Hauts-de-France;2021-01-12;0-19;294;4510;1525538.0
Hauts-de-France;2021-01-12;20-59;1093;18833;2966038.0
Hauts-de-France;2021-01-12;60+;565;8259;1471086.0
Hauts-de-France;2021-01-12;whole;1952;31604;5962662.0
Hauts-de-France;2021-01-13;0-19;308;4580;1525538.0
Hauts-de-France;2021-01-13;20-59;1083;16426;2966038.0
Hauts-de-France;2021-01-13;60+;478;7067;1471086.0
Hauts-de-France;2021-01-13;whole;1869;28075;5962662.0
Hauts-de-France;2021-01-14;0-19;338;4343;1525538.0
Hauts-de-France;2021-01-14;20-59;1164;18006;2966038.0
Hauts-de-France;2021-01-14;60+;531;6557;1471086.0
Hauts-de-France;2021-01-14;whole;2033;28909;5962662.0
Hauts-de-France;2021-01-15;0-19;406;5166;1525538.0
Hauts-de-France;2021-01-15;20-59;1140;18519;2966038.0
Hauts-de-France;2021-01-15;60+;483;7720;1471086.0
Hauts-de-France;2021-01-15;whole;2030;31418;5962662.0
Hauts-de-France;2021-01-16;0-19;235;3249;1525538.0
Hauts-de-France;2021-01-16;20-59;662;10575;2966038.0
Hauts-de-France;2021-01-16;60+;251;4048;1471086.0
Hauts-de-France;2021-01-16;whole;1148;17874;5962662.0
Hauts-de-France;2021-01-17;0-19;37;421;1525538.0
Hauts-de-France;2021-01-17;20-59;155;2036;2966038.0
Hauts-de-France;2021-01-17;60+;70;887;1471086.0
Hauts-de-France;2021-01-17;whole;262;3345;5962662.0
Hauts-de-France;2021-01-18;0-19;458;5651;1525538.0
Hauts-de-France;2021-01-18;20-59;1546;20271;2966038.0
Hauts-de-France;2021-01-18;60+;726;9271;1471086.0
Hauts-de-France;2021-01-18;whole;2731;35201;5962662.0
Hauts-de-France;2021-01-19;0-19;360;5169;1525538.0
Hauts-de-France;2021-01-19;20-59;1172;17139;2966038.0
Hauts-de-France;2021-01-19;60+;525;7357;1471086.0
Hauts-de-France;2021-01-19;whole;2057;29674;5962662.0
Hauts-de-France;2021-01-20;0-19;403;5288;1525538.0
Hauts-de-France;2021-01-20;20-59;1086;16571;2966038.0
Hauts-de-France;2021-01-20;60+;463;6736;1471086.0
Hauts-de-France;2021-01-20;whole;1958;28617;5962662.0
Hauts-de-France;2021-01-21;0-19;357;5558;1525538.0
Hauts-de-France;2021-01-21;20-59;1119;18230;2966038.0
Hauts-de-France;2021-01-21;60+;515;6411;1471086.0
Hauts-de-France;2021-01-21;whole;1992;30207;5962662.0
Hauts-de-France;2021-01-22;0-19;430;6881;1525538.0
Hauts-de-France;2021-01-22;20-59;1237;20000;2966038.0
Hauts-de-France;2021-01-22;60+;541;7521;1471086.0
Hauts-de-France;2021-01-22;whole;2208;34411;5962662.0
Hauts-de-France;2021-01-23;0-19;238;3679;1525538.0
Hauts-de-France;2021-01-23;20-59;732;11015;2966038.0
Hauts-de-France;2021-01-23;60+;306;4054;1471086.0
Hauts-de-France;2021-01-23;whole;1276;18753;5962662.0
Hauts-de-France;2021-01-24;0-19;38;590;1525538.0
Hauts-de-France;2021-01-24;20-59;165;2248;2966038.0
Hauts-de-France;2021-01-24;60+;75;965;1471086.0
Hauts-de-France;2021-01-24;whole;278;3807;5962662.0
Hauts-de-France;2021-01-25;0-19;497;6781;1525538.0
Hauts-de-France;2021-01-25;20-59;1529;21725;2966038.0
Hauts-de-France;2021-01-25;60+;723;9332;1471086.0
Hauts-de-France;2021-01-25;whole;2749;37850;5962662.0
Hauts-de-France;2021-01-26;0-19;380;6179;1525538.0
Hauts-de-France;2021-01-26;20-59;1184;17377;2966038.0
Hauts-de-France;2021-01-26;60+;557;7434;1471086.0
Hauts-de-France;2021-01-26;whole;2126;31002;5962662.0
Hauts-de-France;2021-01-27;0-19;397;5659;1525538.0
Hauts-de-France;2021-01-27;20-59;1085;17009;2966038.0
Hauts-de-France;2021-01-27;60+;443;6647;1471086.0
Hauts-de-France;2021-01-27;whole;1926;29326;5962662.0
Hauts-de-France;2021-01-28;0-19;353;8390;1525538.0
Hauts-de-France;2021-01-28;20-59;1150;20013;2966038.0
Hauts-de-France;2021-01-28;60+;521;6507;1471086.0
Hauts-de-France;2021-01-28;whole;2025;34916;5962662.0
Hauts-de-France;2021-01-29;0-19;490;8585;1525538.0
Hauts-de-France;2021-01-29;20-59;1303;20777;2966038.0
Hauts-de-France;2021-01-29;60+;538;7293;1471086.0
Hauts-de-France;2021-01-29;whole;2334;36672;5962662.0
Hauts-de-France;2021-01-30;0-19;274;3868;1525538.0
Hauts-de-France;2021-01-30;20-59;803;12051;2966038.0
Hauts-de-France;2021-01-30;60+;278;4235;1471086.0
Hauts-de-France;2021-01-30;whole;1356;20164;5962662.0
Hauts-de-France;2021-01-31;0-19;43;669;1525538.0
Hauts-de-France;2021-01-31;20-59;167;2410;2966038.0
Hauts-de-France;2021-01-31;60+;95;1050;1471086.0
Hauts-de-France;2021-01-31;whole;305;4129;5962662.0
Hauts-de-France;2021-02-01;0-19;499;7338;1525538.0
Hauts-de-France;2021-02-01;20-59;1689;22058;2966038.0
Hauts-de-France;2021-02-01;60+;766;10003;1471086.0
Hauts-de-France;2021-02-01;whole;2954;39408;5962662.0
Hauts-de-France;2021-02-02;0-19;435;7490;1525538.0
Hauts-de-France;2021-02-02;20-59;1237;19513;2966038.0
Hauts-de-France;2021-02-02;60+;611;7900;1471086.0
Hauts-de-France;2021-02-02;whole;2286;34918;5962662.0
Hauts-de-France;2021-02-03;0-19;361;6210;1525538.0
Hauts-de-France;2021-02-03;20-59;1131;17361;2966038.0
Hauts-de-France;2021-02-03;60+;519;6753;1471086.0
Hauts-de-France;2021-02-03;whole;2012;30363;5962662.0
Hauts-de-France;2021-02-04;0-19;365;7261;1525538.0
Hauts-de-France;2021-02-04;20-59;1191;19370;2966038.0
Hauts-de-France;2021-02-04;60+;537;6497;1471086.0
Hauts-de-France;2021-02-04;whole;2095;33146;5962662.0
Hauts-de-France;2021-02-05;0-19;415;8223;1525538.0
Hauts-de-France;2021-02-05;20-59;1292;21512;2966038.0
Hauts-de-France;2021-02-05;60+;552;7888;1471086.0
Hauts-de-France;2021-02-05;whole;2260;37637;5962662.0
Hauts-de-France;2021-02-06;0-19;303;4419;1525538.0
Hauts-de-France;2021-02-06;20-59;908;13042;2966038.0
Hauts-de-France;2021-02-06;60+;336;4699;1471086.0
Hauts-de-France;2021-02-06;whole;1548;22175;5962662.0
Hauts-de-France;2021-02-07;0-19;43;741;1525538.0
Hauts-de-France;2021-02-07;20-59;170;2496;2966038.0
Hauts-de-France;2021-02-07;60+;75;1002;1471086.0
Hauts-de-France;2021-02-07;whole;289;4242;5962662.0
Hauts-de-France;2021-02-08;0-19;548;7911;1525538.0
Hauts-de-France;2021-02-08;20-59;1605;21908;2966038.0
Hauts-de-France;2021-02-08;60+;662;9806;1471086.0
Hauts-de-France;2021-02-08;whole;2815;39640;5962662.0
Hauts-de-France;2021-02-09;0-19;424;8467;1525538.0
Hauts-de-France;2021-02-09;20-59;1333;18701;2966038.0
Hauts-de-France;2021-02-09;60+;618;7742;1471086.0
Hauts-de-France;2021-02-09;whole;2376;34924;5962662.0
Hauts-de-France;2021-02-10;0-19;457;7085;1525538.0
Hauts-de-France;2021-02-10;20-59;1348;18119;2966038.0
Hauts-de-France;2021-02-10;60+;509;6341;1471086.0
Hauts-de-France;2021-02-10;whole;2317;31563;5962662.0
Hauts-de-France;2021-02-11;0-19;479;8834;1525538.0
Hauts-de-France;2021-02-11;20-59;1324;19812;2966038.0
Hauts-de-France;2021-02-11;60+;541;6546;1471086.0
Hauts-de-France;2021-02-11;whole;2345;35207;5962662.0
Hauts-de-France;2021-02-12;0-19;553;10007;1525538.0
Hauts-de-France;2021-02-12;20-59;1410;21200;2966038.0
Hauts-de-France;2021-02-12;60+;547;7567;1471086.0
Hauts-de-France;2021-02-12;whole;2511;38780;5962662.0
