reg;jour;three_class;P;T;pop;incidence;positivite;incidence hebdo
Centre-Val de Loire;2021-02-12;60+;148;3146;758212.0;19.519606653548085;4.704386522568341;129.11956022853767
Centre-Val de Loire;2021-02-12;whole;664;11957;2559073.0;25.94689561415403;5.5532324161579;153.7666178338797
Centre-Val de Loire;2021-02-13;0-19;82;1061;598570.0;13.699316704813137;7.7285579641847315;118.61603488313816
Centre-Val de Loire;2021-02-13;20-59;202;3286;1202291.0;16.801256933637532;6.1472915398660986;183.39985910233048
Centre-Val de Loire;2021-02-13;60+;77;1481;758212.0;10.155471029210828;5.199189736664416;129.77900639926563
Centre-Val de Loire;2021-02-13;whole;361;5828;2559073.0;14.106670657695188;6.19423472889499;152.3989350831336
Centre-Val de Loire;2021-02-14;0-19;5;143;598570.0;0.8353241893178742;3.4965034965034967;117.78071069382028
Centre-Val de Loire;2021-02-14;20-59;31;493;1202291.0;2.578410717538433;6.288032454361055;182.40176463102526
Centre-Val de Loire;2021-02-14;60+;24;462;758212.0;3.165341619494284;5.194805194805195;128.46011405780968
Centre-Val de Loire;2021-02-14;whole;60;1098;2559073.0;2.344599001278979;5.46448087431694;151.34386553255806
Centre-Val de Loire;2021-02-15;0-19;119;1960;598570.0;19.880715705765407;6.071428571428571;115.44180296373023
Centre-Val de Loire;2021-02-15;20-59;503;6929;1202291.0;41.83679325554296;7.259344782796941;184.89700080928827
Centre-Val de Loire;2021-02-15;60+;245;4455;758212.0;32.31286236567082;5.499438832772166;130.966009506576
Centre-Val de Loire;2021-02-15;whole;868;13350;2559073.0;33.91853221850256;6.501872659176031;152.71154828330415
Centre-Val de Loire;2021-02-16;0-19;96;2100;598570.0;16.038224434903185;4.571428571428571;109.5945336385051
Centre-Val de Loire;2021-02-16;20-59;406;7234;1202291.0;33.76886294582593;5.612385955211501;184.14842995580938
Centre-Val de Loire;2021-02-16;60+;218;3783;758212.0;28.751853043739747;5.762622257467618;132.02112337974074
Centre-Val de Loire;2021-02-16;whole;720;13119;2559073.0;28.135188015347744;5.488223187742968;151.30478888253677
Centre-Val de Loire;2021-02-17;0-19;114;1995;598570.0;19.045391516447534;5.714285714285714;112.93583039577659
Centre-Val de Loire;2021-02-17;20-59;404;6110;1202291.0;33.602513867275064;6.612111292962357;188.7230296159582
Centre-Val de Loire;2021-02-17;60+;180;3020;758212.0;23.740062146207126;5.960264900662252;136.1096896382542
Centre-Val de Loire;2021-02-17;whole;698;11128;2559073.0;27.27550171487879;6.272465851905104;155.4469137847963
Centre-Val de Loire;2021-02-18;0-19;108;1916;598570.0;18.043002489266087;5.6367432150313155;111.599311692868
Centre-Val de Loire;2021-02-18;20-59;410;6689;1202291.0;34.10156110292766;6.129466287935417;193.63032743320878
Centre-Val de Loire;2021-02-18;60+;141;3050;758212.0;18.596382014528917;4.6229508196721305;136.2415788723998
Centre-Val de Loire;2021-02-18;whole;659;11657;2559073.0;25.751512364047446;5.653255554602385;157.47889958590474
Centre-Val de Loire;2021-02-19;0-19;156;2380;598570.0;26.06211470671768;6.5546218487394965;113.6040897472309
Centre-Val de Loire;2021-02-19;20-59;426;7912;1202291.0;35.432353731334594;5.38422649140546;198.12175255408215
Centre-Val de Loire;2021-02-19;60+;165;3330;758212.0;21.761723634023202;4.954954954954955;138.48369585287492
Centre-Val de Loire;2021-02-19;whole;747;13622;2559073.0;29.190257565923286;5.483776244310674;160.722261537674
Centre-Val de Loire;2021-02-20;0-19;75;1423;598570.0;12.529862839768114;5.270555165144062;112.43463588218589
Centre-Val de Loire;2021-02-20;20-59;241;3758;1202291.0;20.04506396537943;6.412985630654604;201.36555958582406
Centre-Val de Loire;2021-02-20;60+;106;1519;758212.0;13.980258819433088;6.978275181040158;142.3084836430972
Centre-Val de Loire;2021-02-20;whole;422;6701;2559073.0;16.490346308995484;6.297567527234742;163.10593718897428
Centre-Val de Loire;2021-02-21;0-19;10;191;598570.0;1.6706483786357484;5.2356020942408374;113.26996007150376
Centre-Val de Loire;2021-02-21;20-59;34;669;1202291.0;2.827934335364733;5.082212257100149;201.61508320365039
Centre-Val de Loire;2021-02-21;60+;26;455;758212.0;3.429120087785474;5.714285714285714;142.57226211138834
Centre-Val de Loire;2021-02-21;whole;70;1315;2559073.0;2.735365501492142;5.323193916349809;163.49670368918743
Centre-Val de Loire;2021-02-22;0-19;143;1839;598570.0;23.890271814491204;7.775965198477433;117.27951618022955
Centre-Val de Loire;2021-02-22;20-59;565;7232;1202291.0;46.99361469061983;7.8125;206.77190463872725
Centre-Val de Loire;2021-02-22;60+;289;4091;758212.0;38.115988668077;7.064287460278661;148.37538841379455
Centre-Val de Loire;2021-02-22;whole;997;13165;2559073.0;38.95942007125237;7.573110520319028;168.53759154193727
Centre-Val de Loire;2021-02-23;0-19;103;1488;598570.0;17.20767829994821;6.922043010752688;118.44897004527458
Centre-Val de Loire;2021-02-23;20-59;469;7061;1202291.0;39.00885892017823;6.6421186800736445;212.01190061307952
Centre-Val de Loire;2021-02-23;60+;237;3737;758212.0;31.257748492506053;6.341985549906343;150.88128386256085
Centre-Val de Loire;2021-02-23;whole;809;12288;2559073.0;31.613009867244898;6.583658854166667;172.01541339383442
Centre-Val de Loire;2021-02-24;0-19;134;1428;598570.0;22.38668827371903;9.38375350140056;121.79026680254607
Centre-Val de Loire;2021-02-24;20-59;466;6086;1202291.0;38.75933530235193;7.656917515609596;217.16872204815638
Centre-Val de Loire;2021-02-24;60+;180;2890;758212.0;23.740062146207126;6.228373702422145;150.88128386256088
Centre-Val de Loire;2021-02-24;whole;780;10405;2559073.0;30.479787016626727;7.496395963479097;175.21969869558234
Centre-Val de Loire;2021-02-25;0-19;145;1787;598570.0;24.224401490218355;8.114157806379406;127.97166580349834
Centre-Val de Loire;2021-02-25;20-59;431;7163;1202291.0;35.84822642771176;6.0170319698450365;218.9153873729405
Centre-Val de Loire;2021-02-25;60+;194;3405;758212.0;25.58651142424546;5.697503671071953;157.8714132722774
Centre-Val de Loire;2021-02-25;whole;770;12358;2559073.0;30.089020516413562;6.230781679883476;179.55720684794846
Centre-Val de Loire;2021-02-26;0-19;103;1861;598570.0;17.20767829994821;5.534658785599141;119.11722939672887
Centre-Val de Loire;2021-02-26;20-59;431;8138;1202291.0;35.84822642771176;5.296141558122389;219.33126006931764
Centre-Val de Loire;2021-02-26;60+;188;3314;758212.0;24.79517601937189;5.672902836451418;160.9048656576261
Centre-Val de Loire;2021-02-26;whole;722;13313;2559073.0;28.213341315390377;5.423270487493427;178.58029059741557
Centre-Val de Loire;2021-02-27;0-19;72;1012;598570.0;12.028668326177389;7.114624505928854;118.61603488313816
Centre-Val de Loire;2021-02-27;20-59;264;3868;1202291.0;21.958078368714396;6.8252326783867625;221.2442744726526
Centre-Val de Loire;2021-02-27;60+;85;1506;758212.0;11.21058490237559;5.6440903054448865;158.1351917405686
Centre-Val de Loire;2021-02-27;whole;421;6386;2559073.0;16.45126965897417;6.592546194801127;178.54121394739423
Centre-Val de Loire;2021-02-28;0-19;15;153;598570.0;2.505972567953623;9.803921568627452;119.45135907245603
Centre-Val de Loire;2021-02-28;20-59;39;632;1202291.0;3.243807031741899;6.170886075949367;221.66014716902978
Centre-Val de Loire;2021-02-28;60+;28;508;758212.0;3.6928985560766647;5.511811023622047;158.3989702088598
Centre-Val de Loire;2021-02-28;whole;82;1293;2559073.0;3.2042853017479374;6.34184068058778;179.01013374765003
Centre-Val de Loire;2021-03-01;0-19;138;1462;598570.0;23.05494762517333;9.439124487004104;118.61603488313816
Centre-Val de Loire;2021-03-01;20-59;522;7217;1202291.0;43.41710950177619;7.23292226686989;218.08364198018614
Centre-Val de Loire;2021-03-01;60+;222;4063;758212.0;29.27940998032213;5.463942899335467;149.56239152110493
Centre-Val de Loire;2021-03-01;whole;882;12742;2559073.0;34.46560531880099;6.921990268403705;174.51631899519867
Centre-Val de Loire;2021-03-02;0-19;107;1072;598570.0;17.87593765140251;9.981343283582088;119.28429423459245
Centre-Val de Loire;2021-03-02;20-59;405;6057;1202291.0;33.6856884065505;6.686478454680535;212.7604714665584
Centre-Val de Loire;2021-03-02;60+;172;3266;758212.0;22.68494827304237;5.2663808940600125;140.98959130164124
Centre-Val de Loire;2021-03-02;whole;684;10398;2559073.0;26.728428614580356;6.578188113098673;169.6317377425341
Centre-Val de Loire;2021-03-03;0-19;117;1116;598570.0;19.54658603003826;10.483870967741936;116.44419199091168
Centre-Val de Loire;2021-03-03;20-59;373;5814;1202291.0;31.02410314973663;6.415548675610595;205.0252393139431
Centre-Val de Loire;2021-03-03;60+;146;3098;758212.0;19.25582818525689;4.712717882504842;136.505357340691
Centre-Val de Loire;2021-03-03;whole;636;10030;2559073.0;24.852749413557174;6.34097706879362;164.00470013946457
Centre-Val de Loire;2021-03-04;0-19;148;1211;598570.0;24.72559600380908;12.22130470685384;116.94538650450241
Centre-Val de Loire;2021-03-04;20-59;422;6411;1202291.0;35.099655574232855;6.582436437373265;204.2766684604642
Centre-Val de Loire;2021-03-04;60+;168;3000;758212.0;22.157391336459987;5.6000000000000005;133.0762372529055
Centre-Val de Loire;2021-03-04;whole;738;10624;2559073.0;28.838567715731436;6.946536144578314;162.75424733878245
Centre-Val de Loire;2021-03-05;0-19;131;1350;598570.0;21.885493760128305;9.703703703703702;121.6232019646825
Centre-Val de Loire;2021-03-05;20-59;464;6941;1202291.0;38.59298622380106;6.684915718196225;207.02142825655352
Centre-Val de Loire;2021-03-05;60+;194;3485;758212.0;25.58651142424546;5.566714490674318;133.86757265777908
Centre-Val de Loire;2021-03-05;whole;790;11780;2559073.0;30.870553516839884;6.706281833616298;165.41145954023196
Centre-Val de Loire;2021-03-06;0-19;95;853;598570.0;15.87115959703961;11.137162954279015;125.46569323554472
Centre-Val de Loire;2021-03-06;20-59;277;3494;1202291.0;23.039347379295027;7.927876359473383;208.10269726713418
Centre-Val de Loire;2021-03-06;60+;87;1527;758212.0;11.47436337066678;5.697445972495088;134.13135112607029
Centre-Val de Loire;2021-03-06;whole;459;5876;2559073.0;17.936182359784187;7.81143635125936;166.89637224104197
Centre-Val de Loire;2021-03-07;0-19;6;112;598570.0;1.002389027181449;5.357142857142857;123.96210969477252
Centre-Val de Loire;2021-03-07;20-59;43;501;1202291.0;3.5765051888436323;8.582834331337326;208.43539542423594
Centre-Val de Loire;2021-03-07;60+;26;404;758212.0;3.429120087785474;6.435643564356436;133.86757265777908
Centre-Val de Loire;2021-03-07;whole;75;1017;2559073.0;2.9307487515987236;7.374631268436578;166.62283569089277
Centre-Val de Loire;2021-03-08;0-19;139;1346;598570.0;23.222012463036904;10.326894502228825;124.12917453263611
Centre-Val de Loire;2021-03-08;20-59;697;7667;1202291.0;57.97265387497702;9.090909090909092;222.99093979743674
Centre-Val de Loire;2021-03-08;60+;212;4048;758212.0;27.960517638866175;5.237154150197629;132.54868031632313
Centre-Val de Loire;2021-03-08;whole;1048;13061;2559073.0;40.95232922233949;8.023887910573462;173.10955959443126
Centre-Val de Loire;2021-03-09;0-19;149;1251;598570.0;24.89266084167265;11.91047162270184;131.14589772290626
Centre-Val de Loire;2021-03-09;20-59;484;6239;1202291.0;40.25647700930973;7.75765347010739;229.56172840019596
Centre-Val de Loire;2021-03-09;60+;160;3036;758212.0;21.102277463295227;5.270092226613966;130.966009506576
Centre-Val de Loire;2021-03-09;whole;793;10528;2559073.0;30.98778346690384;7.532294832826748;177.36891444675473
Centre-Val de Loire;2021-03-10;0-19;139;1440;598570.0;23.222012463036904;9.652777777777779;134.8213241559049
Centre-Val de Loire;2021-03-10;20-59;465;6160;1202291.0;38.676160763076496;7.5487012987013;237.2137860135358
Centre-Val de Loire;2021-03-10;60+;168;2908;758212.0;22.157391336459987;5.777166437414031;133.8675726577791
Centre-Val de Loire;2021-03-10;whole;772;10510;2559073.0;30.16717381645619;7.345385347288297;182.68333884965375
Centre-Val de Loire;2021-03-11;0-19;183;1942;598570.0;30.572865329034197;9.423274974253347;140.66859348113002
Centre-Val de Loire;2021-03-11;20-59;553;7032;1202291.0;45.99552021931463;7.864050056882821;248.10965065861757
Centre-Val de Loire;2021-03-11;60+;170;2935;758212.0;22.42116980475118;5.792163543441227;134.13135112607029
Centre-Val de Loire;2021-03-11;whole;906;11911;2559073.0;35.403444919312584;7.606414238938797;189.2482160532349
Centre-Val de Loire;2021-03-12;0-19;207;2195;598570.0;34.58242143775999;9.430523917995444;153.3655211587617
Centre-Val de Loire;2021-03-12;20-59;619;7980;1202291.0;51.48503981149322;7.756892230576441;261.0017042463097
Centre-Val de Loire;2021-03-12;60+;189;3639;758212.0;24.927065253517487;5.193734542456719;133.47190495534232
Centre-Val de Loire;2021-03-12;whole;1018;13824;2559073.0;39.780029721700004;7.36400462962963;198.15769225809504
Centre-Val de Loire;2021-03-13;0-19;135;1243;598570.0;22.553753111582605;10.86082059533387;160.0481146733047
Centre-Val de Loire;2021-03-13;20-59;371;4148;1202291.0;30.85775407118576;8.944069431051108;268.82011093820046
Centre-Val de Loire;2021-03-13;60+;109;1621;758212.0;14.375926521869873;6.7242442936458975;136.3734681065454
Centre-Val de Loire;2021-03-13;whole;615;7012;2559073.0;24.032139763109534;8.770678836280661;204.25364966142038
Centre-Val de Loire;2021-03-14;0-19;4;125;598570.0;0.6682593514542994;3.2;159.71398499757757
Centre-Val de Loire;2021-03-14;20-59;44;592;1202291.0;3.659679728119066;7.4324324324324325;268.9032854774759
Centre-Val de Loire;2021-03-14;60+;19;424;758212.0;2.5058954487663083;4.481132075471698;135.45024346752624
Centre-Val de Loire;2021-03-14;whole;67;1141;2559073.0;2.618135551428193;5.872042068361086;203.94103646124987
Centre-Val de Loire;2021-03-15;0-19;212;2042;598570.0;35.41774562707787;10.381978452497552;171.9097181616185
Centre-Val de Loire;2021-03-15;20-59;736;7899;1202291.0;61.21646090671893;9.317635143689076;272.1470925092178
Centre-Val de Loire;2021-03-15;60+;260;3932;758212.0;34.29120087785474;6.612410986775178;141.7809267065148
Centre-Val de Loire;2021-03-15;whole;1208;13877;2559073.0;47.2045932257501;8.705051524104633;210.19330046466047
Centre-Val de Loire;2021-03-16;0-19;209;2688;598570.0;34.916551113487145;7.7752976190476195;181.93360843343302
Centre-Val de Loire;2021-03-16;20-59;652;7165;1202291.0;54.22979960758252;9.099790648988137;286.12041510749066
Centre-Val de Loire;2021-03-16;60+;212;3313;758212.0;27.960517638866175;6.399034108059161;148.63916688208576
Centre-Val de Loire;2021-03-16;whole;1073;13167;2559073.0;41.9292454728724;8.149160780739727;221.134762470629
Centre-Val de Loire;2021-03-17;0-19;229;2216;598570.0;38.257847870758646;10.333935018050541;196.96944384115474
Centre-Val de Loire;2021-03-17;20-59;653;6995;1202291.0;54.31297414685796;9.335239456754826;301.7572284912721
Centre-Val de Loire;2021-03-17;60+;204;2961;758212.0;26.905403765701415;6.889564336372847;153.38717931132717
Centre-Val de Loire;2021-03-17;whole;1086;12172;2559073.0;42.437241923149514;8.922116332566546;233.40483057732234
Centre-Val de Loire;2021-03-18;0-19;233;3575;598570.0;38.92610722221294;6.5174825174825175;205.3226857343335
Centre-Val de Loire;2021-03-18;20-59;646;8440;1202291.0;53.730752371929924;7.654028436018957;309.4924606438874
Centre-Val de Loire;2021-03-18;60+;210;3041;758212.0;27.696739170574986;6.905623150279514;158.662748677151
Centre-Val de Loire;2021-03-18;whole;1090;15061;2559073.0;42.59354852323478;7.2372352433437355;240.59493418124453
Centre-Val de Loire;2021-03-19;0-19;263;4145;598570.0;43.93805235812018;6.344993968636913;214.6783166546937
Centre-Val de Loire;2021-03-19;20-59;646;8895;1202291.0;53.730752371929924;7.262507026419336;311.7381732043241
Centre-Val de Loire;2021-03-19;60+;208;3299;758212.0;27.432960702283793;6.304940891179145;161.16864412591727
Centre-Val de Loire;2021-03-19;whole;1118;16341;2559073.0;43.68769472383164;6.841686555290375;244.50259918337616
Centre-Val de Loire;2021-03-20;0-19;165;1637;598570.0;27.565698247489852;10.07941356139279;219.69026179060094
Centre-Val de Loire;2021-03-20;20-59;377;4608;1202291.0;31.356801306838364;8.18142361111111;312.2372204399767
Centre-Val de Loire;2021-03-20;60+;118;1757;758212.0;15.56292962918023;6.7159931701764375;162.35564723322764
Centre-Val de Loire;2021-03-20;whole;660;8004;2559073.0;25.790589014068768;8.245877061469265;246.26104843433538
Centre-Val de Loire;2021-03-21;0-19;24;197;598570.0;4.009556108725796;12.18274111675127;223.03155854787244
Centre-Val de Loire;2021-03-21;20-59;47;640;1202291.0;3.909203345945366;7.34375;312.4867440578029
Centre-Val de Loire;2021-03-21;60+;28;473;758212.0;3.6928985560766647;5.9196617336152215;163.54265034053802
Centre-Val de Loire;2021-03-21;whole;99;1311;2559073.0;3.8685883521103146;7.551487414187644;247.5115012350175
Centre-Val de Loire;2021-03-22;0-19;258;3201;598570.0;43.102728168802315;8.059981255857544;230.7165410895969
Centre-Val de Loire;2021-03-22;20-59;883;9270;1202291.0;73.44311818020762;9.525350593311758;324.71340133129166
Centre-Val de Loire;2021-03-22;60+;278;4136;758212.0;36.665207092475455;6.72147001934236;165.91665655515874
Centre-Val de Loire;2021-03-22;whole;1419;16609;2559073.0;55.44976638024785;8.543560720091516;255.75667438951524
Centre-Val de Loire;2021-03-23;0-19;266;3923;598570.0;44.439246871710914;6.780525108335457;240.23923684782065
Centre-Val de Loire;2021-03-23;20-59;783;8533;1202291.0;65.1256642526643;9.176139692956756;335.6092659763735
Centre-Val de Loire;2021-03-23;60+;250;3880;758212.0;32.97230853639879;6.443298969072164;170.92844745269136
Centre-Val de Loire;2021-03-23;whole;1299;16338;2559073.0;50.760568377689886;7.950789570326846;264.58799729433275
Centre-Val de Loire;2021-03-24;0-19;287;2991;598570.0;47.947608466845985;9.595453025743899;249.92899744390797
Centre-Val de Loire;2021-03-24;20-59;760;8290;1202291.0;63.21264984932932;9.16767189384801;344.5089416788448
Centre-Val de Loire;2021-03-24;60+;240;3355;758212.0;31.653416194942842;7.153502235469449;175.67645988193277
Centre-Val de Loire;2021-03-24;whole;1287;14637;2559073.0;50.291648577434096;8.792785406845665;272.4424039486173
Centre-Val de Loire;2021-03-25;0-19;310;4552;598570.0;51.7900997377082;6.810193321616871;262.79298995940326
Centre-Val de Loire;2021-03-25;20-59;838;9698;1202291.0;69.70026391281313;8.640956898329552;360.478453219728
Centre-Val de Loire;2021-03-25;60+;238;3818;758212.0;31.38963772665165;6.233630172865374;179.36935843800944
Centre-Val de Loire;2021-03-25;whole;1386;18071;2559073.0;54.16023692954441;7.6697471086270825;284.00909235492696
Corse;2020-05-13;0-19;0;16;68555.0;0.0;0.0;0.0
Corse;2020-05-13;20-59;5;270;170160.0;2.938410907381288;1.8518518518518516;2.938410907381288
Corse;2020-05-13;60+;1;76;105964.0;0.943716733985127;1.3157894736842104;0.943716733985127
Corse;2020-05-13;whole;6;364;344679.0;1.7407500892134422;1.6483516483516485;1.7407500892134422
Corse;2020-05-14;0-19;0;21;68555.0;0.0;0.0;0.0
Corse;2020-05-14;20-59;2;186;170160.0;1.1753643629525152;1.0752688172043012;4.113775270333804
Corse;2020-05-14;60+;1;114;105964.0;0.943716733985127;0.8771929824561403;1.887433467970254
Corse;2020-05-14;whole;3;324;344679.0;0.8703750446067211;0.9259259259259258;2.6111251338201633
Corse;2020-05-15;0-19;0;12;68555.0;0.0;0.0;0.0
Corse;2020-05-15;20-59;0;172;170160.0;0.0;0.0;4.113775270333804
Corse;2020-05-15;60+;1;100;105964.0;0.943716733985127;1.0;2.831150201955381
Corse;2020-05-15;whole;1;301;344679.0;0.290125014868907;0.33222591362126247;2.9012501486890705
Corse;2020-05-16;0-19;0;6;68555.0;0.0;0.0;0.0
Corse;2020-05-16;20-59;1;49;170160.0;0.5876821814762576;2.0408163265306123;4.701457451810061
Corse;2020-05-16;60+;0;41;105964.0;0.0;0.0;2.831150201955381
Corse;2020-05-16;whole;1;96;344679.0;0.290125014868907;1.0416666666666665;3.1913751635579777
Corse;2020-05-17;0-19;0;1;68555.0;0.0;0.0;0.0
Corse;2020-05-17;20-59;0;11;170160.0;0.0;0.0;4.701457451810061
Corse;2020-05-17;60+;0;28;105964.0;0.0;0.0;2.831150201955381
Corse;2020-05-17;whole;0;40;344679.0;0.0;0.0;3.1913751635579777
Corse;2020-05-18;0-19;1;24;68555.0;1.458682809423091;4.166666666666666;1.458682809423091
Corse;2020-05-18;20-59;1;281;170160.0;0.5876821814762576;0.3558718861209964;5.289139633286318
Corse;2020-05-18;60+;0;114;105964.0;0.0;0.0;2.831150201955381
Corse;2020-05-18;whole;2;419;344679.0;0.580250029737814;0.47732696897374705;3.7716251932957916
Corse;2020-05-19;0-19;0;30;68555.0;0.0;0.0;1.458682809423091
Corse;2020-05-19;20-59;4;180;170160.0;2.3507287259050305;2.2222222222222223;7.6398683591913485
Corse;2020-05-19;60+;2;96;105964.0;1.887433467970254;2.083333333333333;4.718583669925635
Corse;2020-05-19;whole;6;306;344679.0;1.7407500892134422;1.9607843137254901;5.512375282509234
Corse;2020-05-20;0-19;0;22;68555.0;0.0;0.0;1.458682809423091
Corse;2020-05-20;20-59;3;170;170160.0;1.7630465444287728;1.7647058823529411;6.464503996238834
Corse;2020-05-20;60+;0;94;105964.0;0.0;0.0;3.774866935940508
Corse;2020-05-20;whole;3;286;344679.0;0.8703750446067211;1.048951048951049;4.642000237902512
Corse;2020-05-21;0-19;0;4;68555.0;0.0;0.0;1.458682809423091
Corse;2020-05-21;20-59;0;16;170160.0;0.0;0.0;5.289139633286318
Corse;2020-05-21;60+;0;26;105964.0;0.0;0.0;2.831150201955381
Corse;2020-05-21;whole;0;46;344679.0;0.0;0.0;3.771625193295791
Corse;2020-05-22;0-19;0;20;68555.0;0.0;0.0;1.458682809423091
Corse;2020-05-22;20-59;0;202;170160.0;0.0;0.0;5.289139633286318
Corse;2020-05-22;60+;0;148;105964.0;0.0;0.0;1.887433467970254
Corse;2020-05-22;whole;0;370;344679.0;0.0;0.0;3.4815001784268844
Corse;2020-05-23;0-19;0;6;68555.0;0.0;0.0;1.458682809423091
Corse;2020-05-23;20-59;1;56;170160.0;0.5876821814762576;1.7857142857142856;5.289139633286318
Corse;2020-05-23;60+;1;64;105964.0;0.943716733985127;1.5625;2.831150201955381
Corse;2020-05-23;whole;2;126;344679.0;0.580250029737814;1.5873015873015872;3.771625193295791
Corse;2020-05-24;0-19;0;2;68555.0;0.0;0.0;1.458682809423091
Corse;2020-05-24;20-59;0;14;170160.0;0.0;0.0;5.289139633286318
Corse;2020-05-24;60+;0;28;105964.0;0.0;0.0;2.831150201955381
Corse;2020-05-24;whole;0;44;344679.0;0.0;0.0;3.771625193295791
Corse;2020-05-25;0-19;0;22;68555.0;0.0;0.0;0.0
Corse;2020-05-25;20-59;0;202;170160.0;0.0;0.0;4.701457451810061
Corse;2020-05-25;60+;1;146;105964.0;0.943716733985127;0.684931506849315;3.774866935940508
Corse;2020-05-25;whole;1;370;344679.0;0.290125014868907;0.2702702702702703;3.4815001784268844
Corse;2020-05-26;0-19;0;12;68555.0;0.0;0.0;0.0
Corse;2020-05-26;20-59;0;113;170160.0;0.0;0.0;2.3507287259050305
Corse;2020-05-26;60+;1;114;105964.0;0.943716733985127;0.8771929824561403;2.831150201955381
Corse;2020-05-26;whole;1;239;344679.0;0.290125014868907;0.41841004184100417;2.030875104082349
Corse;2020-05-27;0-19;0;15;68555.0;0.0;0.0;0.0
Corse;2020-05-27;20-59;0;139;170160.0;0.0;0.0;0.5876821814762576
Corse;2020-05-27;60+;0;107;105964.0;0.0;0.0;2.831150201955381
Corse;2020-05-27;whole;0;261;344679.0;0.0;0.0;1.160500059475628
Corse;2020-05-28;0-19;0;21;68555.0;0.0;0.0;0.0
Corse;2020-05-28;20-59;1;200;170160.0;0.5876821814762576;0.5;1.1753643629525152
Corse;2020-05-28;60+;2;64;105964.0;1.887433467970254;3.125;4.718583669925635
Corse;2020-05-28;whole;3;285;344679.0;0.8703750446067211;1.0526315789473684;2.030875104082349
Corse;2020-05-29;0-19;0;12;68555.0;0.0;0.0;0.0
Corse;2020-05-29;20-59;0;132;170160.0;0.0;0.0;1.1753643629525152
Corse;2020-05-29;60+;1;112;105964.0;0.943716733985127;0.8928571428571428;5.662300403910762
Corse;2020-05-29;whole;1;256;344679.0;0.290125014868907;0.390625;2.321000118951256
Corse;2020-05-30;0-19;0;4;68555.0;0.0;0.0;0.0
Corse;2020-05-30;20-59;0;73;170160.0;0.0;0.0;0.5876821814762576
Corse;2020-05-30;60+;0;71;105964.0;0.0;0.0;4.718583669925635
Corse;2020-05-30;whole;0;148;344679.0;0.0;0.0;1.740750089213442
Corse;2020-05-31;0-19;0;4;68555.0;0.0;0.0;0.0
Corse;2020-05-31;20-59;0;11;170160.0;0.0;0.0;0.5876821814762576
Corse;2020-05-31;60+;0;10;105964.0;0.0;0.0;4.718583669925635
Corse;2020-05-31;whole;0;25;344679.0;0.0;0.0;1.740750089213442
Corse;2020-06-01;0-19;0;1;68555.0;0.0;0.0;0.0
Corse;2020-06-01;20-59;0;13;170160.0;0.0;0.0;0.5876821814762576
Corse;2020-06-01;60+;0;36;105964.0;0.0;0.0;3.774866935940508
Corse;2020-06-01;whole;0;50;344679.0;0.0;0.0;1.450625074344535
Corse;2020-06-02;0-19;0;18;68555.0;0.0;0.0;0.0
Corse;2020-06-02;20-59;1;173;170160.0;0.5876821814762576;0.5780346820809248;1.1753643629525152
Corse;2020-06-02;60+;0;167;105964.0;0.0;0.0;2.831150201955381
Corse;2020-06-02;whole;1;358;344679.0;0.290125014868907;0.27932960893854747;1.450625074344535
Corse;2020-06-03;0-19;0;14;68555.0;0.0;0.0;0.0
Corse;2020-06-03;20-59;1;123;170160.0;0.5876821814762576;0.8130081300813009;1.7630465444287728
Corse;2020-06-03;60+;1;119;105964.0;0.943716733985127;0.8403361344537815;3.774866935940508
Corse;2020-06-03;whole;2;256;344679.0;0.580250029737814;0.78125;2.030875104082349
Corse;2020-06-04;0-19;0;14;68555.0;0.0;0.0;0.0
Corse;2020-06-04;20-59;0;110;170160.0;0.0;0.0;1.1753643629525152
Corse;2020-06-04;60+;1;70;105964.0;0.943716733985127;1.4285714285714286;2.831150201955381
Corse;2020-06-04;whole;1;194;344679.0;0.290125014868907;0.5154639175257731;1.450625074344535
Corse;2020-06-05;0-19;0;15;68555.0;0.0;0.0;0.0
Corse;2020-06-05;20-59;1;98;170160.0;0.5876821814762576;1.0204081632653061;1.7630465444287728
Corse;2020-06-05;60+;1;113;105964.0;0.943716733985127;0.8849557522123894;2.831150201955381
Corse;2020-06-05;whole;2;226;344679.0;0.580250029737814;0.8849557522123894;1.7407500892134422
Corse;2020-06-06;0-19;0;6;68555.0;0.0;0.0;0.0
Corse;2020-06-06;20-59;0;50;170160.0;0.0;0.0;1.7630465444287728
Corse;2020-06-06;60+;1;64;105964.0;0.943716733985127;1.5625;3.774866935940508
Corse;2020-06-06;whole;1;121;344679.0;0.290125014868907;0.8264462809917356;2.0308751040823494
Corse;2020-06-07;0-19;0;1;68555.0;0.0;0.0;0.0
Corse;2020-06-07;20-59;0;14;170160.0;0.0;0.0;1.7630465444287728
Corse;2020-06-07;60+;0;12;105964.0;0.0;0.0;3.774866935940508
Corse;2020-06-07;whole;0;27;344679.0;0.0;0.0;2.0308751040823494
Corse;2020-06-08;0-19;0;20;68555.0;0.0;0.0;0.0
Corse;2020-06-08;20-59;2;137;170160.0;1.1753643629525152;1.4598540145985401;2.938410907381288
Corse;2020-06-08;60+;0;152;105964.0;0.0;0.0;3.774866935940508
Corse;2020-06-08;whole;2;309;344679.0;0.580250029737814;0.6472491909385114;2.6111251338201633
Corse;2020-06-09;0-19;0;21;68555.0;0.0;0.0;0.0
Corse;2020-06-09;20-59;0;128;170160.0;0.0;0.0;2.3507287259050305
