reg;jour;three_class;P;T;pop;incidence;positivite;incidence hebdo
Île-de-France;2020-11-13;60+;944;10663;2517033.0;37.50447451423958;8.853043233611555;250.57279741664095
Île-de-France;2020-11-13;whole;4123;40864;12278210.0;33.57981334412752;10.089565387627252;219.00586486140898
Île-de-France;2020-11-14;0-19;295;2454;3140965.0;9.392018058144552;12.02118989405053;131.997650403618
Île-de-France;2020-11-14;20-59;983;9061;6620212.0;14.848467088365148;10.848692197329212;236.54831597537964
Île-de-France;2020-11-14;60+;370;4154;2517033.0;14.699847002403228;8.907077515647568;240.24317519873597
Île-de-France;2020-11-14;whole;1648;15680;12278210.0;13.422151926054367;10.510204081632653;210.77176559123848
Île-de-France;2020-11-15;0-19;54;625;3140965.0;1.7192168648806974;8.64;131.0425299231287
Île-de-France;2020-11-15;20-59;238;2486;6620212.0;3.5950510346194355;9.573612228479485;235.17373763861337
Île-de-France;2020-11-15;60+;137;1473;2517033.0;5.442916322511465;9.300746775288527;236.9853712684736
Île-de-France;2020-11-15;whole;429;4589;12278210.0;3.493994645799347;9.34844192634561;209.11843012947327
Île-de-France;2020-11-16;0-19;819;6173;3140965.0;26.07478911735725;13.2674550461688;119.83578295205456
Île-de-France;2020-11-16;20-59;2927;27232;6620212.0;44.21308562323986;10.748384253819037;212.1684320683386
Île-de-France;2020-11-16;60+;1076;11892;2517033.0;42.74874425563749;9.048099562731247;215.01505939731422
Île-de-France;2020-11-16;whole;4827;45390;12278210.0;39.31354814749056;10.634500991407798;189.34356066560193
Île-de-France;2020-11-17;0-19;586;5379;3140965.0;18.65668671889053;10.894218256181446;111.6535841691964
Île-de-France;2020-11-17;20-59;2228;23142;6620212.0;33.65451136610127;9.627517068533402;193.770229714698
Île-de-France;2020-11-17;60+;815;10133;2517033.0;32.37939272150981;8.043027731175368;193.87906316683177
Île-de-France;2020-11-17;whole;3630;38691;12278210.0;29.564570079840628;9.382026827944483;172.94866271223574
Île-de-France;2020-11-18;0-19;578;5215;3140965.0;18.40198792409339;11.083413231064238;125.37548173889235
Île-de-France;2020-11-18;20-59;1841;22101;6620212.0;27.80877712073269;8.329939821727523;213.21069476324925
Île-de-France;2020-11-18;60+;664;8653;2517033.0;26.380265971880384;7.673639200277361;208.8967446990167
Île-de-France;2020-11-18;whole;3086;35996;12278210.0;25.133956822696465;8.573174797199687;190.04398849669454
Île-de-France;2020-11-19;0-19;494;5282;3140965.0;15.727650578723418;9.352517985611511;111.43072272374891
Île-de-France;2020-11-19;20-59;1728;23228;6620212.0;26.101883142110857;7.43929739969003;187.96981123867334
Île-de-France;2020-11-19;60+;664;9044;2517033.0;26.380265971880384;7.341884122069881;185.53590676006235
Île-de-France;2020-11-19;whole;2891;37582;12278210.0;23.545777438242222;7.692512372944495;168.05381240425112
Île-de-France;2020-11-20;0-19;477;5428;3140965.0;15.186415639779495;8.787767133382461;105.15876490186933
Île-de-France;2020-11-20;20-59;1667;24445;6620212.0;25.180462498784028;6.819390468398446;175.4022378739533
Île-de-France;2020-11-20;60+;639;9817;2517033.0;25.3870330663126;6.509116838137924;173.41846531213537
Île-de-France;2020-11-20;whole;2797;39728;12278210.0;22.78019352983863;7.0403745469190495;157.25419258996223
Île-de-France;2020-11-21;0-19;267;2950;3140965.0;8.50057227635456;9.05084745762712;104.26731912007934
Île-de-France;2020-11-21;20-59;891;11779;6620212.0;13.45878349515091;7.564309364122591;174.01255428073904
Île-de-France;2020-11-21;60+;314;4782;2517033.0;12.475005293931387;6.566290255123379;171.19362360366353
Île-de-France;2020-11-21;whole;1476;19523;12278210.0;12.02129626386908;7.5603134764124365;155.85333692777695
Île-de-France;2020-11-22;0-19;56;639;3140965.0;1.7828915635799827;8.763693270735525;104.33099381877862
Île-de-France;2020-11-22;20-59;201;2792;6620212.0;3.0361565460441446;7.199140401146131;173.45365979216376
Île-de-France;2020-11-22;60+;120;1475;2517033.0;4.767517946725371;8.135593220338983;170.51822522787745
Île-de-France;2020-11-22;whole;377;4907;12278210.0;3.070480143278214;7.682901976767882;155.42982242525582
Île-de-France;2020-11-23;0-19;585;5513;3140965.0;18.62484936954089;10.61128242336296;96.88105407096225
Île-de-France;2020-11-23;20-59;1968;26283;6620212.0;29.727144689626257;7.4877297112201795;158.96771885855014
Île-de-France;2020-11-23;60+;716;11612;2517033.0;28.446190415461377;6.166035136066139;156.21567138770132
Île-de-France;2020-11-23;whole;3270;43434;12278210.0;26.63254660084817;7.528664180135378;142.7488208786134
Île-de-France;2020-11-24;0-19;377;4873;3140965.0;12.002680704815239;7.736507285040016;90.22704805688697
Île-de-France;2020-11-24;20-59;1500;21904;6620212.0;22.657884671971228;6.848064280496713;147.9710921644201
Île-de-France;2020-11-24;60+;590;9882;2517033.0;23.440296571399738;5.970451325642583;147.27657523759123
Île-de-France;2020-11-24;whole;2469;36676;12278210.0;20.10879436008995;6.731922783291526;133.29304515886272
Île-de-France;2020-11-25;0-19;406;5024;3140965.0;12.925963835954875;8.081210191082802;84.75102396874846
Île-de-France;2020-11-25;20-59;1571;22546;6620212.0;23.73035787977787;6.967976581211745;143.89267292346528
Île-de-France;2020-11-25;60+;554;8755;2517033.0;22.01004118738213;6.327812678469447;142.906350453093
Île-de-France;2020-11-25;whole;2534;36348;12278210.0;20.638187488241364;6.971497744029932;128.79727582440762
Île-de-France;2020-11-26;0-19;381;5297;3140965.0;12.13003010221381;7.192750613554842;81.15340349223887
Île-de-France;2020-11-26;20-59;1479;23434;6620212.0;22.340674286563633;6.311342493812409;140.13146406791807
Île-de-France;2020-11-26;60+;474;9361;2517033.0;18.831695889565214;5.063561585300716;135.35778037077782
Île-de-France;2020-11-26;whole;2338;38124;12278210.0;19.04186359412325;6.132619871996643;124.29336198028864
Île-de-France;2020-11-27;0-19;385;5185;3140965.0;12.257379499612382;7.425265188042431;78.22436735207174
Île-de-France;2020-11-27;20-59;1426;25236;6620212.0;21.54009569482065;5.650657790458076;136.49109726395469
Île-de-France;2020-11-27;60+;473;10008;2517033.0;18.791966573342503;4.7262190247801765;128.76271387780773
Île-de-France;2020-11-27;whole;2284;40448;12278210.0;18.602060072274377;5.6467563291139244;120.11522852272441
Île-de-France;2020-11-28;0-19;194;2450;3140965.0;6.176445773830654;7.918367346938776;75.90024084954783
Île-de-France;2020-11-28;20-59;720;12105;6620212.0;10.875784642546192;5.947955390334572;133.90809841134998
Île-de-France;2020-11-28;60+;257;4499;2517033.0;10.210434269236837;5.712380529006446;126.49814285311318
Île-de-France;2020-11-28;whole;1172;19059;12278210.0;9.545365326053227;6.149325777847736;117.63929758490855
Île-de-France;2020-11-29;0-19;46;591;3140965.0;1.4645180700835572;7.7834179357022;75.5818673560514
Île-de-France;2020-11-29;20-59;194;3062;6620212.0;2.930419750908279;6.3357282821685175;133.8023616162141
Île-de-France;2020-11-29;60+;107;1654;2517033.0;4.2510368358301225;6.469165659008465;125.98166174221792
Île-de-France;2020-11-29;whole;347;5307;12278210.0;2.826144853362176;6.538534011682683;117.39496229499251
Île-de-France;2020-11-30;0-19;450;5302;3140965.0;14.326807207339147;8.487363259147491;71.28382519384967
Île-de-France;2020-11-30;20-59;1793;25977;6620212.0;27.08372481122961;6.90225969126535;131.15894173781746
Île-de-France;2020-11-30;60+;613;11401;2517033.0;24.354070844522102;5.3767213402333125;121.88954217127865
Île-de-France;2020-11-30;whole;2857;42700;12278210.0;23.26886410967071;6.690866510538641;114.03127980381507
Île-de-France;2020-12-01;0-19;327;4135;3140965.0;10.410813237333112;7.908101571946796;69.69195772636753
Île-de-France;2020-12-01;20-59;1316;22535;6620212.0;19.87851748554276;5.839804748169515;128.379574551389
Île-de-France;2020-12-01;60+;486;9506;2517033.0;19.308447684237752;5.112560488112771;117.75769328411666
Île-de-France;2020-12-01;whole;2133;36203;12278210.0;17.372239113030318;5.891776924564263;111.29472455675541
Île-de-France;2020-12-02;0-19;312;4273;3140965.0;9.933252997088474;7.301661596068336;66.69924688750115
Île-de-France;2020-12-02;20-59;1271;21781;6620212.0;19.19878094538362;5.835361094531931;123.84799761699475
Île-de-France;2020-12-02;60+;381;8422;2517033.0;15.13686948085305;4.52386606506768;110.88452157758758
Île-de-France;2020-12-02;whole;1966;34496;12278210.0;16.012105999164373;5.699211502782931;106.66864306767843
Île-de-France;2020-12-03;0-19;299;3979;3140965.0;9.519367455543122;7.514450867052023;64.08858424083044
Île-de-France;2020-12-03;20-59;1274;24202;6620212.0;19.244096714727565;5.2640277663003054;120.75142004515867
Île-de-France;2020-12-03;60+;440;9284;2517033.0;17.480899137993024;4.739336492890995;109.53372482601539
Île-de-France;2020-12-03;whole;2013;37496;12278210.0;16.39489795336617;5.368572647749093;104.02167742692136
Île-de-France;2020-12-04;0-19;316;4667;3140965.0;10.060602394487045;6.770944932504822;61.89180713570511
Île-de-France;2020-12-04;20-59;1462;26125;6620212.0;22.08388492694796;5.5961722488038275;121.29520927728598
Île-de-France;2020-12-04;60+;507;10031;2517033.0;20.142763324914693;5.054331572126408;110.88452157758758
Île-de-France;2020-12-04;whole;2286;40847;12278210.0;18.618349091602113;5.596494234582711;104.03796644624909
Île-de-France;2020-12-05;0-19;199;2464;3140965.0;6.3356325205788675;8.0762987012987;62.05099388245333
Île-de-France;2020-12-05;20-59;817;13794;6620212.0;12.340994518000329;5.922865013774105;122.76041915274011
Île-de-France;2020-12-05;60+;244;4771;2517033.0;9.693953158341586;5.114231817229093;110.36804046669234
Île-de-France;2020-12-05;whole;1260;21039;12278210.0;10.262082176473607;5.988877798374447;104.75468329666947
Île-de-France;2020-12-06;0-19;34;621;3140965.0;1.0824698778878465;5.475040257648954;61.668945690257615
Île-de-France;2020-12-06;20-59;191;3606;6620212.0;2.8851039815643365;5.296727676095396;122.71510338339618
Île-de-France;2020-12-06;60+;92;1697;2517033.0;3.655097092489451;5.421331761932822;109.77210072335167
Île-de-France;2020-12-06;whole;317;5931;12278210.0;2.5818095634461375;5.344798516270444;104.51034800675343
Île-de-France;2020-12-07;0-19;412;5218;3140965.0;13.11698793205273;7.895745496358758;60.4591264149712
Île-de-France;2020-12-07;20-59;1923;30591;6620212.0;29.047408149467117;6.286162596842209;124.67878672163368
Île-de-France;2020-12-07;60+;653;12712;2517033.0;25.943243493430558;5.1368785399622405;111.36127337226011
Île-de-France;2020-12-07;whole;2988;48555;12278210.0;24.335794875637408;6.153846153846154;105.57727877272013
Île-de-France;2020-12-08;0-19;326;4795;3140965.0;10.37897588798347;6.798748696558915;60.42728906562156
Île-de-France;2020-12-08;20-59;1454;26633;6620212.0;21.963042875364113;5.4593924830097995;126.76331211145504
Île-de-France;2020-12-08;60+;503;10525;2517033.0;19.983846060023847;4.779097387173397;112.03667174804622
Île-de-France;2020-12-08;whole;2285;41972;12278210.0;18.61020458193825;5.444105594205661;106.81524424162805
Île-de-France;2020-12-09;0-19;375;4896;3140965.0;11.939006006115955;7.659313725490197;62.43304207464904
Île-de-France;2020-12-09;20-59;1371;26714;6620212.0;20.709306590181704;5.132140450700008;128.2738377562531
Île-de-France;2020-12-09;60+;446;9516;2517033.0;17.719275035329293;4.686843211433375;114.61907730252244
Île-de-France;2020-12-09;whole;2193;41150;12278210.0;17.860909692862396;5.329283110571081;108.66404793532607
Île-de-France;2020-12-10;0-19;375;4860;3140965.0;11.939006006115955;7.716049382716049;64.85268062522186
Île-de-France;2020-12-10;20-59;1612;29323;6620212.0;24.349673394145082;5.497391126419534;133.3794144356706
Île-de-France;2020-12-10;60+;498;10350;2517033.0;19.785199478910286;4.811594202898551;116.92337764343971
Île-de-France;2020-12-10;whole;2488;44550;12278210.0;20.26354004370344;5.5847362514029175;112.53269002566334
Île-de-France;2020-12-11;0-19;415;5396;3140965.0;13.212499980101656;7.690882134914752;68.00457821083648
Île-de-France;2020-12-11;20-59;1654;32655;6620212.0;24.98409416496028;5.06507426121574;136.27962367368295
Île-de-France;2020-12-11;60+;561;11305;2517033.0;22.28814640094111;4.962406015037594;119.06876071946613
Île-de-France;2020-12-11;whole;2632;49395;12278210.0;21.43634943530042;5.328474541957688;115.35069036936167
Île-de-France;2020-12-12;0-19;254;3553;3140965.0;8.086686734809206;7.148888263439347;69.7556324250668
Île-de-France;2020-12-12;20-59;959;19810;6620212.0;14.485940933613605;4.840989399293286;138.42457008929625
Île-de-France;2020-12-12;60+;294;5888;2517033.0;11.680418969477158;4.993206521739131;121.05522653060171
Île-de-France;2020-12-12;whole;1507;29266;12278210.0;12.273776063448986;5.149320030069022;117.36238425633704
Île-de-France;2020-12-13;0-19;54;978;3140965.0;1.7192168648806974;5.521472392638037;70.39237941205967
Île-de-France;2020-12-13;20-59;269;6345;6620212.0;4.0633139845068404;4.2395587076438135;139.60278009223873
Île-de-France;2020-12-13;60+;110;2116;2517033.0;4.370224784498256;5.198487712665406;121.77035422261052
Île-de-France;2020-12-13;whole;433;9441;12278210.0;3.526572684454819;4.586378561593052;118.30714737734571
Île-de-France;2020-12-14;0-19;468;7321;3140965.0;14.899879495632712;6.392569321130994;72.17527097563965
Île-de-France;2020-12-14;20-59;2251;41978;6620212.0;34.00193226440482;5.362332650435943;144.55730420717646
Île-de-France;2020-12-14;60+;800;15123;2517033.0;31.783452978169137;5.289955696621041;127.61056370734909
Île-de-France;2020-12-14;whole;3521;64441;12278210.0;28.676818526479025;5.463912726369858;122.64817102818735
Île-de-France;2020-12-15;0-19;390;6731;3140965.0;12.416566246360592;5.794087059872233;74.21286133401678
Île-de-France;2020-12-15;20-59;1790;40213;6620212.0;27.038409041885668;4.45129684430408;149.632670373698
Île-de-France;2020-12-15;60+;632;14134;2517033.0;25.108927852753617;4.471487194000283;132.73564550007885
Île-de-France;2020-12-15;whole;2816;61114;12278210.0;22.93493921345212;4.607782177569788;126.97290565970121
Île-de-France;2020-12-16;0-19;430;10650;3140965.0;13.690060220346295;4.037558685446009;75.96391554824712
Île-de-France;2020-12-16;20-59;1784;49246;6620212.0;26.947777503197784;3.6226292490760668;155.87114128671408
Île-de-France;2020-12-16;60+;535;13030;2517033.0;21.25518417915061;4.105909439754413;136.27155464390017
Île-de-France;2020-12-16;whole;2752;72967;12278210.0;22.413690594964574;3.771567969081914;131.52568656180338
Île-de-France;2020-12-17;0-19;355;10680;3140965.0;11.302259019123104;3.3239700374531833;75.32716856125425
Île-de-France;2020-12-17;20-59;1725;59364;6620212.0;26.056567372766914;2.9058014958560743;157.57803526533593
Île-de-France;2020-12-17;60+;505;15451;2517033.0;20.063304692469266;3.2683968675166652;136.54965985745915
Île-de-France;2020-12-17;whole;2587;85523;12278210.0;21.069846500426365;3.0249172737158427;132.3319930185263
Île-de-France;2020-12-18;0-19;416;14790;3140965.0;13.2443373294513;2.812711291413117;75.35900591060391
Île-de-France;2020-12-18;20-59;2018;72599;6620212.0;30.482407512025294;2.779652612294935;163.07634861240095
Île-de-France;2020-12-18;60+;574;17673;2517033.0;22.804627511836355;3.247892265037062;137.0661409683544
Île-de-France;2020-12-18;whole;3011;105100;12278210.0;24.523118597906375;2.8648905803996194;135.41876218113225
Île-de-France;2020-12-19;0-19;293;13000;3140965.0;9.328343359445265;2.253846153846154;76.60066253523998
Île-de-France;2020-12-19;20-59;1227;51746;6620212.0;18.534149661672465;2.3711977737409655;167.1245573404598
Île-de-France;2020-12-19;60+;357;10431;2517033.0;14.183365891507979;3.4224906528616623;139.56908789038525
Île-de-France;2020-12-19;whole;1877;75197;12278210.0;15.287244639080127;2.496110217162919;138.4322307567634
Île-de-France;2020-12-20;0-19;38;3113;3140965.0;1.2098192752864168;1.220687439768712;76.0912649456457
Île-de-France;2020-12-20;20-59;352;15846;6620212.0;5.317050269689249;2.2213807901047584;168.37829362564221
Île-de-France;2020-12-20;60+;144;3527;2517033.0;5.721021536070445;4.082789906436065;140.91988464195742
Île-de-France;2020-12-20;whole;534;22497;12278210.0;4.349168160505481;2.3736498199759968;139.25482623281408
Île-de-France;2020-12-21;0-19;490;20169;3140965.0;15.600301181324848;2.4294709703009567;76.79168663133781
Île-de-France;2020-12-21;20-59;2412;99367;6620212.0;36.43387855252974;2.427365221854338;170.8102399137671
Île-de-France;2020-12-21;60+;806;23835;2517033.0;32.021828875505406;3.381581707572897;141.15826053929368
Île-de-France;2020-12-21;whole;3709;143437;12278210.0;30.207986343286194;2.5858042206683076;140.78599404962125
Île-de-France;2020-12-22;0-19;384;20254;3140965.0;12.225542150262738;1.8959217932260293;76.60066253523996
Île-de-France;2020-12-22;20-59;2020;106678;6620212.0;30.512618024921256;1.8935488104388907;174.2844488968027
Île-de-France;2020-12-22;60+;685;24398;2517033.0;27.21458161255733;2.8076071809164684;143.2639142990974
Île-de-France;2020-12-22;whole;3094;151398;12278210.0;25.19911290000741;2.04362012708226;143.05016773617655
Île-de-France;2020-12-23;0-19;365;19608;3140965.0;11.62063251261953;1.861485108119135;74.5312348275132
Île-de-France;2020-12-23;20-59;1933;105056;6620212.0;29.198460713946925;1.8399710630520865;176.53513210755185
Île-de-France;2020-12-23;60+;584;22077;2517033.0;23.20192067406347;2.6452869502196856;145.21065079401023
Île-de-France;2020-12-23;whole;2884;146797;12278210.0;23.488765870595145;1.964617805540985;144.1252430118071
Île-de-France;2020-12-24;0-19;344;14722;3140965.0;10.952048176277037;2.3366390436082054;74.18102398466714
Île-de-France;2020-12-24;20-59;1640;83609;6620212.0;24.772620574688542;1.9615113205516153;175.25118530947347
Île-de-France;2020-12-24;60+;507;16783;2517033.0;20.142763324914693;3.020914020139427;145.29010942645567
Île-de-France;2020-12-24;whole;2492;115138;12278210.0;20.29611808235891;2.164359290590422;143.35151459373964
Île-de-France;2020-12-25;0-19;24;1389;3140965.0;0.7640963843914211;1.7278617710583155;61.70078303960726
Île-de-France;2020-12-25;20-59;199;8819;6620212.0;3.005946033148183;2.2564916657217373;147.77472383059634
Île-de-France;2020-12-25;60+;88;2438;2517033.0;3.496179827598605;3.6095159967186223;125.98166174221794
Île-de-France;2020-12-25;whole;311;12654;12278210.0;2.53294250546293;2.45772087877351;121.36133850129619
Île-de-France;2020-12-26;0-19;285;6636;3140965.0;9.073644564648125;4.2947558770343575;61.44608424481012
Île-de-France;2020-12-26;20-59;1469;39923;6620212.0;22.189621722083825;3.6795831976554867;151.4301958910077
Île-de-France;2020-12-26;60+;371;8813;2517033.0;14.739576318625938;4.209690230341541;126.5378721693359
Île-de-France;2020-12-26;whole;2125;55391;12278210.0;17.307083035719376;3.8363633081186475;123.38117689793545
Île-de-France;2020-12-27;0-19;52;1577;3140965.0;1.6555421661814125;3.2974001268230815;61.891807135705115
Île-de-France;2020-12-27;20-59;277;10016;6620212.0;4.1841560360906875;2.7655750798722045;150.29730165740915
Île-de-France;2020-12-27;60+;119;2548;2517033.0;4.727788630502659;4.670329670329671;125.5446392637681
Île-de-France;2020-12-27;whole;448;14147;12278210.0;3.6487403294128375;3.1667491340920337;122.6807490668428
Île-de-France;2020-12-28;0-19;458;8415;3140965.0;14.581506002136287;5.442661913250149;60.87301195651656
Île-de-France;2020-12-28;20-59;2636;57084;6620212.0;39.81745599687744;4.617756288977647;153.68087910175686
Île-de-France;2020-12-28;60+;866;16363;2517033.0;34.40558784886809;5.292428038868178;127.92839823713078
Île-de-France;2020-12-28;whole;3960;81887;12278210.0;32.25225826891705;4.835932443489199;124.72502099247365
Île-de-France;2020-12-29;0-19;423;7315;3140965.0;13.467198774898796;5.782638414217361;62.114668581152614
Île-de-France;2020-12-29;20-59;2135;50839;6620212.0;32.24972251643905;4.199531855465293;155.41798359327464
Île-de-France;2020-12-29;60+;750;14290;2517033.0;29.796987167033567;5.248425472358292;130.510803791607
Île-de-France;2020-12-29;whole;3310;72463;12278210.0;26.958326987402888;4.567848419193243;126.48423507986912
Île-de-France;2020-12-30;0-19;445;8455;3140965.0;14.167620460590934;5.263157894736842;64.66165652912402
Île-de-France;2020-12-30;20-59;2089;55159;6620212.0;31.55488071983193;3.7872332710890335;157.77440359915965
Île-de-France;2020-12-30;60+;642;14275;2517033.0;25.506221014980735;4.497373029772329;132.81510413252428
Île-de-France;2020-12-30;whole;3181;77908;12278210.0;25.90768524076392;4.083020999127176;128.9031544500379
Île-de-France;2020-12-31;0-19;379;8532;3140965.0;12.066355403514526;4.442100328176277;65.77596375636149
Île-de-France;2020-12-31;20-59;1835;49989;6620212.0;27.718145582044805;3.6708075776670865;160.71992860651594
Île-de-France;2020-12-31;60+;556;12449;2517033.0;22.08949981982755;4.466222186521006;134.76184062743715
Île-de-France;2020-12-31;whole;2774;70992;12278210.0;22.59286980756967;3.9074825332431824;131.19990617524869
Île-de-France;2021-01-01;0-19;41;1067;3140965.0;1.3053313233353443;3.8425492033739452;66.31719869530542
Île-de-France;2021-01-01;20-59;225;6811;6620212.0;3.398682700795684;3.3034796652473943;161.11266527416342
Île-de-France;2021-01-01;60+;119;2150;2517033.0;4.727788630502659;5.534883720930233;135.9934494303412
Île-de-France;2021-01-01;whole;385;10036;12278210.0;3.135636220589158;3.836189717018733;131.8025998903749
Île-de-France;2021-01-02;0-19;378;5150;3140965.0;12.034518054164883;7.339805825242718;69.27807218482218
Île-de-France;2021-01-02;20-59;1719;30008;6620212.0;25.96593583407903;5.728472407358038;164.88897938615864
Île-de-France;2021-01-02;60+;411;8379;2517033.0;16.328748967534395;4.905119942713928;137.58262207924966
Île-de-France;2021-01-02;whole;2508;43553;12278210.0;20.426430236980796;5.758501136546277;134.92194709163633
Île-de-France;2021-01-03;0-19;86;1661;3140965.0;2.7380120440692592;5.177603853100542;70.36054206271004
Île-de-France;2021-01-03;20-59;415;9208;6620212.0;6.268681425912041;4.506950477845352;166.97350477598
Île-de-France;2021-01-03;60+;154;2554;2517033.0;6.118314698297559;6.029757243539546;138.97314814704455
Île-de-France;2021-01-03;whole;656;13435;12278210.0;5.34279833949737;4.882768887234834;136.61600510172087
Île-de-France;2021-01-04;0-19;706;7613;3140965.0;22.477168640847637;9.273610928674636;78.25620470142138
Île-de-France;2021-01-04;20-59;3433;52083;6620212.0;51.856345385918154;6.591402184973984;179.0123941650207
Île-de-France;2021-01-04;60+;822;17119;2517033.0;32.65749793506879;4.801682341258251;137.22505823324525
Île-de-France;2021-01-04;whole;4962;76848;12278210.0;40.413056952112726;6.456901936289819;144.77680378491652
Île-de-France;2021-01-05;0-19;545;6165;3140965.0;17.35135539555519;8.840227088402271;82.14036132207777
Île-de-France;2021-01-05;20-59;2634;41575;6620212.0;39.78724548398148;6.33553818400481;186.5499171325631
Île-de-France;2021-01-05;60+;773;14251;2517033.0;30.710761440155927;5.424180759244965;138.1388325063676
Île-de-France;2021-01-05;whole;3952;62007;12278210.0;32.1871021916061;6.3734739626171235;150.00557898911973
Île-de-France;2021-01-06;0-19;560;6429;3140965.0;17.828915635799827;8.71053040908384;85.80165649728667
Île-de-France;2021-01-06;20-59;2345;40721;6620212.0;35.42182637051502;5.758699442548071;190.41686278324622
Île-de-France;2021-01-06;60+;748;12666;2517033.0;29.71752853458814;5.905573977577768;142.350140025975
Île-de-France;2021-01-06;whole;3656;59842;12278210.0;29.776327331101193;6.109421476554928;153.87422107945702
Île-de-France;2021-01-07;0-19;536;6280;3140965.0;17.064819251408405;8.535031847133757;90.80012034518055
Île-de-France;2021-01-07;20-59;2419;42303;6620212.0;36.5396153476656;5.718270571827057;199.23833254886702
Île-de-France;2021-01-07;60+;639;12845;2517033.0;25.3870330663126;4.974698326196964;145.64767327246008
Île-de-France;2021-01-07;whole;3595;61455;12278210.0;29.27951224160525;5.849808803189325;160.5608635134926
Île-de-France;2021-01-08;0-19;580;7031;3140965.0;18.465662622792678;8.249182193144646;107.96045164463789
Île-de-France;2021-01-08;20-59;2482;46907;6620212.0;37.4912465038884;5.291321124778817;233.33089635195972
Île-de-France;2021-01-08;60+;695;14601;2517033.0;27.61187477478444;4.759947948770632;168.53175941674186
Île-de-France;2021-01-08;whole;3758;68566;12278210.0;30.607067316815726;5.480850567336581;188.03229460971917
Île-de-France;2021-01-09;0-19;373;5308;3140965.0;11.875331307416669;7.027128862094951;107.80126489788967
Île-de-France;2021-01-09;20-59;1541;27856;6620212.0;23.277200186338444;5.532021826536473;230.64216070421912
Île-de-France;2021-01-09;60+;395;7874;2517033.0;15.693079907971011;5.016510033020066;167.89609035717848
Île-de-France;2021-01-09;whole;2309;41050;12278210.0;18.805672813871077;5.624847746650427;186.41153718660942
Île-de-France;2021-01-10;0-19;74;1290;3140965.0;2.355963851873548;5.736434108527131;107.41921670569397
Île-de-France;2021-01-10;20-59;442;8672;6620212.0;6.676523350007522;5.096863468634686;231.05000262831462
Île-de-France;2021-01-10;60+;150;2660;2517033.0;5.959397433406713;5.639097744360902;167.7371730922876
Île-de-France;2021-01-10;whole;666;12627;12278210.0;5.424243436136049;5.2744119743406985;186.4929822832481
Île-de-France;2021-01-11;0-19;706;8148;3140965.0;22.477168640847637;8.664702994599901;107.41921670569397
Île-de-France;2021-01-11;20-59;3320;47787;6620212.0;50.149451407296326;6.94749618096972;229.3431086496928
Île-de-France;2021-01-11;60+;969;16553;2517033.0;38.49770741980737;5.853923760043497;173.5773825770262
Île-de-France;2021-01-11;whole;4997;72514;12278210.0;40.6981147903481;6.891083101194252;186.7780401214835
Île-de-France;2021-01-12;0-19;606;7844;3140965.0;19.293433705883384;7.725650178480367;109.36129501602215
Île-de-France;2021-01-12;20-59;2520;39976;6620212.0;38.06524624891166;6.3037822693616175;227.62110941462294
Île-de-France;2021-01-12;60+;788;14075;2517033.0;31.3067011834966;5.5985790408525755;174.17332232036688
Île-de-France;2021-01-12;whole;3924;61933;12278210.0;31.959055921017804;6.335879095151212;186.54999385089522
Île-de-France;2021-01-13;0-19;663;8384;3140965.0;21.108162618813008;7.907919847328245;112.64054199903534
Île-de-France;2021-01-13;20-59;2578;40724;6620212.0;38.94135112289455;6.330419408702485;231.14063416700253
Île-de-France;2021-01-13;60+;662;13105;2517033.0;26.300807339434964;5.051507058374667;170.75660112521368
Île-de-France;2021-01-13;whole;3906;62245;12278210.0;31.812454747068177;6.275202827536348;188.5861212668622
Île-de-France;2021-01-14;0-19;602;8906;3140965.0;19.166084308484812;6.7594879856276675;114.74180705611174
Île-de-France;2021-01-14;20-59;2549;43502;6620212.0;38.50329868590311;5.859500712610914;233.10431750524
Île-de-France;2021-01-14;60+;726;13542;2517033.0;28.843483577688495;5.361098803721755;174.2130516365896
Île-de-France;2021-01-14;whole;3882;65985;12278210.0;31.61698651513535;5.883155262559673;190.92359554039228
Île-de-France;2021-01-15;0-19;740;9960;3140965.0;23.559638518735483;7.429718875502007;119.83578295205454
Île-de-France;2021-01-15;20-59;2631;45440;6620212.0;39.741929714637536;5.790052816901409;235.35500071598915
Île-de-France;2021-01-15;60+;798;14586;2517033.0;31.703994345723718;5.470999588646648;178.30517120752887
Île-de-France;2021-01-15;whole;4170;70012;12278210.0;33.962605298329315;5.95612180769011;194.2791335219059
Île-de-France;2021-01-16;0-19;444;7065;3140965.0;14.135783111241292;6.284501061571126;122.09623475587917
Île-de-France;2021-01-16;20-59;1569;29888;6620212.0;23.700147366881907;5.249598501070664;235.77794789653262
Île-de-France;2021-01-16;60+;479;9285;2517033.0;19.03034247067877;5.158858373721055;181.64243377023664
Île-de-France;2021-01-16;whole;2492;46253;12278210.0;20.29611808235891;5.3877586318725275;195.7695787903937
Île-de-France;2021-01-17;0-19;102;1828;3140965.0;3.24740963366354;5.579868708971554;122.98768053766916
Île-de-France;2021-01-17;20-59;448;8706;6620212.0;6.767154888695408;5.14587640707558;235.8685794352205
Île-de-France;2021-01-17;60+;163;2923;2517033.0;6.4758785443019615;5.5764625384878554;182.15891488113186
Île-de-France;2021-01-17;whole;713;13463;12278210.0;5.807035390337842;5.295996434672807;196.1523707445955
Île-de-France;2021-01-18;0-19;900;9868;3140965.0;28.653614414678295;9.120389136603162;129.1641263114998
