jour;three_class;P;T;pop;incidence;positivite;incidence hebdo
2020-09-16;whole;13275;243290;67114995.0;19.77948445053151;5.4564511488347245;104.47143741871695
2020-09-17;0-19;2554;55026;16099691.846810132;15.863657666876586;4.641442227310725;85.46747435247526
2020-09-17;20-59;9031;141772;33157720.0476845;27.236492699173567;6.370087182236267;143.42964453408223
2020-09-17;60+;1899;42732;17857583.105505366;10.63413782694116;4.443976411120472;57.952971232761485
2020-09-17;whole;13498;239625;67114995.0;20.111749989700513;5.632968179447053;106.86732525272483
2020-09-18;0-19;2518;55279;16099691.846810132;15.640050902582319;4.555075164167224;87.31844145691113
2020-09-18;20-59;8693;136551;33157720.0476845;26.21712224935398;6.3661196183111075;147.52220577788452
2020-09-18;60+;1847;47859;17857583.105505366;10.342945005982266;3.859253223009256;59.649729401041206
2020-09-18;whole;13068;239784;67114995.0;19.47105859130288;5.449904914422981;109.787686045421
2020-09-19;0-19;958;19636;16099691.846810132;5.950424449830763;4.878794051741699;88.2128685140882
2020-09-19;20-59;3364;52211;33157720.0476845;10.145450275719176;6.4430867058665795;148.99094367451806
2020-09-19;60+;776;20386;17857583.105505366;4.345492866617346;3.8065338958108508;60.04171973694741
2020-09-19;whole;5099;92263;67114995.0;7.597408000998883;5.5265924585153305;110.83067204281248
2020-09-20;0-19;265;5260;16099691.846810132;1.6459942371661296;5.038022813688213;88.30603799921082
2020-09-20;20-59;1184;15969;33157720.0476845;3.570812463273337;7.414365332832363;149.60920090000036
2020-09-20;60+;301;7375;17857583.105505366;1.6855584443966767;4.08135593220339;60.04171973694741
2020-09-20;whole;1751;28613;67114995.0;2.6089549734750035;6.119595987837696;111.15846764199267
2020-09-21;0-19;2639;45997;16099691.846810132;16.39161808257138;5.73733069548014;87.53583692219723
2020-09-21;20-59;10399;140908;33157720.0476845;31.36222872092857;7.379992619297698;152.07016624631035
2020-09-21;60+;2408;52134;17857583.105505366;13.484467555173413;4.618866766409637;61.307288535730294
2020-09-21;whole;15459;239178;67114995.0;23.033600762392965;6.46338710082031;112.52924923856435
2020-09-22;0-19;2391;44034;16099691.846810132;14.85121592854421;5.429895081073716;86.59793077196294
2020-09-22;20-59;9498;127983;33157720.0476845;28.64491281771128;7.421298141159373;153.59319014323015
2020-09-22;60+;2152;43775;17857583.105505366;12.050902898145011;4.916047972587093;63.11044408089883
2020-09-22;whole;14064;215917;67114995.0;20.955078667591348;6.513614027612462;113.55733543599311
2020-09-23;0-19;2162;40348;16099691.846810132;13.428828455672347;5.358382075939328;83.77178972324373
2020-09-23;20-59;8831;118709;33157720.0476845;26.633314918215238;7.439200060652521;153.81033414437513
2020-09-23;60+;1854;39729;17857583.105505366;10.382144039572886;4.66661632560598;62.92564863682876
2020-09-23;whole;12861;198908;67114995.0;19.162632732074254;6.465803285941239;112.94048371753584
2020-09-24;0-19;2097;36423;16099691.846810132;13.025094020141031;5.757351124289597;80.93322607650816
2020-09-24;20-59;8592;121617;33157720.0476845;25.912517469970027;7.064801795801574;152.4863589151716
2020-09-24;60+;1894;41897;17857583.105505366;10.606138517233575;4.5206100675466026;62.89764932712117
2020-09-24;whole;12586;200007;67114995.0;18.752888233099025;6.292779752708655;111.58162196093437
2020-09-25;0-19;2160;37491;16099691.846810132;13.416405857656;5.761382731855645;78.70958103158186
2020-09-25;20-59;8117;122057;33157720.0476845;24.479970240193982;6.650171641118494;150.7492069060116
2020-09-25;60+;1853;46684;17857583.105505366;10.376544177631368;3.9692399965727017;62.93124849877027
2020-09-25;whole;12140;206310;67114995.0;18.08835715476102;5.884348795501914;110.19892052439252
2020-09-26;0-19;865;14804;16099691.846810132;5.372773642070574;5.843015401242908;78.13193022382167
2020-09-26;20-59;3092;48106;33157720.0476845;9.325128493615843;6.427472664532491;149.92888512390826
2020-09-26;60+;744;19774;17857583.105505366;4.166297284488795;3.7625164357236778;62.75205291664173
2020-09-26;whole;4703;82722;67114995.0;7.007375922474552;5.685307415197892;109.60888844586816
2020-09-27;0-19;213;3071;16099691.846810132;1.3230066887410779;6.935851514164767;77.80894267539661
2020-09-27;20-59;832;12359;33157720.0476845;2.509219568786669;6.731936240796181;148.86729222942162
2020-09-27;60+;302;6934;17857583.105505366;1.691158306338194;4.3553504470723965;62.75765277858325
2020-09-27;whole;1348;22367;67114995.0;2.008493034976759;6.026735816157732;109.00842650736993
2020-09-28;0-19;2209;34456;16099691.846810132;13.72075950905653;6.411074994195495;75.13808410188179
2020-09-28;20-59;9202;128762;33157720.0476845;27.752209701892944;7.146518382752676;145.257273210386
2020-09-28;60+;2189;52238;17857583.105505366;12.258097789981148;4.1904360810138215;61.531283013390976
2020-09-28;whole;13613;215601;67114995.0;20.283097689271973;6.313978135537404;106.25792343424892
2020-09-29;0-19;1910;33935;16099691.846810132;11.86358110561248;5.628407249152792;72.15044927895003
2020-09-29;20-59;8738;116109;33157720.0476845;26.35283725006961;7.5256870699084475;142.9651976427443
2020-09-29;60+;2009;43277;17857583.105505366;11.250122640508051;4.642188691452734;60.73050275575402
2020-09-29;whole;12661;193389;67114995.0;18.864636732819545;6.5469080454420885;104.16748149947712
2020-09-30;0-19;2126;34212;16099691.846810132;13.205221691378082;6.214193850111072;71.92684251465577
2020-09-30;20-59;8908;110999;33157720.0476845;26.86553836388419;8.02529752520293;143.19742108841328
2020-09-30;60+;2126;39526;17857583.105505366;11.905306487665564;5.378738045843242;62.253665203846694
2020-09-30;whole;13168;184889;67114995.0;19.62005659093024;7.122111104500537;104.62490535833311
2020-10-01;0-19;2325;31891;16099691.846810132;14.441270194004723;7.290458122981406;73.34301868851946
2020-10-01;20-59;9943;115783;33157720.0476845;29.98698338034357;8.587616489467367;147.2718869987868
2020-10-01;60+;2177;40220;17857583.105505366;12.190899446682941;5.4127299850820485;63.83842613329606
2020-10-01;whole;14457;188019;67114995.0;21.54064080612686;7.689116525457533;107.41265793136095
2020-10-02;0-19;2580;33633;16099691.846810132;16.02515144108911;7.67103737400767;75.95176427195258
2020-10-02;20-59;10739;121275;33157720.0476845;32.38763094855774;8.855081426509997;155.17954770715056
2020-10-02;60+;2696;48099;17857583.105505366;15.097227794330365;5.605106135262687;68.55910974999506
2020-10-02;whole;16022;203115;67114995.0;23.87245950029498;7.888142185461438;113.1967602768949
2020-10-03;0-19;1153;15082;16099691.846810132;7.161627756424707;7.644874685055032;77.7406183863067
2020-10-03;20-59;4714;50266;33157720.0476845;14.21690029718793;9.378108462976963;160.07131951072265
2020-10-03;60+;1247;22081;17857583.105505366;6.983027841071946;5.647389158099723;71.37584030657821
2020-10-03;whole;7120;87472;67114995.0;10.608657573467747;8.139747576367293;116.79804192788811
2020-10-04;0-19;255;3225;16099691.846810132;1.5838812470843888;7.906976744186046;78.00149294465002
2020-10-04;20-59;1258;13088;33157720.0476845;3.7939882422279205;9.611858190709047;161.3560881841639
2020-10-04;60+;424;7756;17857583.105505366;2.374341463203292;5.466735430634348;72.05902346344331
2020-10-04;whole;1938;24080;67114995.0;2.8875812327781594;8.048172757475083;117.6771301256895
2020-10-05;0-19;3099;36480;16099691.846810132;19.248815626331456;8.495065789473683;83.52954906192494
2020-10-05;20-59;14426;139321;33157720.0476845;43.50721334052463;10.354505063845364;177.1110918227956
2020-10-05;60+;3674;56200;17857583.105505366;20.573892773134187;6.537366548042704;80.37481844659635
2020-10-05;whole;21212;232106;67114995.0;31.605455680954755;9.138927903630238;128.9994881173723
2020-10-06;0-19;2868;37183;16099691.846810132;17.814005555443245;7.713202269854504;89.47997351175572
2020-10-06;20-59;13152;125946;33157720.0476845;39.66497087582004;10.44257062550617;190.42322544854605
2020-10-06;60+;3451;47210;17857583.105505366;19.325123560175854;7.309891972039822;88.44981936626415
2020-10-06;whole;19483;210430;67114995.0;29.029280267397766;9.25866083733308;139.16413165195053
2020-10-07;0-19;3173;38548;16099691.846810132;19.708451752936337;8.231296046487497;95.98320357331399
2020-10-07;20-59;13894;125943;33157720.0476845;41.90276044317546;11.031974782242761;205.4604475278373
2020-10-07;60+;3394;42320;17857583.105505366;19.00593142950937;8.019848771266542;95.55044430810796
2020-10-07;whole;20472;206918;67114995.0;30.50287048371232;9.893774345392861;150.04694554473258
2020-10-08;0-19;3370;37722;16099691.846810132;20.93207765754663;8.933778696781719;102.47401103685587
2020-10-08;20-59;15167;138983;33157720.0476845;45.74198701897525;10.912845455919069;221.215451166469
2020-10-08;60+;3734;46309;17857583.105505366;20.90988448962522;8.063227450387615;104.26942935105023
2020-10-08;whole;22287;223143;67114995.0;33.207184176948836;9.987765692851669;161.71348891555456
2020-10-09;0-19;3763;43026;16099691.846810132;23.373118167759042;8.745874587458747;109.82197776352581
2020-10-09;20-59;15786;151641;33157720.0476845;47.608822251041296;10.410113359843313;236.4366424689525
2020-10-09;60+;4257;55724;17857583.105505366;23.838612285038714;7.639437226329767;113.01081384175859
2020-10-09;whole;23810;250478;67114995.0;35.47642371127346;9.505824862862207;173.31745312653305
2020-10-10;0-19;1787;19933;16099691.846810132;11.09959132760707;8.965032860081273;113.75994133470817
2020-10-10;20-59;7278;64620;33157720.0476845;21.94963944907377;11.262766945218198;244.16938162083835
2020-10-10;60+;2049;25574;17857583.105505366;11.47411711816874;8.012043481661062;117.50190311885537
2020-10-10;whole;11117;110172;67114995.0;16.564107618573168;10.090585629742584;179.27290317163846
2020-10-11;0-19;435;4410;16099691.846810132;2.701915068555722;9.863945578231291;114.8779751561795
2020-10-11;20-59;1954;17000;33157720.0476845;5.893046919962922;11.494117647058824;246.26844029857338
2020-10-11;60+;752;9029;17857583.105505366;4.211096180020933;8.328718573485435;119.33865783567302
2020-10-11;whole;3143;30461;67114995.0;4.6830071282878;10.31811168379239;181.0683290671481
2020-10-12;0-19;4708;47118;16099691.846810132;29.24279573048354;9.99193514155949;124.87195526033159
2020-10-12;20-59;20479;173161;33157720.0476845;61.7623888812286;11.826566028147216;264.52361583927734
2020-10-12;60+;6209;67787;17857583.105505366;34.76954279488028;9.15957336952513;133.5343078574191
2020-10-12;whole;31406;288175;67114995.0;46.794311762967425;10.89823891732454;196.2571851491608
2020-10-13;0-19;4123;48275;16099691.846810132;25.60918581070171;8.540652511651995;132.66713551559005
2020-10-13;20-59;18576;160203;33157720.0476845;56.02315229541005;11.595288477743862;280.8817972588674
2020-10-13;60+;5636;57741;17857583.105505366;31.56082190239093;9.760828527389549;145.7700061996342
2020-10-13;whole;28348;266324;67114995.0;42.23795293436288;10.644177768432437;209.46585781612586
2020-10-14;0-19;4506;54524;16099691.846810132;27.98811333083238;8.264250605238061;140.9467970934861
2020-10-14;20-59;18672;162685;33157720.0476845;56.31267763027006;11.477394965731321;295.291714445962
2020-10-14;60+;5359;52725;17857583.105505366;30.009660144590665;10.164058795637743;156.77373491471548
2020-10-14;whole;28549;270047;67114995.0;42.53743891361386;10.571863416368261;221.50042624602744
2020-10-15;0-19;4580;51927;16099691.846810132;28.44774945743726;8.820074335124309;148.46246889337672
2020-10-15;20-59;20911;181164;33157720.0476845;63.06525288809861;11.542580203572454;312.6149803150853
2020-10-15;60+;6263;57453;17857583.105505366;35.07193533972221;10.901084364611073;170.93578576481247
2020-10-15;whole;31766;290655;67114995.0;47.33070456162591;10.92910839311211;235.6239466307045
2020-10-16;0-19;4732;54255;16099691.846810132;29.39186690667972;8.721776794765459;154.48121763229742
2020-10-16;20-59;21822;191687;33157720.0476845;65.81272768036382;11.384183590958177;330.81888574440785
2020-10-16;60+;6679;65260;17857583.105505366;37.401477907393364;10.234446828072326;184.49865138716714
2020-10-16;whole;33249;311320;67114995.0;49.54034489609959;10.6800077091096;249.68786781553064
2020-10-17;0-19;2146;25256;16099691.846810132;13.329447671541562;8.496990814063984;156.71107397623192
2020-10-17;20-59;9744;81057;33157720.0476845;29.38682148829003;12.02117028757541;338.2560677836241
2020-10-17;60+;3213;29058;17857583.105505366;17.992356418094758;11.057195952921743;191.01689068709317
2020-10-17;whole;15113;135430;67114995.0;22.51806768368231;11.159270471830466;255.64182788063977
2020-10-18;0-19;578;5801;16099691.846810132;3.590130826724615;9.963799344940528;157.5992897344008
2020-10-18;20-59;2829;22030;33157720.0476845;8.531949711655633;12.841579664094416;340.8949705753168
2020-10-18;60+;1194;10101;17857583.105505366;6.6862351581715345;11.82061182061182;193.49202966524376
2020-10-18;whole;4602;37949;67114995.0;6.856887942850923;12.126801760257187;257.8157086952029
2020-10-19;0-19;5739;53077;16099691.846810132;35.64664500791101;10.8125930252275;164.00313901182827
2020-10-19;20-59;29117;209324;33157720.0476845;87.81363724081903;13.910015096214481;366.9462189349072
2020-10-19;60+;9936;79589;17857583.105505366;55.64022825091489;12.484137255148324;214.36271512127837
2020-10-19;whole;44803;342100;67114995.0;66.7555737730443;13.09646302250804;277.7769707052798
2020-10-20;0-19;5029;44178;16099691.846810132;31.23662271210742;11.38349404681063;169.63057591323397
2020-10-20;20-59;29146;196694;33157720.0476845;87.901098019058;14.817940557414055;398.82416465855516
2020-10-20;60+;9781;68960;17857583.105505366;54.77224964997971;14.183584686774942;237.5741428688671
2020-10-20;whole;43982;309965;67114995.0;65.53230019610372;14.189343958188827;301.07131796702066
2020-10-21;0-19;5149;45943;16099691.846810132;31.981978593088307;11.207365648738655;173.6244411754899
2020-10-21;20-59;30979;204708;33157720.0476845;93.42922238154114;15.133262989233446;435.94070940982624
2020-10-21;60+;10222;67546;17857583.105505366;57.2417887661888;15.133390578272584;264.80627149046524
2020-10-21;whole;46367;318311;67114995.0;69.08590248721616;14.566571686181124;327.6197815406229
2020-10-22;0-19;5937;46880;16099691.846810132;36.87648221152948;12.664249146757678;182.0531739295821
2020-10-22;20-59;33416;222559;33157720.0476845;100.77894364251843;15.014445607681559;473.65440016424606
2020-10-22;60+;11397;74516;17857583.105505366;63.8216265474715;15.29470180900746;293.55596269821456
2020-10-22;whole;50771;344100;67114995.0;75.64777439080491;14.754722464399883;355.9368513698019
2020-10-23;0-19;6736;50382;16099691.846810132;41.83931011906056;13.36985431304831;194.50061714196298
2020-10-23;20-59;35561;240891;33157720.0476845;107.24802534329656;14.762278374866641;515.0896978271788
2020-10-23;60+;12539;83610;17857583.105505366;70.21666888468415;14.997009927042221;326.37115367550535
2020-10-23;whole;54859;375006;67114995.0;81.73881261557123;14.628832605344982;388.1353190892736
2020-10-24;0-19;3107;22804;16099691.846810132;19.298506018396846;13.624802666198912;200.46967548881824
2020-10-24;20-59;16367;101402;33157720.0476845;49.36105370472526;16.14070728388;535.063930043614
2020-10-24;60+;5503;36206;17857583.105505366;30.816040264169146;15.199138264376069;339.19483752157976
2020-10-24;whole;24990;160473;67114995.0;37.234600106876265;15.572713166700941;402.85185151246753
2020-10-25;0-19;805;5602;16099691.846810132;5.00009570158013;14.369867904319886;201.8796403636738
2020-10-25;20-59;4461;26287;33157720.0476845;13.453880404275639;16.97036557994446;539.985860736234
2020-10-25;60+;1903;12320;17857583.105505366;10.656537274707228;15.446428571428573;343.1651396381154
2020-10-25;whole;7171;44221;67114995.0;10.684646553277698;16.216277334298184;406.67961012289425
2020-10-26;0-19;8125;52590;16099691.846810132;50.46680444141435;15.449705267161058;216.6997997971771
2020-10-26;20-59;44041;260480;33157720.0476845;132.8227632559299;16.907632063882065;584.9949867513449
2020-10-26;60+;16128;101161;17857583.105505366;90.31457339278938;15.942902897361632;377.8394847799899
2020-10-26;whole;68329;414384;67114995.0;101.80884316537608;16.489294953473106;441.73287951522605
2020-10-27;0-19;6876;43892;16099691.846810132;42.70889198020493;15.665724961268568;228.1720690652746
2020-10-27;20-59;39798;238882;33157720.0476845;120.02634663289886;16.660108338007888;617.1202353651857
2020-10-27;60+;14340;90029;17857583.105505366;80.30202024135663;15.92820091303913;403.3692553713668
2020-10-27;whole;61074;372967;67114995.0;90.9990382924114;16.37517528360418;467.1996176115337
2020-10-28;0-19;6699;43759;16099691.846810132;41.609492055758125;15.308850750702712;237.7995825279444
2020-10-28;20-59;36148;232971;33157720.0476845;109.01835213040928;15.516094277828572;632.709365114054
2020-10-28;60+;13662;87844;17857583.105505366;76.50531384500796;15.552570465825783;422.632780450186
2020-10-28;whole;56529;364703;67114995.0;84.22707920934808;15.50000959685004;482.34079433366566
2020-10-29;0-19;7363;46182;16099691.846810132;45.73379459718571;15.94344116755446;246.65689491360064
2020-10-29;20-59;34949;236057;33157720.0476845;105.40230133356405;14.805322443308183;637.3327228050996
2020-10-29;60+;13482;91296;17857583.105505366;75.49733869553486;14.767350157728707;434.30849259824936
2020-10-29;whole;55818;373698;67114995.0;83.16770343199758;14.936660083810994;489.86072337485837
2020-10-30;0-19;8741;53320;16099691.846810132;54.292964630449575;16.393473368342086;259.1105494249897
2020-10-30;20-59;35625;246275;33157720.0476845;107.44104223320322;14.465536493756979;637.5257396950062
2020-10-30;60+;13796;98403;17857583.105505366;77.25569534517128;14.019897767344492;441.34751905873645
2020-10-30;whole;58192;398168;67114995.0;86.70491594315101;14.614936408752085;494.8268267024381
2020-10-31;0-19;3874;25045;16099691.846810132;24.06257235766636;15.468157316829705;263.8746157642592
2020-10-31;20-59;16086;105452;33157720.0476845;48.513588922478796;15.254333725296817;636.6782749127598
2020-10-31;60+;6150;39905;17857583.105505366;34.43915094033077;15.411602556070667;444.97062973489807
2020-10-31;whole;26118;170465;67114995.0;38.91529754267284;15.32162027395653;496.5075241382347
2020-11-01;0-19;934;6337;16099691.846810132;5.801353273634585;14.738835411077797;264.6758733363136
2020-11-01;20-59;3940;24906;33157720.0476845;11.882602284879178;15.819481249498113;635.1069967933634
2020-11-01;60+;1969;12773;17857583.105505366;11.026128162847364;15.415329210052453;445.3402206230382
2020-11-01;whole;6844;44028;67114995.0;10.197423094496244;15.544653402380304;496.0203006794532
2020-11-02;0-19;10043;58330;16099691.846810132;62.38007593909222;17.21755528887365;276.5891448339915
2020-11-02;20-59;43013;261137;33157720.0476845;129.7224294618041;16.471430704955637;632.0066629992375
2020-11-02;60+;16672;113453;17857583.105505366;93.36089828897472;14.69507196812777;448.3865455192236
2020-11-02;whole;69753;433048;67114995.0;103.93057468006963;16.10745229166282;498.1420321941468
2020-11-03;0-19;8383;51233;16099691.846810132;52.06931958552327;16.36250073195011;285.94957243930986
2020-11-03;20-59;35075;226802;33157720.0476845;105.7823033355678;15.465031172564617;617.7626197019065
2020-11-03;60+;15239;102130;17857583.105505366;85.3362961267806;14.921178889650447;453.4208214046476
2020-11-03;whole;58749;380321;67114995.0;87.53483480107538;15.447214326844955;494.67782870281076
2020-11-04;0-19;7892;54177;16099691.846810132;49.01957177250979;14.567067205640772;293.3596521560615
2020-11-04;20-59;29015;207579;33157720.0476845;87.5060165725303;13.977810857553028;596.2502841440274
2020-11-04;60+;12926;89648;17857583.105505366;72.38381545605131;14.418615027663751;449.2993230156909
2020-11-04;whole;49850;351534;67114995.0;74.27550281423697;14.18070513805208;484.72625230769967
2020-11-05;0-19;7461;54141;16099691.846810132;46.342501899986765;13.780683770155704;293.96835945886255
2020-11-05;20-59;27228;217195;33157720.0476845;82.11662309966758;12.53620018877046;572.964605910131
2020-11-05;60+;12032;94915;17857583.105505366;67.37753888033492;12.676605383764421;441.17952320049096
2020-11-05;whole;46742;366421;67114995.0;69.64464498581874;12.756364946332225;471.2031938615208
2020-11-06;0-19;7708;56729;16099691.846810132;47.87669275500576;13.587406793703396;287.55208758341877
2020-11-06;20-59;25176;219513;33157720.0476845;75.92801906703508;11.469024613576417;541.4515827439628
2020-11-06;60+;11927;98066;17857583.105505366;66.78955337647562;12.162217282238492;430.7133812317953
2020-11-06;whole;44853;374460;67114995.0;66.83007277285799;11.978048389681142;451.3283506912278
2020-11-07;0-19;3161;25560;16099691.846810132;19.633916164838247;12.36697965571205;283.1234313905906
2020-11-07;20-59;9995;84863;33157720.0476845;30.14380960339274;11.777806582373945;523.0818034248767
2020-11-07;60+;4660;35503;17857583.105505366;26.095356647470144;13.125651353406752;422.3695869389347
2020-11-07;whole;17825;145969;67114995.0;26.558893433576205;12.211496961683645;438.9719465821311
2020-11-08;0-19;561;4818;16099691.846810132;3.4845387435856554;11.643835616438356;280.8066168605417
2020-11-08;20-59;2164;17610;33157720.0476845;6.526383589969172;12.28847245883021;517.7255847299667
2020-11-08;60+;1579;11358;17857583.105505366;8.842182005655657;13.902095439337911;420.185640781743
2020-11-08;whole;4304;33799;67114995.0;6.412873903961402;12.73410455930649;435.1873973915963
2020-11-09;0-19;7508;60331;16099691.846810132;46.63443295337095;12.444680181001475;265.06097387482043
2020-11-09;20-59;26788;218527;33157720.0476845;80.78963198155924;12.25843946057009;468.7927872497219
2020-11-09;60+;13117;109008;17857583.105505366;73.45338908688109;12.033061793629825;400.27813157964937
2020-11-09;whole;47439;388010;67114995.0;70.6831610432214;12.2262312826989;401.939983754748
2020-11-10;0-19;5680;56055;16099691.846810132;35.28017836642874;10.132905182410132;248.27183265572592
2020-11-10;20-59;20386;193729;33157720.0476845;61.481911213082974;10.522947003288099;424.49239512723705
2020-11-10;60+;11134;98115;17857583.105505366;62.348862856852485;11.347908067064159;377.2906983097212
2020-11-10;whole;37229;348055;67114995.0;55.47046528126836;10.696297998879487;369.87561423494105
2020-11-11;0-19;743;7840;16099691.846810132;4.614995163073337;9.47704081632653;203.86725604628944
2020-11-11;20-59;2855;27434;33157720.0476845;8.610362823180216;10.4067944885908;345.596741377887
2020-11-11;60+;1759;15107;17857583.105505366;9.850157155128752;11.64360892301582;314.75704000879864
2020-11-11;whole;5358;50397;67114995.0;7.983312820033734;10.631585213405561;303.5834242407379
2020-11-12;0-19;6114;58431;16099691.846810132;37.975882135976285;10.463623761359553;195.50063628227898
2020-11-12;20-59;20001;200353;33157720.0476845;60.32079398473818;9.982880216418021;323.80091226295764
2020-11-12;60+;10271;99679;17857583.105505366;57.51618200132315;10.30407608423038;304.8956831297869
2020-11-12;whole;36409;358644;67114995.0;54.248681684324055;10.15184974515118;288.1874609392431
2020-11-13;0-19;5000;53521;16099691.846810132;31.05649504087037;9.34212738924908;178.6804385681436
2020-11-13;20-59;15455;168991;33157720.0476845;46.61056302355525;9.145457450396767;294.4834562194778
2020-11-13;60+;8354;85104;17857583.105505366;46.78124665943468;9.81622485429592;284.88737641274594
2020-11-13;whole;28830;307719;67114995.0;42.95612329256674;9.368937244694022;264.3135114589519
2020-11-14;0-19;1966;20725;16099691.846810132;12.21141385007023;9.486127864897467;171.2579362533756
2020-11-14;20-59;6089;62940;33157720.0476845;18.363747541276478;9.674292977438832;282.7033941573615
2020-11-14;60+;2904;31351;17857583.105505366;16.261999078165942;9.262862428630665;275.0540188434418
2020-11-14;whole;10962;115044;67114995.0;16.333160719150765;9.52852821529154;254.08777874452645
2020-11-15;0-19;375;3676;16099691.846810132;2.329237128065278;10.201305767138194;170.10263463785518
2020-11-15;20-59;1354;13290;33157720.0476845;4.0835135770879205;10.18811136192626;280.26052414448026
2020-11-15;60+;973;9312;17857583.105505366;5.4486656690962345;10.448883161512027;271.6605025068823
2020-11-15;whole;2703;26288;67114995.0;4.027415929927432;10.28225806451613;251.70232077049246
2020-11-16;0-19;4938;46618;16099691.846810132;30.671394502363576;10.592475009652924;154.13959618684783
2020-11-16;20-59;16670;168599;33157720.0476845;50.27486804287713;9.887365879987426;249.74576020579815
2020-11-16;60+;8646;94906;17857583.105505366;48.4164063463577;9.110066802941859;246.62351976635895
2020-11-16;whole;30267;310292;67114995.0;45.097224547211844;9.75436040890516;226.11638427448293
2020-11-17;0-19;3568;39942;16099691.846810132;22.161914861165094;8.932952781533224;141.02133268158417
2020-11-17;20-59;11803;140522;33157720.0476845;35.596536743256074;8.399396535773757;223.86038573597125
2020-11-17;60+;6225;76573;17857583.105505366;34.85914058594456;8.129497342405287;219.133797495451
2020-11-17;whole;21740;257288;67114995.0;32.392165118987194;8.449675072292528;203.03808411220177
2020-11-18;0-19;3050;35454;16099691.846810132;18.944461974930924;8.602696451740282;155.35079949344174
2020-11-18;20-59;9325;118432;33157720.0476845;28.123164037182317;7.873716563091057;243.37318694997336
2020-11-18;60+;4922;60049;17857583.105505366;27.562520476147647;8.196639411147563;236.84616081646993
2020-11-18;whole;17319;214051;67114995.0;25.80496355546179;8.091062410360147;220.85973484762982
2020-11-19;0-19;2858;37691;16099691.846810132;17.7518925653615;7.582712053275317;135.12680992282696
2020-11-19;20-59;9115;131367;33157720.0476845;27.48982736717607;6.938576659282774;210.54222033241123
2020-11-19;60+;4769;65908;17857583.105505366;26.705741599095518;7.235843903623232;206.0357204142423
2020-11-19;whole;16753;235067;67114995.0;24.96163487757095;7.126904244321832;191.5726880408767
2020-11-20;0-19;2930;40162;16099691.846810132;18.19910609395004;7.295453413674617;122.26942097590664
2020-11-20;20-59;8853;134514;33157720.0476845;26.699664474120652;6.581471073642891;190.63132178297664
2020-11-20;60+;4395;70668;17857583.105505366;24.611393232968087;6.219222278824928;183.8658669877757
2020-11-20;whole;16198;245444;67114995.0;24.134695979639126;6.599468717915288;172.7512607279491
2020-11-21;0-19;1283;17182;16099691.846810132;7.969096627487336;7.467116750087301;118.02710375332374
2020-11-21;20-59;4178;58030;33157720.0476845;12.600383844219595;7.1997242805445465;184.86795808591978
2020-11-21;60+;1781;29773;17857583.105505366;9.973354117842131;5.981929936519665;177.57722202745185
2020-11-21;whole;7248;105016;67114995.0;10.799375012990764;6.9018054391711745;167.2174750217891
2020-11-22;0-19;240;3098;16099691.846810132;1.4907117619617778;7.74693350548741;117.18857838722023
2020-11-22;20-59;951;12198;33157720.0476845;2.8681103484568777;7.796360059026069;183.65255485728872
2020-11-22;60+;635;9065;17857583.105505366;3.5559123328634206;7.0049641478212905;175.68446869121905
2020-11-22;whole;1826;24368;67114995.0;2.7207034731955204;7.493434011818778;165.9107625650572
2020-11-23;0-19;2861;34332;16099691.846810132;17.770526462386027;8.333333333333332;104.2877103472427
2020-11-23;20-59;9837;138336;33157720.0476845;29.667299156435654;7.110947258848022;163.04498597084725
2020-11-23;60+;5007;83017;17857583.105505366;28.03850874117661;6.031294795041979;155.30657108603796
2020-11-23;whole;17714;255785;67114995.0;26.393505653989845;6.925347459780676;147.2070436718352
2020-11-24;0-19;2033;30058;16099691.846810132;12.627570883617892;6.763590391908976;94.75336636969551
2020-11-24;20-59;7288;115885;33157720.0476845;21.97979833812169;6.28899339862795;149.42824756571287
2020-11-24;60+;4380;67149;17857583.105505366;24.527395303845328;6.522807487825581;144.97482580393876
2020-11-24;whole;13706;213156;67114995.0;20.421665828925416;6.430032464486104;135.23654438177343
2020-11-25;0-19;2038;29477;16099691.846810132;12.658627378658762;6.913865047325034;88.46753177342333
2020-11-25;20-59;6888;108067;33157720.0476845;20.77344277620502;6.37382364644156;142.0785263047356
2020-11-25;60+;3666;56075;17857583.105505366;20.52909387760205;6.537672759696835;137.94139920539314
2020-11-25;whole;12600;193698;67114995.0;18.773747953046854;6.504971656909209;128.20532877935847
2020-11-26;0-19;1979;28805;16099691.846810132;12.292160737176493;6.870335011282763;83.00779994523832
2020-11-26;20-59;6960;115881;33157720.0476845;20.99058677735002;6.006161493256013;135.57928571490953
2020-11-26;60+;3537;62207;17857583.105505366;19.806711687146333;5.685855289597633;131.04236929344395
2020-11-26;whole;12483;206980;67114995.0;18.59942029348285;6.031017489612523;121.84311419527037
2020-11-27;0-19;2154;31110;16099691.846810132;13.379138063606955;6.923818707810993;78.18783191489524
2020-11-27;20-59;6888;121184;33157720.0476845;20.77344277620502;5.683918669131238;129.65306401699388
2020-11-27;60+;3387;66948;17857583.105505366;18.96673239591875;5.059150385373723;125.39770845639462
2020-11-27;whole;12434;219306;67114995.0;18.526411273665445;5.669703519283558;116.23482948929669
2020-11-28;0-19;1030;13707;16099691.846810132;6.397637978419295;7.514408696286569;76.6163732658272
2020-11-28;20-59;3450;55065;33157720.0476845;10.40481672153126;6.265322800326886;127.45749689430554
