jour;three_class;hosp;rea;HospConv;SSR_USLD;autres;rad;dc
;;sum;sum;sum;sum;sum;sum;sum
2020-10-13;whole;8928;1633;0.0;0.0;0.0;102649;22053
2020-10-14;0-19;71;11;0.0;0.0;0.0;2118;8
2020-10-14;20-59;1655;363;0.0;0.0;0.0;34690;1415
2020-10-14;60+;7387;1279;0.0;0.0;0.0;65888;20608
2020-10-14;whole;9173;1664;0.0;0.0;0.0;103382;22157
2020-10-15;0-19;68;14;0.0;0.0;0.0;2138;8
2020-10-15;20-59;1682;380;0.0;0.0;0.0;34903;1419
2020-10-15;60+;7778;1339;0.0;0.0;0.0;66319;20691
2020-10-15;whole;9584;1741;0.0;0.0;0.0;104051;22245
2020-10-16;0-19;75;14;0.0;0.0;0.0;2156;7
2020-10-16;20-59;1739;382;0.0;0.0;0.0;35103;1424
2020-10-16;60+;8149;1388;0.0;0.0;0.0;66713;20809
2020-10-16;whole;10021;1791;0.0;0.0;0.0;104665;22367
2020-10-17;0-19;87;16;0.0;0.0;0.0;2171;7
2020-10-17;20-59;1782;398;0.0;0.0;0.0;35265;1426
2020-10-17;60+;8466;1446;0.0;0.0;0.0;67029;20895
2020-10-17;whole;10399;1868;0.0;0.0;0.0;105163;22456
2020-10-18;0-19;92;18;0.0;0.0;0.0;2189;7
2020-10-18;20-59;1866;403;0.0;0.0;0.0;35360;1430
2020-10-18;60+;8867;1510;0.0;0.0;0.0;67151;20976
2020-10-18;whole;10897;1939;0.0;0.0;0.0;105400;22541
2020-10-19;0-19;97;15;0.0;0.0;0.0;2212;7
2020-10-19;20-59;1956;429;0.0;0.0;0.0;35558;1438
2020-10-19;60+;9521;1636;0.0;0.0;0.0;67426;21112
2020-10-19;whole;11640;2090;0.0;0.0;0.0;105904;22687
2020-10-20;0-19;99;15;0.0;0.0;0.0;2240;7
2020-10-20;20-59;2069;441;0.0;0.0;0.0;35870;1447
2020-10-20;60+;10199;1700;0.0;0.0;0.0;67984;21265
2020-10-20;whole;12435;2168;0.0;0.0;0.0;106808;22849
2020-10-21;0-19;106;15;0.0;0.0;0.0;2258;7
2020-10-21;20-59;2184;451;0.0;0.0;0.0;36133;1457
2020-10-21;60+;10806;1762;0.0;0.0;0.0;68513;21418
2020-10-21;whole;13162;2239;0.0;0.0;0.0;107621;23012
2020-10-22;0-19;120;18;0.0;0.0;0.0;2288;7
2020-10-22;20-59;2241;470;0.0;0.0;0.0;36463;1465
2020-10-22;60+;11575;1809;0.0;0.0;0.0;69098;21572
2020-10-22;whole;14009;2310;0.0;0.0;0.0;108568;23174
2020-10-23;0-19;136;20;0.0;0.0;0.0;2309;7
2020-10-23;20-59;2406;501;0.0;0.0;0.0;36727;1472
2020-10-23;60+;12365;1899;0.0;0.0;0.0;69700;21749
2020-10-23;whole;14985;2432;0.0;0.0;0.0;109455;23358
2020-10-24;0-19;131;23;0.0;0.0;0.0;2340;7
2020-10-24;20-59;2420;511;0.0;0.0;0.0;37034;1476
2020-10-24;60+;12989;1946;0.0;0.0;0.0;70195;21881
2020-10-24;whole;15637;2491;0.0;0.0;0.0;110291;23495
2020-10-25;0-19;145;24;0.0;0.0;0.0;2355;7
2020-10-25;20-59;2531;526;0.0;0.0;0.0;37158;1480
2020-10-25;60+;13655;2011;0.0;0.0;0.0;70392;21992
2020-10-25;whole;16454;2575;0.0;0.0;0.0;110629;23611
2020-10-26;0-19;149;24;0.0;0.0;0.0;2385;7
2020-10-26;20-59;2788;566;0.0;0.0;0.0;37407;1486
2020-10-26;60+;14714;2160;0.0;0.0;0.0;70799;22243
2020-10-26;whole;17761;2761;0.0;0.0;0.0;111316;23868
2020-10-27;0-19;144;22;0.0;0.0;0.0;2433;7
2020-10-27;20-59;2959;619;0.0;0.0;0.0;37840;1498
2020-10-27;60+;15746;2260;0.0;0.0;0.0;71684;22516
2020-10-27;whole;18955;2909;0.0;0.0;0.0;112685;24156
2020-10-28;0-19;146;20;0.0;0.0;0.0;2474;7
2020-10-28;20-59;3156;624;0.0;0.0;0.0;38216;1503
2020-10-28;60+;16769;2383;0.0;0.0;0.0;72522;22754
2020-10-28;whole;20184;3036;0.0;0.0;0.0;113946;24400
2020-10-29;0-19;165;21;0.0;0.0;0.0;2510;7
2020-10-29;20-59;3257;621;0.0;0.0;0.0;38594;1510
2020-10-29;60+;17604;2492;0.0;0.0;0.0;73412;22981
2020-10-29;whole;21160;3147;0.0;0.0;0.0;115256;24635
2020-10-30;0-19;165;22;0.0;0.0;0.0;2546;7
2020-10-30;20-59;3372;674;0.0;0.0;0.0;38968;1516
2020-10-30;60+;18453;2649;0.0;0.0;0.0;74243;23227
2020-10-30;whole;22153;3368;0.0;0.0;0.0;116502;24890
2020-10-31;0-19;169;19;0.0;0.0;0.0;2568;7
2020-10-31;20-59;3472;679;0.0;0.0;0.0;39247;1523
2020-10-31;60+;19201;2717;0.0;0.0;0.0;74995;23438
2020-10-31;whole;23013;3443;0.0;0.0;0.0;117563;25113
2020-11-01;0-19;170;23;0.0;0.0;0.0;2595;7
2020-11-01;20-59;3665;720;0.0;0.0;0.0;39460;1529
2020-11-01;60+;19983;2795;0.0;0.0;0.0;75393;23665
2020-11-01;whole;24008;3569;0.0;0.0;0.0;118196;25344
2020-11-02;0-19;158;19;0.0;0.0;0.0;2637;7
2020-11-02;20-59;3826;749;0.0;0.0;0.0;39786;1541
2020-11-02;60+;20945;2925;0.0;0.0;0.0;75897;24067
2020-11-02;whole;25120;3721;0.0;0.0;0.0;119073;25760
2020-11-03;0-19;169;22;0.0;0.0;0.0;2662;7
2020-11-03;20-59;3927;783;0.0;0.0;0.0;40287;1549
2020-11-03;60+;21938;3033;0.0;0.0;0.0;76970;24480
2020-11-03;whole;26242;3869;0.0;0.0;0.0;120683;26186
2020-11-04;0-19;168;19;0.0;0.0;0.0;2709;7
2020-11-04;20-59;4034;828;0.0;0.0;0.0;40890;1557
2020-11-04;60+;23093;3198;0.0;0.0;0.0;78264;24854
2020-11-04;whole;27511;4080;0.0;0.0;0.0;122631;26571
2020-11-05;0-19;174;19;0.0;0.0;0.0;2744;7
2020-11-05;20-59;4162;860;0.0;0.0;0.0;41317;1569
2020-11-05;60+;23858;3305;0.0;0.0;0.0;79410;25203
2020-11-05;whole;28403;4221;0.0;0.0;0.0;124247;26934
2020-11-06;0-19;172;22;0.0;0.0;0.0;2783;7
2020-11-06;20-59;4159;882;0.0;0.0;0.0;41889;1579
2020-11-06;60+;24411;3384;0.0;0.0;0.0;80839;25588
2020-11-06;whole;28955;4321;0.0;0.0;0.0;126298;27332
2020-11-07;0-19;168;20;0.0;0.0;0.0;2815;7
2020-11-07;20-59;4179;904;0.0;0.0;0.0;42350;1589
2020-11-07;60+;24832;3453;0.0;0.0;0.0;81947;25880
2020-11-07;whole;29396;4410;0.0;0.0;0.0;127907;27636
2020-11-08;0-19;182;24;0.0;0.0;0.0;2829;7
2020-11-08;20-59;4307;931;0.0;0.0;0.0;42579;1594
2020-11-08;60+;25507;3539;0.0;0.0;0.0;82371;26143
2020-11-08;whole;30217;4527;0.0;0.0;0.0;128583;27906
2020-11-09;0-19;160;27;0.0;0.0;0.0;2866;7
2020-11-09;20-59;4482;981;0.0;0.0;0.0;42944;1609
2020-11-09;60+;26235;3634;0.0;0.0;0.0;83077;26675
2020-11-09;whole;31098;4677;0.0;0.0;0.0;129704;28454
2020-11-10;0-19;177;26;0.0;0.0;0.0;2911;7
2020-11-10;20-59;4450;971;0.0;0.0;0.0;43578;1617
2020-11-10;60+;26640;3706;0.0;0.0;0.0;84575;27137
2020-11-10;whole;31477;4736;0.0;0.0;0.0;131889;28920
2020-11-11;0-19;186;26;0.0;0.0;0.0;2936;7
2020-11-11;20-59;4444;966;0.0;0.0;0.0;44034;1631
2020-11-11;60+;27057;3761;0.0;0.0;0.0;85861;27450
2020-11-11;whole;31918;4789;0.0;0.0;0.0;133665;29248
2020-11-12;0-19;159;22;0.0;0.0;0.0;2999;7
2020-11-12;20-59;4693;1025;0.0;0.0;0.0;45201;1719
2020-11-12;60+;27539;3800;0.0;0.0;0.0;85798;27783
2020-11-12;whole;32654;4884;0.0;0.0;0.0;134923;29673
2020-11-13;0-19;159;21;0.0;0.0;0.0;3035;7
2020-11-13;20-59;4606;1005;0.0;0.0;0.0;45803;1732
2020-11-13;60+;27667;3829;0.0;0.0;0.0;87348;28224
2020-11-13;whole;32676;4887;0.0;0.0;0.0;137124;30129
2020-11-14;0-19;158;19;0.0;0.0;0.0;3064;7
2020-11-14;20-59;4454;985;0.0;0.0;0.0;46351;1743
2020-11-14;60+;27605;3820;0.0;0.0;0.0;88749;28566
2020-11-14;whole;32468;4855;0.0;0.0;0.0;139110;30483
2020-11-15;0-19;170;23;0.0;0.0;0.0;3078;7
2020-11-15;20-59;4518;987;0.0;0.0;0.0;46582;1750
2020-11-15;60+;28101;3840;0.0;0.0;0.0;89168;28859
2020-11-15;whole;33050;4880;0.0;0.0;0.0;139779;30785
2020-11-16;0-19;189;26;0.0;0.0;0.0;3100;8
2020-11-16;20-59;4542;994;0.0;0.0;0.0;46899;1768
2020-11-16;60+;28480;3854;0.0;0.0;0.0;89892;29344
2020-11-16;whole;33466;4903;0.0;0.0;0.0;140849;31291
2020-11-17;0-19;178;26;0.0;0.0;0.0;3131;7
2020-11-17;20-59;4386;960;0.0;0.0;0.0;47485;1790
2020-11-17;60+;28322;3821;0.0;0.0;0.0;91532;29749
2020-11-17;whole;33139;4838;0.0;0.0;0.0;143121;31719
2020-11-18;0-19;171;27;0.0;0.0;0.0;3156;7
2020-11-18;20-59;4274;928;0.0;0.0;0.0;48012;1796
2020-11-18;60+;28112;3773;0.0;0.0;0.0;93199;30163
2020-11-18;whole;32811;4759;0.0;0.0;0.0;145360;32144
2020-11-19;0-19;152;25;0.0;0.0;0.0;3187;7
2020-11-19;20-59;4166;911;0.0;0.0;0.0;48509;1808
2020-11-19;60+;27738;3667;0.0;0.0;0.0;94833;30575
2020-11-19;whole;32314;4637;0.0;0.0;0.0;147538;32573
2020-11-20;0-19;145;24;0.0;0.0;0.0;3215;8
2020-11-20;20-59;4057;898;0.0;0.0;0.0;48938;1818
2020-11-20;60+;27429;3610;0.0;0.0;0.0;96309;30944
2020-11-20;whole;31875;4566;0.0;0.0;0.0;149490;32954
2020-11-21;0-19;146;22;0.0;0.0;0.0;3234;8
2020-11-21;20-59;3919;884;0.0;0.0;0.0;49354;1826
2020-11-21;60+;27063;3556;0.0;0.0;0.0;97517;31189
2020-11-21;whole;31365;4493;0.0;0.0;0.0;151146;33207
2020-11-22;0-19;146;22;0.0;0.0;0.0;3243;8
2020-11-22;20-59;3923;881;0.0;0.0;0.0;49507;1832
2020-11-22;60+;27206;3558;0.0;0.0;0.0;97854;31396
2020-11-22;whole;31522;4491;0.0;0.0;0.0;151650;33421
2020-11-23;0-19;148;22;0.0;0.0;0.0;3254;8
2020-11-23;20-59;3898;873;0.0;0.0;0.0;49685;1840
2020-11-23;60+;27156;3510;0.0;0.0;0.0;98570;31884
2020-11-23;whole;31449;4438;0.0;0.0;0.0;152561;33921
2020-11-24;0-19;148;21;0.0;0.0;0.0;3277;8
2020-11-24;20-59;3767;832;0.0;0.0;0.0;50209;1861
2020-11-24;60+;26457;3390;0.0;0.0;0.0;100094;32317
2020-11-24;whole;30594;4277;0.0;0.0;0.0;154648;34374
2020-11-25;0-19;145;17;0.0;0.0;0.0;3291;8
2020-11-25;20-59;3637;799;0.0;0.0;0.0;50497;1871
2020-11-25;60+;25949;3289;0.0;0.0;0.0;101640;32687
2020-11-25;whole;29944;4136;0.0;0.0;0.0;156521;34755
2020-11-26;0-19;147;17;0.0;0.0;0.0;3304;9
2020-11-26;20-59;3505;777;0.0;0.0;0.0;50862;1879
2020-11-26;60+;25420;3181;0.0;0.0;0.0;102936;33017
2020-11-26;whole;29282;4006;0.0;0.0;0.0;158205;35094
2020-11-27;0-19;142;18;0.0;0.0;0.0;3327;9
2020-11-27;20-59;3374;755;0.0;0.0;0.0;51324;1896
2020-11-27;60+;24912;3070;0.0;0.0;0.0;104122;33390
2020-11-27;whole;28620;3871;0.0;0.0;0.0;159884;35487
2020-11-28;0-19;148;18;0.0;0.0;0.0;3339;9
2020-11-28;20-59;3216;731;0.0;0.0;0.0;51615;1905
2020-11-28;60+;24580;2987;0.0;0.0;0.0;105036;33592
2020-11-28;whole;28139;3765;0.0;0.0;0.0;161106;35700
2020-11-29;0-19;142;20;0.0;0.0;0.0;3358;9
2020-11-29;20-59;3229;742;0.0;0.0;0.0;51704;1914
2020-11-29;60+;24705;2952;0.0;0.0;0.0;105216;33780
2020-11-29;whole;28284;3744;0.0;0.0;0.0;161396;35898
2020-11-30;0-19;144;23;0.0;0.0;0.0;3368;9
2020-11-30;20-59;3244;733;0.0;0.0;0.0;51894;1923
2020-11-30;60+;24627;2956;0.0;0.0;0.0;105864;34176
2020-11-30;whole;28229;3739;0.0;0.0;0.0;162250;36304
2020-12-01;0-19;142;25;0.0;0.0;0.0;3391;9
2020-12-01;20-59;3123;697;0.0;0.0;0.0;52270;1942
2020-12-01;60+;24131;2844;0.0;0.0;0.0;107201;34520
2020-12-01;whole;27611;3594;0.0;0.0;0.0;163998;36667
2020-12-02;0-19;141;24;0.0;0.0;0.0;3401;9
2020-12-02;20-59;3017;689;0.0;0.0;0.0;52548;1952
2020-12-02;60+;23613;2737;0.0;0.0;0.0;108437;34819
2020-12-02;whole;26986;3478;0.0;0.0;0.0;165532;36976
2020-12-03;0-19;132;21;0.0;0.0;0.0;3425;9
2020-12-03;20-59;2954;696;0.0;0.0;0.0;52803;1966
2020-12-03;60+;23372;2670;0.0;0.0;0.0;109528;35125
2020-12-03;whole;26675;3415;0.0;0.0;0.0;166909;37300
2020-12-04;0-19;139;18;0.0;0.0;0.0;3434;9
2020-12-04;20-59;2901;678;0.0;0.0;0.0;52959;1968
2020-12-04;60+;23027;2562;0.0;0.0;0.0;110756;35402
2020-12-04;whole;26283;3283;0.0;0.0;0.0;168321;37582
2020-12-05;0-19;139;22;0.0;0.0;0.0;3454;9
2020-12-05;20-59;2854;652;0.0;0.0;0.0;53248;1984
2020-12-05;60+;22834;2522;0.0;0.0;0.0;111443;35595
2020-12-05;whole;26040;3220;0.0;0.0;0.0;169327;37796
2020-12-06;0-19;139;20;0.0;0.0;0.0;3458;9
2020-12-06;20-59;2883;659;0.0;0.0;0.0;53308;1990
2020-12-06;60+;23018;2507;0.0;0.0;0.0;111605;35762
2020-12-06;whole;26262;3210;0.0;0.0;0.0;169555;37970
2020-12-07;0-19;136;22;0.0;0.0;0.0;3472;9
2020-12-07;20-59;2897;659;0.0;0.0;0.0;53469;2005
2020-12-07;60+;23082;2481;0.0;0.0;0.0;112125;36112
2020-12-07;whole;26333;3188;0.0;0.0;0.0;170254;38336
2020-12-08;0-19;126;15;0.0;0.0;0.0;3505;9
2020-12-08;20-59;2831;639;0.0;0.0;0.0;53742;2021
2020-12-08;60+;22712;2395;0.0;0.0;0.0;113385;36469
2020-12-08;whole;25882;3078;0.0;0.0;0.0;171837;38713
2020-12-09;0-19;118;15;0.0;0.0;0.0;3526;9
2020-12-09;20-59;2794;629;0.0;0.0;0.0;53970;2028
2020-12-09;60+;22407;2357;0.0;0.0;0.0;114499;36756
2020-12-09;whole;25526;3031;0.0;0.0;0.0;173216;39009
2020-12-10;0-19;122;16;0.0;0.0;0.0;3538;9
2020-12-10;20-59;2742;603;0.0;0.0;0.0;54170;2035
2020-12-10;60+;22130;2302;0.0;0.0;0.0;115685;37041
2020-12-10;whole;25199;2949;0.0;0.0;0.0;174627;39301
2020-12-11;0-19;116;17;0.0;0.0;0.0;3553;9
2020-12-11;20-59;2711;585;0.0;0.0;0.0;54382;2046
2020-12-11;60+;21922;2248;0.0;0.0;0.0;116677;37331
2020-12-11;whole;24943;2874;0.0;0.0;0.0;175860;39605
2020-12-12;0-19;115;15;0.0;0.0;0.0;3568;9
2020-12-12;20-59;2721;590;0.0;0.0;0.0;54560;2056
2020-12-12;60+;21906;2221;0.0;0.0;0.0;117331;37514
2020-12-12;whole;24948;2851;0.0;0.0;0.0;176712;39799
2020-12-13;0-19;116;15;0.0;0.0;0.0;3573;9
2020-12-13;20-59;2760;600;0.0;0.0;0.0;54632;2059
2020-12-13;60+;22117;2221;0.0;0.0;0.0;117500;37661
2020-12-13;whole;25207;2861;0.0;0.0;0.0;176964;39949
2020-12-14;0-19;108;16;0.0;0.0;0.0;3592;9
2020-12-14;20-59;2802;616;0.0;0.0;0.0;54786;2073
2020-12-14;60+;22331;2238;0.0;0.0;0.0;117972;38016
2020-12-14;whole;25449;2896;0.0;0.0;0.0;177616;40320
2020-12-15;0-19;92;17;0.0;0.0;0.0;3622;9
2020-12-15;20-59;2754;603;0.0;0.0;0.0;55070;2082
2020-12-15;60+;22157;2224;0.0;0.0;0.0;119080;38315
2020-12-15;whole;25207;2871;0.0;0.0;0.0;179056;40627
2020-12-16;0-19;102;18;0.0;0.0;0.0;3636;9
2020-12-16;20-59;2794;597;0.0;0.0;0.0;55276;2088
2020-12-16;60+;22190;2200;0.0;0.0;0.0;120071;38594
2020-12-16;whole;25282;2840;0.0;0.0;0.0;180280;40916
2020-12-17;0-19;97;17;0.0;0.0;0.0;3652;9
2020-12-17;20-59;2750;567;0.0;0.0;0.0;55493;2102
2020-12-17;60+;22111;2189;0.0;0.0;0.0;121025;38837
2020-12-17;whole;25149;2798;0.0;0.0;0.0;181475;41174
2020-12-18;0-19;98;21;0.0;0.0;0.0;3664;9
2020-12-18;20-59;2742;554;0.0;0.0;0.0;55687;2116
2020-12-18;60+;21911;2164;0.0;0.0;0.0;121962;39077
2020-12-18;whole;24945;2764;0.0;0.0;0.0;182634;41429
2020-12-19;0-19;98;19;0.0;0.0;0.0;3674;9
2020-12-19;20-59;2743;548;0.0;0.0;0.0;55862;2122
2020-12-19;60+;21782;2129;0.0;0.0;0.0;122678;39258
2020-12-19;whole;24819;2718;0.0;0.0;0.0;183540;41618
2020-12-20;0-19;100;21;0.0;0.0;0.0;3678;9
2020-12-20;20-59;2755;559;0.0;0.0;0.0;55936;2125
2020-12-20;60+;21910;2141;0.0;0.0;0.0;122830;39385
2020-12-20;whole;24961;2745;0.0;0.0;0.0;183775;41749
2020-12-21;0-19;103;23;0.0;0.0;0.0;3689;9
2020-12-21;20-59;2808;567;0.0;0.0;0.0;56077;2135
2020-12-21;60+;22088;2122;0.0;0.0;0.0;123326;39725
2020-12-21;whole;25201;2737;0.0;0.0;0.0;184433;42100
2020-12-22;0-19;107;19;0.0;0.0;0.0;3705;9
2020-12-22;20-59;2752;556;0.0;0.0;0.0;56428;2148
2020-12-22;60+;21868;2117;0.0;0.0;0.0;124529;40087
2020-12-22;whole;24932;2719;0.0;0.0;0.0;186027;42481
2020-12-23;0-19;103;18;0.0;0.0;0.0;3720;9
2020-12-23;20-59;2732;559;0.0;0.0;0.0;56654;2157
2020-12-23;60+;21805;2097;0.0;0.0;0.0;125474;40353
2020-12-23;whole;24852;2701;0.0;0.0;0.0;187241;42757
2020-12-24;0-19;98;12;0.0;0.0;0.0;3735;9
2020-12-24;20-59;2677;552;0.0;0.0;0.0;56909;2169
2020-12-24;60+;21624;2054;0.0;0.0;0.0;126543;40625
2020-12-24;whole;24607;2643;0.0;0.0;0.0;188608;43047
2020-12-25;0-19;95;12;0.0;0.0;0.0;3746;10
2020-12-25;20-59;2618;558;0.0;0.0;0.0;57068;2171
2020-12-25;60+;21459;2023;0.0;0.0;0.0;127169;40779
2020-12-25;whole;24359;2616;0.0;0.0;0.0;189414;43206
2020-12-26;0-19;96;14;0.0;0.0;0.0;3752;10
2020-12-26;20-59;2625;569;0.0;0.0;0.0;57145;2176
2020-12-26;60+;21535;2034;0.0;0.0;0.0;127355;40918
2020-12-26;whole;24444;2640;0.0;0.0;0.0;189687;43352
2020-12-27;0-19;98;15;0.0;0.0;0.0;3754;10
2020-12-27;20-59;2649;571;0.0;0.0;0.0;57218;2180
2020-12-27;60+;21680;2040;0.0;0.0;0.0;127501;41085
2020-12-27;whole;24620;2650;0.0;0.0;0.0;189910;43525
2020-12-28;0-19;97;18;0.0;0.0;0.0;3768;10
2020-12-28;20-59;2676;575;0.0;0.0;0.0;57411;2193
2020-12-28;60+;21682;2080;0.0;0.0;0.0;128069;41433
2020-12-28;whole;24645;2694;0.0;0.0;0.0;190691;43888
2020-12-29;0-19;96;17;0.0;0.0;0.0;3778;10
2020-12-29;20-59;2729;560;0.0;0.0;0.0;57623;2202
2020-12-29;60+;21739;2066;0.0;0.0;0.0;128920;41804
2020-12-29;whole;24743;2666;0.0;0.0;0.0;191775;44272
2020-12-30;0-19;95;13;0.0;0.0;0.0;3789;10
2020-12-30;20-59;2708;546;0.0;0.0;0.0;57882;2211
2020-12-30;60+;21588;2069;0.0;0.0;0.0;129881;42099
2020-12-30;whole;24560;2652;0.0;0.0;0.0;193014;44575
2020-12-31;0-19;97;12;0.0;0.0;0.0;3804;10
2020-12-31;20-59;2686;536;0.0;0.0;0.0;58094;2216
2020-12-31;60+;21451;2054;0.0;0.0;0.0;130823;42342
2020-12-31;whole;24407;2625;0.0;0.0;0.0;194190;44826
2021-01-01;0-19;98;12;0.0;0.0;0.0;3811;10
2021-01-01;20-59;2650;527;0.0;0.0;0.0;58252;2220
2021-01-01;60+;21344;2048;0.0;0.0;0.0;131334;42471
2021-01-01;whole;24263;2609;0.0;0.0;0.0;194870;44959
2021-01-02;0-19;98;12;0.0;0.0;0.0;3815;10
2021-01-02;20-59;2685;533;0.0;0.0;0.0;58338;2227
2021-01-02;60+;21496;2063;0.0;0.0;0.0;131514;42620
2021-01-02;whole;24458;2632;0.0;0.0;0.0;195143;45115
2021-01-03;0-19;94;12;0.0;0.0;0.0;3823;10
2021-01-03;20-59;2721;537;0.0;0.0;0.0;58406;2232
2021-01-03;60+;21777;2092;0.0;0.0;0.0;131646;42731
2021-01-03;whole;24780;2665;0.0;0.0;0.0;195355;45231
2021-01-04;0-19;95;10;0.0;0.0;0.0;3827;10
2021-01-04;20-59;2759;519;0.0;0.0;0.0;58571;2244
2021-01-04;60+;21927;2105;0.0;0.0;0.0;132119;43092
2021-01-04;whole;24962;2657;0.0;0.0;0.0;196006;45609
2021-01-05;0-19;88;9;0.0;0.0;0.0;3845;10
2021-01-05;20-59;2708;512;0.0;0.0;0.0;58890;2254
2021-01-05;60+;21893;2074;0.0;0.0;0.0;133234;43425
2021-01-05;whole;24871;2616;0.0;0.0;0.0;197472;45954
2021-01-06;0-19;94;9;0.0;0.0;0.0;3856;10
2021-01-06;20-59;2660;503;0.0;0.0;0.0;59129;2262
2021-01-06;60+;21768;2073;0.0;0.0;0.0;134222;43701
2021-01-06;whole;24708;2607;0.0;0.0;0.0;198725;46237
2021-01-07;0-19;96;12;0.0;0.0;0.0;3868;10
2021-01-07;20-59;2685;508;0.0;0.0;0.0;59326;2270
2021-01-07;60+;21520;2031;0.0;0.0;0.0;135322;43969
2021-01-07;whole;24488;2573;0.0;0.0;0.0;200048;46513
2021-01-08;0-19;93;12;0.0;0.0;0.0;3882;10
2021-01-08;20-59;2697;517;0.0;0.0;0.0;59543;2280
2021-01-08;60+;21395;2050;0.0;0.0;0.0;136286;44235
2021-01-08;whole;24377;2606;0.0;0.0;0.0;201255;46789
2021-01-09;0-19;92;13;0.0;0.0;0.0;3893;10
2021-01-09;20-59;2670;521;0.0;0.0;0.0;59709;2289
2021-01-09;60+;21274;2038;0.0;0.0;0.0;136981;44394
2021-01-09;whole;24240;2600;0.0;0.0;0.0;202134;46957
2021-01-10;0-19;88;13;0.0;0.0;0.0;3903;10
2021-01-10;20-59;2722;529;0.0;0.0;0.0;59776;2295
2021-01-10;60+;21505;2048;0.0;0.0;0.0;137164;44539
2021-01-10;whole;24526;2620;0.0;0.0;0.0;202398;47108
2021-01-11;0-19;90;12;0.0;0.0;0.0;3911;10
2021-01-11;20-59;2764;549;0.0;0.0;0.0;59944;2302
2021-01-11;60+;21747;2078;0.0;0.0;0.0;137628;44842
2021-01-11;whole;24812;2666;0.0;0.0;0.0;203041;47418
2021-01-12;0-19;93;10;0.0;0.0;0.0;3921;10
2021-01-12;20-59;2753;534;0.0;0.0;0.0;60204;2312
2021-01-12;60+;21636;2106;0.0;0.0;0.0;138663;45185
2021-01-12;whole;24703;2678;0.0;0.0;0.0;204359;47773
2021-01-13;0-19;91;8;0.0;0.0;0.0;3931;10
2021-01-13;20-59;2785;539;0.0;0.0;0.0;60457;2319
2021-01-13;60+;21648;2127;0.0;0.0;0.0;139670;45405
2021-01-13;whole;24735;2701;0.0;0.0;0.0;205641;48002
2021-01-14;0-19;98;9;0.0;0.0;0.0;3940;10
2021-01-14;20-59;2825;544;0.0;0.0;0.0;60677;2330
2021-01-14;60+;21843;2136;0.0;0.0;0.0;140556;45675
2021-01-14;whole;24983;2716;0.0;0.0;0.0;206771;48284
2021-01-15;0-19;86;8;0.0;0.0;0.0;3972;10
2021-01-15;20-59;2864;529;0.0;0.0;0.0;60904;2343
2021-01-15;60+;21843;2166;0.0;0.0;0.0;141555;45940
2021-01-15;whole;25009;2730;0.0;0.0;0.0;208040;48564
2021-01-16;0-19;91;8;0.0;0.0;0.0;3983;10
2021-01-16;20-59;2868;540;0.0;0.0;0.0;61100;2348
2021-01-16;60+;21825;2158;0.0;0.0;0.0;142319;46125
2021-01-16;whole;24985;2731;0.0;0.0;0.0;209025;48757
2021-01-17;0-19;92;10;0.0;0.0;0.0;3986;10
2021-01-17;20-59;2917;546;0.0;0.0;0.0;61178;2353
2021-01-17;60+;22013;2185;0.0;0.0;0.0;142525;46263
2021-01-17;whole;25235;2766;0.0;0.0;0.0;209312;48898
2021-01-18;0-19;97;11;0.0;0.0;0.0;3993;10
2021-01-18;20-59;2963;559;0.0;0.0;0.0;61384;2363
2021-01-18;60+;22315;2208;0.0;0.0;0.0;143163;46656
2021-01-18;whole;25584;2803;0.0;0.0;0.0;210169;49301
2021-01-19;0-19;99;9;0.0;0.0;0.0;4004;10
2021-01-19;20-59;2961;573;0.0;0.0;0.0;61685;2372
2021-01-19;60+;22253;2218;0.0;0.0;0.0;144451;47011
2021-01-19;whole;25532;2829;0.0;0.0;0.0;211785;49670
2021-01-20;0-19;92;11;0.0;0.0;0.0;4030;10
2021-01-20;20-59;2960;591;0.0;0.0;0.0;61978;2382
2021-01-20;60+;22379;2206;0.0;0.0;0.0;145544;47310
2021-01-20;whole;25650;2842;0.0;0.0;0.0;213211;49980
2021-01-21;0-19;93;10;0.0;0.0;0.0;4044;10
2021-01-21;20-59;2983;609;0.0;0.0;0.0;62216;2399
2021-01-21;60+;22406;2218;0.0;0.0;0.0;146572;47641
2021-01-21;whole;25699;2866;0.0;0.0;0.0;214507;50326
2021-01-22;0-19;101;15;0.0;0.0;0.0;4059;10
2021-01-22;20-59;2985;620;0.0;0.0;0.0;62483;2415
2021-01-22;60+;22560;2237;0.0;0.0;0.0;147569;47940
2021-01-22;whole;25872;2902;0.0;0.0;0.0;215791;50645
2021-01-23;0-19;98;14;0.0;0.0;0.0;4075;10
2021-01-23;20-59;3012;621;0.0;0.0;0.0;62663;2424
2021-01-23;60+;22533;2220;0.0;0.0;0.0;148266;48160
2021-01-23;whole;25864;2886;0.0;0.0;0.0;216694;50875
2021-01-24;0-19;101;12;0.0;0.0;0.0;4082;10
2021-01-24;20-59;3099;630;0.0;0.0;0.0;62736;2434
2021-01-24;60+;22929;2282;0.0;0.0;0.0;148422;48321
2021-01-24;whole;26357;2955;0.0;0.0;0.0;216934;51047
2021-01-25;0-19;102;14;0.0;0.0;0.0;4095;10
2021-01-25;20-59;3201;633;0.0;0.0;0.0;62932;2442
2021-01-25;60+;23345;2350;0.0;0.0;0.0;148946;48754
