reg;jour;three_class;hosp;rea;HospConv;SSR_USLD;autres;rad;dc
;;;sum;sum;sum;sum;sum;sum;sum
7;2020-12-20;20-59;54;8;0.0;0.0;0.0;2385;64
7;2020-12-20;60+;103;14;0.0;0.0;0.0;1461;300
7;2020-12-20;whole;162;23;0.0;0.0;0.0;4259;366
7;2020-12-21;0-19;5;0;0.0;0.0;0.0;394;1
7;2020-12-21;20-59;56;9;0.0;0.0;0.0;2391;64
7;2020-12-21;60+;104;15;0.0;0.0;0.0;1462;300
7;2020-12-21;whole;166;25;0.0;0.0;0.0;4266;366
7;2020-12-22;0-19;6;0;0.0;0.0;0.0;394;1
7;2020-12-22;20-59;62;10;0.0;0.0;0.0;2395;64
7;2020-12-22;60+;98;14;0.0;0.0;0.0;1474;300
7;2020-12-22;whole;167;25;0.0;0.0;0.0;4282;366
7;2020-12-23;0-19;6;0;0.0;0.0;0.0;394;1
7;2020-12-23;20-59;58;11;0.0;0.0;0.0;2403;64
7;2020-12-23;60+;96;14;0.0;0.0;0.0;1480;300
7;2020-12-23;whole;161;26;0.0;0.0;0.0;4296;366
7;2020-12-24;0-19;3;0;0.0;0.0;0.0;397;1
7;2020-12-24;20-59;48;9;0.0;0.0;0.0;2415;65
7;2020-12-24;60+;95;15;0.0;0.0;0.0;1486;300
7;2020-12-24;whole;147;25;0.0;0.0;0.0;4317;367
7;2020-12-25;0-19;3;0;0.0;0.0;0.0;398;1
7;2020-12-25;20-59;49;7;0.0;0.0;0.0;2415;65
7;2020-12-25;60+;92;13;0.0;0.0;0.0;1490;301
7;2020-12-25;whole;145;21;0.0;0.0;0.0;4322;368
7;2020-12-26;0-19;4;0;0.0;0.0;0.0;398;1
7;2020-12-26;20-59;52;8;0.0;0.0;0.0;2416;65
7;2020-12-26;60+;94;13;0.0;0.0;0.0;1491;301
7;2020-12-26;whole;151;22;0.0;0.0;0.0;4324;368
7;2020-12-27;0-19;4;0;0.0;0.0;0.0;398;1
7;2020-12-27;20-59;56;9;0.0;0.0;0.0;2415;65
7;2020-12-27;60+;95;13;0.0;0.0;0.0;1492;301
7;2020-12-27;whole;156;23;0.0;0.0;0.0;4324;368
7;2020-12-28;0-19;3;0;0.0;0.0;0.0;399;1
7;2020-12-28;20-59;57;11;0.0;0.0;0.0;2420;65
7;2020-12-28;60+;95;13;0.0;0.0;0.0;1495;301
7;2020-12-28;whole;156;25;0.0;0.0;0.0;4333;368
7;2020-12-29;0-19;3;0;0.0;0.0;0.0;399;1
7;2020-12-29;20-59;53;9;0.0;0.0;0.0;2427;65
7;2020-12-29;60+;92;12;0.0;0.0;0.0;1500;302
7;2020-12-29;whole;149;22;0.0;0.0;0.0;4345;369
7;2020-12-30;0-19;3;0;0.0;0.0;0.0;399;1
7;2020-12-30;20-59;62;7;0.0;0.0;0.0;2429;65
7;2020-12-30;60+;91;14;0.0;0.0;0.0;1502;302
7;2020-12-30;whole;157;22;0.0;0.0;0.0;4349;369
7;2020-12-31;0-19;3;0;0.0;0.0;0.0;400;1
7;2020-12-31;20-59;53;6;0.0;0.0;0.0;2439;65
7;2020-12-31;60+;89;13;0.0;0.0;0.0;1506;303
7;2020-12-31;whole;146;20;0.0;0.0;0.0;4364;370
7;2021-01-01;0-19;4;0;0.0;0.0;0.0;400;1
7;2021-01-01;20-59;52;5;0.0;0.0;0.0;2440;65
7;2021-01-01;60+;88;14;0.0;0.0;0.0;1508;303
7;2021-01-01;whole;145;20;0.0;0.0;0.0;4367;370
7;2021-01-02;0-19;4;0;0.0;0.0;0.0;400;1
7;2021-01-02;20-59;49;4;0.0;0.0;0.0;2446;65
7;2021-01-02;60+;88;15;0.0;0.0;0.0;1509;304
7;2021-01-02;whole;142;20;0.0;0.0;0.0;4374;371
7;2021-01-03;0-19;4;0;0.0;0.0;0.0;400;1
7;2021-01-03;20-59;51;4;0.0;0.0;0.0;2450;65
7;2021-01-03;60+;87;15;0.0;0.0;0.0;1515;304
7;2021-01-03;whole;143;20;0.0;0.0;0.0;4384;371
7;2021-01-04;0-19;4;0;0.0;0.0;0.0;400;1
7;2021-01-04;20-59;46;3;0.0;0.0;0.0;2457;66
7;2021-01-04;60+;87;15;0.0;0.0;0.0;1515;304
7;2021-01-04;whole;138;19;0.0;0.0;0.0;4391;372
7;2021-01-05;0-19;3;0;0.0;0.0;0.0;401;1
7;2021-01-05;20-59;49;4;0.0;0.0;0.0;2463;66
7;2021-01-05;60+;88;13;0.0;0.0;0.0;1520;304
7;2021-01-05;whole;141;18;0.0;0.0;0.0;4403;372
7;2021-01-06;0-19;4;0;0.0;0.0;0.0;401;1
7;2021-01-06;20-59;53;5;0.0;0.0;0.0;2466;66
7;2021-01-06;60+;85;12;0.0;0.0;0.0;1524;305
7;2021-01-06;whole;143;18;0.0;0.0;0.0;4410;373
7;2021-01-07;0-19;5;0;0.0;0.0;0.0;401;1
7;2021-01-07;20-59;55;4;0.0;0.0;0.0;2472;66
7;2021-01-07;60+;84;11;0.0;0.0;0.0;1525;306
7;2021-01-07;whole;145;16;0.0;0.0;0.0;4417;374
7;2021-01-08;0-19;4;0;0.0;0.0;0.0;403;1
7;2021-01-08;20-59;57;5;0.0;0.0;0.0;2476;66
7;2021-01-08;60+;87;9;0.0;0.0;0.0;1526;307
7;2021-01-08;whole;149;15;0.0;0.0;0.0;4424;375
7;2021-01-09;0-19;5;0;0.0;0.0;0.0;403;1
7;2021-01-09;20-59;51;4;0.0;0.0;0.0;2484;67
7;2021-01-09;60+;89;9;0.0;0.0;0.0;1529;307
7;2021-01-09;whole;146;14;0.0;0.0;0.0;4435;376
7;2021-01-10;0-19;5;0;0.0;0.0;0.0;403;1
7;2021-01-10;20-59;51;5;0.0;0.0;0.0;2484;67
7;2021-01-10;60+;89;9;0.0;0.0;0.0;1530;307
7;2021-01-10;whole;146;15;0.0;0.0;0.0;4436;376
7;2021-01-11;0-19;7;0;0.0;0.0;0.0;403;1
7;2021-01-11;20-59;54;5;0.0;0.0;0.0;2485;67
7;2021-01-11;60+;90;10;0.0;0.0;0.0;1532;307
7;2021-01-11;whole;152;16;0.0;0.0;0.0;4439;376
7;2021-01-12;0-19;5;0;0.0;0.0;0.0;405;1
7;2021-01-12;20-59;53;5;0.0;0.0;0.0;2494;67
7;2021-01-12;60+;92;9;0.0;0.0;0.0;1535;309
7;2021-01-12;whole;151;15;0.0;0.0;0.0;4453;378
7;2021-01-13;0-19;4;0;0.0;0.0;0.0;406;1
7;2021-01-13;20-59;56;4;0.0;0.0;0.0;2499;67
7;2021-01-13;60+;94;11;0.0;0.0;0.0;1536;311
7;2021-01-13;whole;156;17;0.0;0.0;0.0;4460;380
7;2021-01-14;0-19;5;1;0.0;0.0;0.0;406;1
7;2021-01-14;20-59;63;5;0.0;0.0;0.0;2501;67
7;2021-01-14;60+;96;13;0.0;0.0;0.0;1541;311
7;2021-01-14;whole;166;21;0.0;0.0;0.0;4467;380
7;2021-01-15;0-19;5;1;0.0;0.0;0.0;408;1
7;2021-01-15;20-59;67;8;0.0;0.0;0.0;2506;67
7;2021-01-15;60+;93;14;0.0;0.0;0.0;1548;311
7;2021-01-15;whole;167;25;0.0;0.0;0.0;4481;380
7;2021-01-16;0-19;6;1;0.0;0.0;0.0;409;1
7;2021-01-16;20-59;66;9;0.0;0.0;0.0;2511;67
7;2021-01-16;60+;91;9;0.0;0.0;0.0;1550;313
7;2021-01-16;whole;165;20;0.0;0.0;0.0;4489;382
7;2021-01-17;0-19;5;1;0.0;0.0;0.0;410;1
7;2021-01-17;20-59;67;12;0.0;0.0;0.0;2516;67
7;2021-01-17;60+;94;10;0.0;0.0;0.0;1551;313
7;2021-01-17;whole;168;24;0.0;0.0;0.0;4496;382
7;2021-01-18;0-19;4;0;0.0;0.0;0.0;411;1
7;2021-01-18;20-59;65;11;0.0;0.0;0.0;2522;67
7;2021-01-18;60+;90;10;0.0;0.0;0.0;1555;314
7;2021-01-18;whole;161;22;0.0;0.0;0.0;4507;383
7;2021-01-19;0-19;4;0;0.0;0.0;0.0;412;1
7;2021-01-19;20-59;73;12;0.0;0.0;0.0;2531;67
7;2021-01-19;60+;96;13;0.0;0.0;0.0;1555;314
7;2021-01-19;whole;175;26;0.0;0.0;0.0;4517;383
7;2021-01-20;0-19;4;0;0.0;0.0;0.0;412;1
7;2021-01-20;20-59;71;12;0.0;0.0;0.0;2539;67
7;2021-01-20;60+;93;14;0.0;0.0;0.0;1563;314
7;2021-01-20;whole;170;27;0.0;0.0;0.0;4533;383
7;2021-01-21;0-19;6;0;0.0;0.0;0.0;413;1
7;2021-01-21;20-59;70;12;0.0;0.0;0.0;2546;67
7;2021-01-21;60+;86;16;0.0;0.0;0.0;1573;314
7;2021-01-21;whole;166;29;0.0;0.0;0.0;4551;383
7;2021-01-22;0-19;6;1;0.0;0.0;0.0;414;1
7;2021-01-22;20-59;66;13;0.0;0.0;0.0;2553;67
7;2021-01-22;60+;90;16;0.0;0.0;0.0;1575;314
7;2021-01-22;whole;165;31;0.0;0.0;0.0;4561;383
7;2021-01-23;0-19;6;1;0.0;0.0;0.0;415;1
7;2021-01-23;20-59;63;11;0.0;0.0;0.0;2560;67
7;2021-01-23;60+;91;16;0.0;0.0;0.0;1579;316
7;2021-01-23;whole;161;29;0.0;0.0;0.0;4573;385
7;2021-01-24;0-19;8;1;0.0;0.0;0.0;415;1
7;2021-01-24;20-59;63;10;0.0;0.0;0.0;2567;67
7;2021-01-24;60+;98;16;0.0;0.0;0.0;1579;316
7;2021-01-24;whole;170;28;0.0;0.0;0.0;4580;385
7;2021-01-25;0-19;6;1;0.0;0.0;0.0;417;1
7;2021-01-25;20-59;57;9;0.0;0.0;0.0;2580;67
7;2021-01-25;60+;99;18;0.0;0.0;0.0;1585;316
7;2021-01-25;whole;163;29;0.0;0.0;0.0;4601;385
7;2021-01-26;0-19;5;0;0.0;0.0;0.0;419;1
7;2021-01-26;20-59;63;12;0.0;0.0;0.0;2591;67
7;2021-01-26;60+;100;17;0.0;0.0;0.0;1595;316
7;2021-01-26;whole;169;30;0.0;0.0;0.0;4624;386
7;2021-01-27;0-19;4;0;0.0;0.0;0.0;421;2
7;2021-01-27;20-59;71;11;0.0;0.0;0.0;2600;68
7;2021-01-27;60+;105;18;0.0;0.0;0.0;1602;317
7;2021-01-27;whole;181;30;0.0;0.0;0.0;4642;388
7;2021-01-28;0-19;3;0;0.0;0.0;0.0;422;2
7;2021-01-28;20-59;76;10;0.0;0.0;0.0;2609;68
7;2021-01-28;60+;102;20;0.0;0.0;0.0;1613;317
7;2021-01-28;whole;182;31;0.0;0.0;0.0;4663;388
7;2021-01-29;0-19;2;0;0.0;0.0;0.0;423;2
7;2021-01-29;20-59;80;7;0.0;0.0;0.0;2620;69
7;2021-01-29;60+;100;19;0.0;0.0;0.0;1622;317
7;2021-01-29;whole;183;27;0.0;0.0;0.0;4684;389
7;2021-01-30;0-19;2;0;0.0;0.0;0.0;423;2
7;2021-01-30;20-59;81;6;0.0;0.0;0.0;2621;69
7;2021-01-30;60+;104;19;0.0;0.0;0.0;1623;317
7;2021-01-30;whole;188;26;0.0;0.0;0.0;4686;389
7;2021-01-31;0-19;2;0;0.0;0.0;0.0;423;2
7;2021-01-31;20-59;80;10;0.0;0.0;0.0;2630;69
7;2021-01-31;60+;111;20;0.0;0.0;0.0;1626;318
7;2021-01-31;whole;194;31;0.0;0.0;0.0;4698;390
7;2021-02-01;0-19;2;0;0.0;0.0;0.0;424;2
7;2021-02-01;20-59;81;11;0.0;0.0;0.0;2637;69
7;2021-02-01;60+;117;23;0.0;0.0;0.0;1628;318
7;2021-02-01;whole;201;35;0.0;0.0;0.0;4708;390
7;2021-02-02;0-19;3;0;0.0;0.0;0.0;424;2
7;2021-02-02;20-59;97;13;0.0;0.0;0.0;2643;69
7;2021-02-02;60+;124;22;0.0;0.0;0.0;1630;320
7;2021-02-02;whole;227;37;0.0;0.0;0.0;4716;392
7;2021-02-03;0-19;5;0;0.0;0.0;0.0;424;2
7;2021-02-03;20-59;89;12;0.0;0.0;0.0;2654;69
7;2021-02-03;60+;121;21;0.0;0.0;0.0;1637;321
7;2021-02-03;whole;218;35;0.0;0.0;0.0;4734;393
7;2021-02-04;0-19;5;0;0.0;0.0;0.0;424;2
7;2021-02-04;20-59;82;10;0.0;0.0;0.0;2670;70
7;2021-02-04;60+;120;21;0.0;0.0;0.0;1641;322
7;2021-02-04;whole;211;33;0.0;0.0;0.0;4754;395
7;2021-02-05;0-19;5;0;0.0;0.0;0.0;424;2
7;2021-02-05;20-59;94;14;0.0;0.0;0.0;2681;70
7;2021-02-05;60+;125;22;0.0;0.0;0.0;1651;322
7;2021-02-05;whole;228;38;0.0;0.0;0.0;4775;395
7;2021-02-06;0-19;5;0;0.0;0.0;0.0;426;2
7;2021-02-06;20-59;93;15;0.0;0.0;0.0;2695;71
7;2021-02-06;60+;121;21;0.0;0.0;0.0;1663;322
7;2021-02-06;whole;223;38;0.0;0.0;0.0;4804;396
7;2021-02-07;0-19;6;0;0.0;0.0;0.0;427;2
7;2021-02-07;20-59;94;16;0.0;0.0;0.0;2698;71
7;2021-02-07;60+;121;21;0.0;0.0;0.0;1667;322
7;2021-02-07;whole;230;39;0.0;0.0;0.0;4812;396
7;2021-02-08;0-19;7;1;0.0;0.0;0.0;429;2
7;2021-02-08;20-59;103;27;0.0;0.0;0.0;2714;71
7;2021-02-08;60+;125;21;0.0;0.0;0.0;1680;324
7;2021-02-08;whole;242;51;0.0;0.0;0.0;4846;398
7;2021-02-09;0-19;3;0;0.0;0.0;0.0;431;2
7;2021-02-09;20-59;109;32;0.0;0.0;0.0;2723;72
7;2021-02-09;60+;126;28;0.0;0.0;0.0;1689;326
7;2021-02-09;whole;247;61;0.0;0.0;0.0;4866;401
7;2021-02-10;0-19;4;0;0.0;0.0;0.0;431;2
7;2021-02-10;20-59;118;32;0.0;0.0;0.0;2726;72
7;2021-02-10;60+;136;31;0.0;0.0;0.0;1692;327
7;2021-02-10;whole;267;63;0.0;0.0;0.0;4872;402
7;2021-02-11;0-19;4;0;0.0;0.0;0.0;431;2
7;2021-02-11;20-59;130;35;0.0;0.0;0.0;2732;72
7;2021-02-11;60+;138;31;0.0;0.0;0.0;1699;328
7;2021-02-11;whole;282;66;0.0;0.0;0.0;4885;403
7;2021-02-12;0-19;6;0;0.0;0.0;0.0;431;2
7;2021-02-12;20-59;127;36;0.0;0.0;0.0;2745;72
7;2021-02-12;60+;138;34;0.0;0.0;0.0;1709;328
7;2021-02-12;whole;282;70;0.0;0.0;0.0;4908;403
7;2021-02-13;0-19;7;0;0.0;0.0;0.0;431;2
7;2021-02-13;20-59;129;37;0.0;0.0;0.0;2750;72
7;2021-02-13;60+;136;37;0.0;0.0;0.0;1721;333
7;2021-02-13;whole;283;74;0.0;0.0;0.0;4925;408
7;2021-02-14;0-19;8;0;0.0;0.0;0.0;432;2
7;2021-02-14;20-59;138;35;0.0;0.0;0.0;2755;72
7;2021-02-14;60+;136;36;0.0;0.0;0.0;1724;337
7;2021-02-14;whole;293;71;0.0;0.0;0.0;4934;412
7;2021-02-15;0-19;7;0;0.0;0.0;0.0;433;2
7;2021-02-15;20-59;157;41;0.0;0.0;0.0;2757;73
7;2021-02-15;60+;138;38;0.0;0.0;0.0;1725;338
7;2021-02-15;whole;312;79;0.0;0.0;0.0;4938;415
7;2021-02-16;0-19;8;0;0.0;0.0;0.0;434;2
7;2021-02-16;20-59;169;43;0.0;0.0;0.0;2774;75
7;2021-02-16;60+;141;36;0.0;0.0;0.0;1732;345
7;2021-02-16;whole;330;80;0.0;0.0;0.0;4963;424
7;2021-02-17;0-19;8;0;0.0;0.0;0.0;437;2
7;2021-02-17;20-59;168;44;0.0;0.0;0.0;2819;75
7;2021-02-17;60+;130;37;0.0;0.0;0.0;1761;349
7;2021-02-17;whole;316;82;0.0;0.0;0.0;5043;428
7;2021-02-18;0-19;8;0;0.0;0.0;0.0;437;2
7;2021-02-18;20-59;157;39;0.0;0.0;0.0;2845;76
7;2021-02-18;60+;129;40;0.0;0.0;0.0;1771;351
7;2021-02-18;whole;301;80;0.0;0.0;0.0;5081;431
7;2021-02-19;0-19;8;0;0.0;0.0;0.0;437;2
7;2021-02-19;20-59;163;44;0.0;0.0;0.0;2858;76
7;2021-02-19;60+;121;39;0.0;0.0;0.0;1785;352
7;2021-02-19;whole;297;83;0.0;0.0;0.0;5109;432
7;2021-02-20;0-19;8;0;0.0;0.0;0.0;437;2
7;2021-02-20;20-59;164;48;0.0;0.0;0.0;2868;76
7;2021-02-20;60+;126;40;0.0;0.0;0.0;1792;353
7;2021-02-20;whole;303;88;0.0;0.0;0.0;5126;433
7;2021-02-21;0-19;11;0;0.0;0.0;0.0;437;2
7;2021-02-21;20-59;174;57;0.0;0.0;0.0;2875;79
7;2021-02-21;60+;126;38;0.0;0.0;0.0;1797;353
7;2021-02-21;whole;316;95;0.0;0.0;0.0;5138;436
7;2021-02-22;0-19;11;0;0.0;0.0;0.0;437;2
7;2021-02-22;20-59;183;60;0.0;0.0;0.0;2883;79
7;2021-02-22;60+;131;37;0.0;0.0;0.0;1801;356
7;2021-02-22;whole;330;97;0.0;0.0;0.0;5150;439
7;2021-02-23;0-19;11;0;0.0;0.0;0.0;440;2
7;2021-02-23;20-59;185;60;0.0;0.0;0.0;2899;79
7;2021-02-23;60+;132;38;0.0;0.0;0.0;1807;357
7;2021-02-23;whole;332;98;0.0;0.0;0.0;5175;440
7;2021-02-24;0-19;13;0;0.0;0.0;0.0;441;2
7;2021-02-24;20-59;195;61;0.0;0.0;0.0;2915;82
7;2021-02-24;60+;143;38;0.0;0.0;0.0;1814;359
7;2021-02-24;whole;358;99;0.0;0.0;0.0;5199;445
7;2021-02-25;0-19;13;0;0.0;0.0;0.0;442;2
7;2021-02-25;20-59;205;62;0.0;0.0;0.0;2920;82
7;2021-02-25;60+;142;37;0.0;0.0;0.0;1824;363
7;2021-02-25;whole;367;99;0.0;0.0;0.0;5215;449
7;2021-02-26;0-19;7;0;0.0;0.0;0.0;449;2
7;2021-02-26;20-59;172;61;0.0;0.0;0.0;2977;82
7;2021-02-26;60+;138;41;0.0;0.0;0.0;1841;368
7;2021-02-26;whole;321;102;0.0;0.0;0.0;5299;454
7;2021-02-27;0-19;8;0;0.0;0.0;0.0;449;2
7;2021-02-27;20-59;171;59;0.0;0.0;0.0;2985;84
7;2021-02-27;60+;139;45;0.0;0.0;0.0;1846;374
7;2021-02-27;whole;322;104;0.0;0.0;0.0;5313;462
7;2021-02-28;0-19;9;1;0.0;0.0;0.0;450;2
7;2021-02-28;20-59;175;59;0.0;0.0;0.0;2987;86
7;2021-02-28;60+;147;45;0.0;0.0;0.0;1848;374
7;2021-02-28;whole;336;105;0.0;0.0;0.0;5318;465
7;2021-03-01;0-19;9;1;0.0;0.0;0.0;451;2
7;2021-03-01;20-59;166;59;0.0;0.0;0.0;3015;86
7;2021-03-01;60+;143;46;0.0;0.0;0.0;1859;375
7;2021-03-01;whole;322;106;0.0;0.0;0.0;5359;465
7;2021-03-02;0-19;7;1;0.0;0.0;0.0;453;2
7;2021-03-02;20-59;164;57;0.0;0.0;0.0;3022;88
7;2021-03-02;60+;151;46;0.0;0.0;0.0;1861;379
7;2021-03-02;whole;326;104;0.0;0.0;0.0;5370;471
7;2021-03-03;0-19;8;1;0.0;0.0;0.0;453;2
7;2021-03-03;20-59;167;57;0.0;0.0;0.0;3043;88
7;2021-03-03;60+;151;47;0.0;0.0;0.0;1874;383
7;2021-03-03;whole;330;105;0.0;0.0;0.0;5404;475
7;2021-03-04;0-19;6;0;0.0;0.0;0.0;454;2
7;2021-03-04;20-59;167;55;0.0;0.0;0.0;3048;91
7;2021-03-04;60+;154;48;0.0;0.0;0.0;1878;386
7;2021-03-04;whole;331;103;0.0;0.0;0.0;5414;482
7;2021-03-05;0-19;5;0;0.0;0.0;0.0;456;2
7;2021-03-05;20-59;155;51;0.0;0.0;0.0;3066;92
7;2021-03-05;60+;156;47;0.0;0.0;0.0;1886;386
7;2021-03-05;whole;320;98;0.0;0.0;0.0;5443;483
7;2021-03-06;0-19;5;0;0.0;0.0;0.0;457;2
7;2021-03-06;20-59;149;50;0.0;0.0;0.0;3079;92
7;2021-03-06;60+;157;46;0.0;0.0;0.0;1894;388
7;2021-03-06;whole;315;96;0.0;0.0;0.0;5465;484
7;2021-03-07;0-19;5;0;0.0;0.0;0.0;457;2
7;2021-03-07;20-59;146;49;0.0;0.0;0.0;3083;92
7;2021-03-07;60+;155;44;0.0;0.0;0.0;1897;390
7;2021-03-07;whole;310;93;0.0;0.0;0.0;5472;486
7;2021-03-08;0-19;6;0;0.0;0.0;0.0;457;2
7;2021-03-08;20-59;152;51;0.0;0.0;0.0;3092;92
7;2021-03-08;60+;164;46;0.0;0.0;0.0;1899;393
7;2021-03-08;whole;326;97;0.0;0.0;0.0;5483;489
7;2021-03-09;0-19;8;1;0.0;0.0;0.0;457;2
7;2021-03-09;20-59;154;49;0.0;0.0;0.0;3101;93
7;2021-03-09;60+;176;49;0.0;0.0;0.0;1903;394
7;2021-03-09;whole;342;99;0.0;0.0;0.0;5496;491
7;2021-03-10;0-19;7;1;0.0;0.0;0.0;458;2
7;2021-03-10;20-59;150;47;0.0;0.0;0.0;3118;94
7;2021-03-10;60+;182;47;0.0;0.0;0.0;1914;396
7;2021-03-10;whole;344;95;0.0;0.0;0.0;5525;494
7;2021-03-11;0-19;7;1;0.0;0.0;0.0;458;2
7;2021-03-11;20-59;140;50;0.0;0.0;0.0;3138;94
7;2021-03-11;60+;183;51;0.0;0.0;0.0;1924;397
7;2021-03-11;whole;335;102;0.0;0.0;0.0;5555;495
7;2021-03-12;0-19;5;1;0.0;0.0;0.0;459;2
7;2021-03-12;20-59;129;54;0.0;0.0;0.0;3154;94
7;2021-03-12;60+;184;58;0.0;0.0;0.0;1936;398
7;2021-03-12;whole;322;113;0.0;0.0;0.0;5584;496
7;2021-03-13;0-19;5;1;0.0;0.0;0.0;460;2
7;2021-03-13;20-59;134;62;0.0;0.0;0.0;3162;94
7;2021-03-13;60+;173;59;0.0;0.0;0.0;1948;401
7;2021-03-13;whole;315;122;0.0;0.0;0.0;5606;499
7;2021-03-14;0-19;5;1;4.0;0.0;0.0;460;2
7;2021-03-14;20-59;144;62;71.0;8.0;3.0;3162;94
7;2021-03-14;60+;181;56;112.0;13.0;0.0;1953;402
7;2021-03-14;whole;335;119;191.0;22.0;3.0;5611;500
7;2021-03-15;0-19;5;1;4.0;0.0;0.0;461;2
7;2021-03-15;20-59;139;60;68.0;8.0;3.0;3175;96
7;2021-03-15;60+;175;49;113.0;13.0;0.0;1963;409
7;2021-03-15;whole;326;110;191.0;22.0;3.0;5635;509
7;2021-03-16;0-19;6;1;5.0;0.0;0.0;462;2
7;2021-03-16;20-59;140;54;76.0;8.0;2.0;3191;98
7;2021-03-16;60+;173;46;114.0;13.0;0.0;1971;414
7;2021-03-16;whole;324;101;199.0;22.0;2.0;5662;516
7;2021-03-17;0-19;6;1;5.0;0.0;0.0;462;2
7;2021-03-17;20-59;141;56;74.0;9.0;2.0;3195;99
7;2021-03-17;60+;171;49;109.0;13.0;0.0;1984;414
7;2021-03-17;whole;323;106;192.0;23.0;2.0;5679;517
7;2021-03-18;0-19;5;1;4.0;0.0;0.0;463;2
7;2021-03-18;20-59;145;50;83.0;10.0;2.0;3204;100
7;2021-03-18;60+;177;51;113.0;13.0;0.0;1994;417
7;2021-03-18;whole;332;102;204.0;24.0;2.0;5699;521
7;2021-03-19;0-19;6;0;6.0;0.0;0.0;465;2
7;2021-03-19;20-59;135;51;71.0;11.0;2.0;3220;104
7;2021-03-19;60+;163;49;100.0;14.0;0.0;2011;428
7;2021-03-19;whole;307;100;179.0;26.0;2.0;5736;536
7;2021-03-20;0-19;3;0;3.0;0.0;0.0;468;2
7;2021-03-20;20-59;139;52;74.0;11.0;2.0;3225;104
7;2021-03-20;60+;168;50;104.0;14.0;0.0;2022;431
7;2021-03-20;whole;313;102;183.0;26.0;2.0;5755;539
7;2021-03-21;0-19;3;0;3.0;0.0;0.0;468;2
7;2021-03-21;20-59;135;46;76.0;11.0;2.0;3231;107
7;2021-03-21;60+;170;51;105.0;14.0;0.0;2028;434
7;2021-03-21;whole;310;97;185.0;26.0;2.0;5768;545
7;2021-03-22;0-19;5;0;5.0;0.0;0.0;468;2
7;2021-03-22;20-59;129;47;69.0;11.0;2.0;3244;107
7;2021-03-22;60+;177;54;109.0;14.0;0.0;2032;435
7;2021-03-22;whole;312;101;183.0;26.0;2.0;5786;546
7;2021-03-23;0-19;6;0;6.0;0.0;0.0;469;2
7;2021-03-23;20-59;134;47;74.0;11.0;2.0;3249;108
7;2021-03-23;60+;187;56;117.0;14.0;0.0;2039;438
7;2021-03-23;whole;328;103;197.0;26.0;2.0;5799;550
7;2021-03-24;0-19;7;0;7.0;0.0;0.0;469;2
7;2021-03-24;20-59;137;45;79.0;11.0;2.0;3257;108
7;2021-03-24;60+;196;56;125.0;15.0;0.0;2048;441
7;2021-03-24;whole;341;101;211.0;27.0;2.0;5816;553
7;2021-03-25;0-19;7;0;7.0;0.0;0.0;469;2
7;2021-03-25;20-59;139;44;80.0;12.0;3.0;3264;108
7;2021-03-25;60+;205;57;130.0;18.0;0.0;2056;442
7;2021-03-25;whole;352;101;217.0;31.0;3.0;5831;554
7;2021-03-26;0-19;7;0;7.0;0.0;0.0;469;2
7;2021-03-26;20-59;138;43;80.0;12.0;3.0;3274;108
7;2021-03-26;60+;210;59;131.0;20.0;0.0;2065;445
7;2021-03-26;whole;356;102;218.0;33.0;3.0;5850;557
7;2021-03-27;0-19;6;0;6.0;0.0;0.0;470;2
7;2021-03-27;20-59;130;40;74.0;13.0;3.0;3293;109
7;2021-03-27;60+;204;61;123.0;20.0;0.0;2081;451
7;2021-03-27;whole;341;101;203.0;34.0;3.0;5886;564
7;2021-03-28;0-19;6;0;6.0;0.0;0.0;470;2
7;2021-03-28;20-59;132;43;73.0;13.0;3.0;3296;111
7;2021-03-28;60+;205;63;122.0;20.0;0.0;2083;453
7;2021-03-28;whole;344;106;201.0;34.0;3.0;5891;568
7;2021-03-29;0-19;2;0;2.0;0.0;0.0;474;2
7;2021-03-29;20-59;128;43;68.0;14.0;3.0;3306;114
7;2021-03-29;60+;202;61;122.0;19.0;0.0;2092;459
7;2021-03-29;whole;334;104;193.0;34.0;3.0;5914;577
7;2021-03-30;0-19;2;0;2.0;0.0;0.0;474;2
7;2021-03-30;20-59;135;48;70.0;14.0;3.0;3323;114
7;2021-03-30;60+;213;66;126.0;21.0;0.0;2099;462
7;2021-03-30;whole;352;114;199.0;36.0;3.0;5938;580
7;2021-03-31;0-19;1;0;1.0;0.0;0.0;475;2
7;2021-03-31;20-59;137;48;71.0;15.0;3.0;3332;115
7;2021-03-31;60+;218;61;135.0;22.0;0.0;2104;466
7;2021-03-31;whole;360;109;210.0;38.0;3.0;5953;585
7;2021-04-01;0-19;1;0;1.0;0.0;0.0;475;2
7;2021-04-01;20-59;148;45;86.0;15.0;2.0;3343;115
7;2021-04-01;60+;216;54;140.0;22.0;0.0;2135;471
7;2021-04-01;whole;370;99;231.0;38.0;2.0;5995;590
7;2021-04-02;0-19;3;0;3.0;0.0;0.0;475;2
7;2021-04-02;20-59;148;46;85.0;15.0;2.0;3360;116
7;2021-04-02;60+;215;54;139.0;22.0;0.0;2152;475
7;2021-04-02;whole;370;100;230.0;38.0;2.0;6029;595
75;2020-03-18;0-19;0;0;0.0;0.0;0.0;1;0
75;2020-03-18;20-59;8;4;0.0;0.0;0.0;5;0
75;2020-03-18;60+;32;8;0.0;0.0;0.0;4;2
75;2020-03-18;whole;41;12;0.0;0.0;0.0;11;2
